x1_PD009_right,y1_PD009_right,x2_PD009_right,y2_PD009_right,x1_PD012_left,y1_PD012_left,x2_PD012_left,y2_PD012_left,x1_PD004_left,y1_PD004_left,x2_PD004_left,y2_PD004_left,x1_PD013_right,y1_PD013_right,x2_PD013_right,y2_PD013_right,x1_PD002_left,y1_PD002_left,x2_PD002_left,y2_PD002_left,x1_PD008_right,y1_PD008_right,x2_PD008_right,y2_PD008_right,x1_PD011_right,y1_PD011_right,x2_PD011_right,y2_PD011_right,x1_PD003_left,y1_PD003_left,x2_PD003_left,y2_PD003_left,x1_PD001_right,y1_PD001_right,x2_PD001_right,y2_PD001_right,x1_PD006_left,y1_PD006_left,x2_PD006_left,y2_PD006_left,x1_PD010_left,y1_PD010_left,x2_PD010_left,y2_PD010_left,x1_PD007_right,y1_PD007_right,x2_PD007_right,y2_PD007_right,x1_PD005_right,y1_PD005_right,x2_PD005_right,y2_PD005_right
1.46,7.9637,1.46,4.7177,1.46,5.504,1.46,8.7298,1.46,4.2742,1.46,9.9597,1.46,11.0282,1.46,6.1492,1.46,7.4194,1.46,6.6532,1.46,7.5,1.46,11.6129,1.46,5.6048,1.46,4.4758,1.46,4.6976,1.46,3.1452,1.46,6.3508,1.46,6.3105,1.46,8.6895,1.46,7.379,1.46,8.8306,1.46,9.9798,1.46,5.2218,1.46,5.0806,1.46,9.1734,1.46,7.8831
1.4633,7.9839,1.4633,4.879,1.4633,5.4234,1.4633,8.7903,1.4633,4.0524,1.4633,9.7984,1.4633,11.0081,1.4633,6.25,1.4633,7.6008,1.4633,6.7137,1.4633,7.5806,1.4633,11.875,1.4633,5.5847,1.4633,4.5363,1.4633,4.7177,1.4633,3.1452,1.4633,6.3306,1.4633,6.2298,1.4633,8.5685,1.4633,7.5202,1.4633,8.4677,1.4633,10.1008,1.4633,5.0202,1.4633,5.0202,1.4633,9.3548,1.4633,7.9234
1.4667,8.0444,1.4667,4.8387,1.4667,5.4435,1.4667,8.6492,1.4667,4.0323,1.4667,10.0202,1.4667,11.1089,1.4667,6.2903,1.4667,7.3185,1.4667,6.5927,1.4667,7.5605,1.4667,11.8952,1.4667,5.6653,1.4667,4.4758,1.4667,4.7581,1.4667,3.004,1.4667,6.2903,1.4667,6.2298,1.4667,8.6492,1.4667,7.6613,1.4667,8.4677,1.4667,9.7984,1.4667,5.1008,1.4667,5.1411,1.4667,9.1935,1.4667,8.004
1.47,7.9435,1.47,4.8185,1.47,5.7056,1.47,8.629,1.47,4.0423,1.47,9.6371,1.47,10.9677,1.47,6.2298,1.47,7.379,1.47,6.5524,1.47,7.5,1.47,11.9355,1.47,5.5645,1.47,4.496,1.47,4.6976,1.47,3.1653,1.47,6.3911,1.47,6.4919,1.47,8.7702,1.47,7.5605,1.47,8.4677,1.47,9.9194,1.47,5.0,1.47,4.9798,1.47,9.1935,1.47,7.9234
1.4733,7.9637,1.4733,4.8387,1.4733,5.3831,1.4733,8.1855,1.4733,4.0524,1.4733,9.9798,1.4733,10.9879,1.4733,6.2702,1.4733,7.3185,1.4733,6.8548,1.4733,7.5605,1.4733,11.875,1.4733,5.1411,1.4733,4.5363,1.4733,4.6169,1.4733,3.0645,1.4733,6.3911,1.4733,6.3508,1.4733,8.4274,1.4733,7.379,1.4733,8.4073,1.4733,9.6976,1.4733,4.9597,1.4733,5.0,1.4733,9.6371,1.4733,8.004
1.4767,7.7823,1.4767,4.7984,1.4767,5.4435,1.4767,7.8024,1.4767,4.0121,1.4767,9.5968,1.4767,10.9879,1.4767,6.1089,1.4767,7.1573,1.4767,6.754,1.4767,7.5,1.4767,11.996,1.4767,4.4758,1.4767,4.3347,1.4767,4.6976,1.4767,3.125,1.4767,6.4113,1.4767,6.3306,1.4767,8.6895,1.4767,7.6008,1.4767,8.4476,1.4767,9.7782,1.4767,5.0605,1.4767,4.9395,1.4767,9.2137,1.4767,7.8427
1.48,7.9839,1.48,4.7379,1.48,5.4234,1.48,7.379,1.48,3.9113,1.48,9.7581,1.48,11.0484,1.48,6.0484,1.48,7.2379,1.48,6.3911,1.48,7.4194,1.48,11.875,1.48,4.2137,1.48,4.4153,1.48,4.6169,1.48,2.9032,1.48,6.2298,1.48,6.25,1.48,8.5282,1.48,7.5403,1.48,8.5081,1.48,9.8992,1.48,4.9194,1.48,4.9395,1.48,9.2944,1.48,7.9234
1.4833,7.7218,1.4833,4.5968,1.4833,5.6048,1.4833,7.0766,1.4833,3.7903,1.4833,9.4153,1.4833,11.0081,1.4833,6.129,1.4833,7.4194,1.4833,6.7944,1.4833,7.3589,1.4833,11.754,1.4833,3.9919,1.4833,4.4153,1.4833,4.6169,1.4833,2.9435,1.4833,6.3508,1.4833,6.2097,1.4833,8.5685,1.4833,7.3185,1.4833,8.2863,1.4833,9.879,1.4833,4.879,1.4833,4.8387,1.4833,9.2944,1.4833,7.8831
1.4867,7.8427,1.4867,4.7581,1.4867,5.2218,1.4867,7.1169,1.4867,3.7903,1.4867,9.2944,1.4867,10.8468,1.4867,6.1694,1.4867,7.4194,1.4867,6.25,1.4867,7.3185,1.4867,11.8347,1.4867,4.0726,1.4867,4.3952,1.4867,4.6371,1.4867,3.0847,1.4867,6.2298,1.4867,6.1694,1.4867,8.2863,1.4867,7.2984,1.4867,8.2056,1.4867,9.7581,1.4867,4.7581,1.4867,4.7984,1.4867,9.2137,1.4867,7.9234
1.49,7.8226,1.49,4.5363,1.49,5.2621,1.49,7.0968,1.49,3.8306,1.49,9.1129,1.49,10.9476,1.49,6.0685,1.49,7.3185,1.49,6.6532,1.49,7.2379,1.49,11.9556,1.49,4.3347,1.49,4.2339,1.49,4.6976,1.49,2.9234,1.49,6.129,1.49,6.2702,1.49,8.6895,1.49,7.3185,1.49,8.629,1.49,9.7177,1.49,4.7581,1.49,4.7379,1.49,9.1129,1.49,7.9032
1.4933,7.8427,1.4933,4.6169,1.4933,5.1613,1.4933,7.3387,1.4933,3.5887,1.4933,9.1935,1.4933,11.0685,1.4933,6.0484,1.4933,7.1976,1.4933,5.9274,1.4933,7.1774,1.4933,12.0968,1.4933,4.3548,1.4933,4.1935,1.4933,4.496,1.4933,2.9032,1.4933,6.129,1.4933,6.1089,1.4933,8.5081,1.4933,7.0766,1.4933,8.1855,1.4933,9.6976,1.4933,4.7581,1.4933,4.8185,1.4933,9.2339,1.4933,7.5
1.4967,7.7621,1.4967,4.6976,1.4967,5.121,1.4967,7.4798,1.4967,3.6492,1.4967,9.4758,1.4967,11.0282,1.4967,6.0887,1.4967,7.2379,1.4967,6.1694,1.4967,7.1573,1.4967,11.9556,1.4967,4.4355,1.4967,4.3347,1.4967,4.7379,1.4967,3.0444,1.4967,6.0484,1.4967,6.2097,1.4967,8.3065,1.4967,7.3387,1.4967,8.3468,1.4967,9.5766,1.4967,4.7177,1.4967,4.7581,1.4967,9.3347,1.4967,7.8024
1.5,7.8024,1.5,4.6169,1.5,5.1815,1.5,7.3185,1.5,3.7097,1.5,9.2944,1.5,11.0887,1.5,6.0081,1.5,7.1169,1.5,6.4315,1.5,7.2379,1.5,12.0161,1.5,4.5161,1.5,4.1935,1.5,4.5766,1.5,2.8831,1.5,5.8669,1.5,5.9879,1.5,8.5081,1.5,7.1169,1.5,8.3468,1.5,9.5363,1.5,4.7984,1.5,4.6371,1.5,8.9516,1.5,7.6613
1.5033,7.9839,1.5033,4.5968,1.5033,5.1411,1.5033,7.2984,1.5033,3.629,1.5033,9.6371,1.5033,11.1694,1.5033,5.9073,1.5033,6.996,1.5033,6.2298,1.5033,7.0968,1.5033,12.0363,1.5033,4.2944,1.5033,4.254,1.5033,4.5363,1.5033,2.9839,1.5033,6.0282,1.5033,6.0887,1.5033,8.2661,1.5033,7.1169,1.5033,8.2258,1.5033,9.6976,1.5033,4.5766,1.5033,4.6169,1.5033,9.2944,1.5033,7.5403
1.5067,7.9839,1.5067,4.5363,1.5067,5.1008,1.5067,7.2984,1.5067,3.7097,1.5067,9.7984,1.5067,10.9677,1.5067,5.8669,1.5067,6.8952,1.5067,6.3306,1.5067,7.1774,1.5067,12.0766,1.5067,4.1734,1.5067,4.0524,1.5067,4.5363,1.5067,2.9435,1.5067,6.0484,1.5067,6.0887,1.5067,7.7016,1.5067,7.1169,1.5067,8.246,1.5067,9.7379,1.5067,4.5565,1.5067,4.5766,1.5067,9.0524,1.5067,7.5806
1.51,7.7419,1.51,4.7379,1.51,5.2218,1.51,7.1976,1.51,3.5887,1.51,9.6774,1.51,10.9677,1.51,5.8871,1.51,6.9758,1.51,6.2097,1.51,7.0565,1.51,11.996,1.51,4.2742,1.51,4.1532,1.51,4.4556,1.51,2.7218,1.51,5.9677,1.51,6.0081,1.51,7.0363,1.51,7.0363,1.51,8.2661,1.51,9.6976,1.51,4.6371,1.51,4.5766,1.51,9.2944,1.51,7.4194
1.5133,7.8024,1.5133,4.5363,1.5133,4.9597,1.5133,7.1573,1.5133,3.8306,1.5133,9.3548,1.5133,10.9677,1.5133,5.8871,1.5133,6.7339,1.5133,5.746,1.5133,7.1774,1.5133,11.8347,1.5133,4.2137,1.5133,4.1935,1.5133,4.4758,1.5133,2.8831,1.5133,5.9274,1.5133,5.8871,1.5133,6.9355,1.5133,6.9556,1.5133,8.0847,1.5133,9.7379,1.5133,4.5766,1.5133,4.4758,1.5133,9.3145,1.5133,7.4395
1.5167,7.8226,1.5167,4.4355,1.5167,5.0806,1.5167,7.2379,1.5167,3.4677,1.5167,9.2137,1.5167,11.0081,1.5167,5.9677,1.5167,6.9556,1.5167,5.9274,1.5167,7.0161,1.5167,11.754,1.5167,4.2339,1.5167,4.1129,1.5167,4.5565,1.5167,2.8226,1.5167,5.9677,1.5167,5.746,1.5167,6.7944,1.5167,6.9556,1.5167,8.1653,1.5167,9.5161,1.5167,4.6169,1.5167,4.5363,1.5167,9.0524,1.5167,7.2782
1.52,7.7419,1.52,4.3952,1.52,4.9395,1.52,7.0161,1.52,3.3871,1.52,9.6371,1.52,11.0685,1.52,5.8669,1.52,6.7742,1.52,6.2097,1.52,6.9153,1.52,11.875,1.52,4.1734,1.52,4.0323,1.52,4.4556,1.52,2.7823,1.52,5.625,1.52,5.8871,1.52,7.1169,1.52,6.9355,1.52,7.9637,1.52,9.6774,1.52,4.4355,1.52,4.4355,1.52,9.0927,1.52,7.3589
1.5233,7.7419,1.5233,4.2742,1.5233,4.9597,1.5233,7.1371,1.5233,3.1653,1.5233,9.6169,1.5233,10.9677,1.5233,5.9073,1.5233,6.8952,1.5233,6.2903,1.5233,7.0565,1.5233,11.9758,1.5233,4.1129,1.5233,4.0726,1.5233,4.3548,1.5233,2.8226,1.5233,5.7258,1.5233,5.9879,1.5233,7.2782,1.5233,7.0766,1.5233,7.8629,1.5233,9.5565,1.5233,4.4556,1.5233,4.496,1.5233,9.2339,1.5233,7.3589
1.5267,7.6613,1.5267,4.3548,1.5267,4.9798,1.5267,6.996,1.5267,2.621,1.5267,9.5363,1.5267,11.1492,1.5267,5.9274,1.5267,6.9556,1.5267,6.3105,1.5267,6.9758,1.5267,11.7944,1.5267,4.0524,1.5267,4.0524,1.5267,4.3347,1.5267,2.8024,1.5267,5.9476,1.5267,5.8669,1.5267,7.4194,1.5267,7.0968,1.5267,7.9637,1.5267,9.4758,1.5267,4.4556,1.5267,4.375,1.5267,8.9113,1.5267,6.9556
1.53,7.7419,1.53,4.2944,1.53,4.9395,1.53,6.8347,1.53,2.1371,1.53,9.4556,1.53,11.1492,1.53,5.746,1.53,6.6734,1.53,6.0282,1.53,6.8952,1.53,11.9556,1.53,4.0726,1.53,3.8508,1.53,4.3548,1.53,2.8024,1.53,5.7661,1.53,5.6653,1.53,7.4395,1.53,7.0968,1.53,8.2863,1.53,9.4355,1.53,4.3347,1.53,4.5161,1.53,8.9113,1.53,7.0766
1.5333,7.5,1.5333,4.2339,1.5333,4.8589,1.5333,6.9355,1.5333,2.1774,1.5333,9.4153,1.5333,11.0081,1.5333,5.746,1.5333,6.7339,1.5333,5.8669,1.5333,6.9153,1.5333,11.8145,1.5333,3.9919,1.5333,3.9718,1.5333,4.2137,1.5333,2.7016,1.5333,5.7661,1.5333,5.7661,1.5333,7.2379,1.5333,6.8952,1.5333,8.2258,1.5333,9.254,1.5333,4.1935,1.5333,4.2944,1.5333,9.3548,1.5333,7.1371
1.5367,7.7823,1.5367,3.8105,1.5367,4.7782,1.5367,7.0766,1.5367,2.1774,1.5367,9.375,1.5367,10.9073,1.5367,5.6653,1.5367,6.7137,1.5367,5.8266,1.5367,6.8145,1.5367,11.7944,1.5367,3.9516,1.5367,3.9315,1.5367,4.254,1.5367,2.7218,1.5367,5.7661,1.5367,5.7056,1.5367,7.5605,1.5367,6.8952,1.5367,8.125,1.5367,9.3548,1.5367,4.375,1.5367,4.2742,1.5367,8.9315,1.5367,7.0161
1.54,7.5806,1.54,3.629,1.54,4.879,1.54,6.9355,1.54,2.0565,1.54,9.4758,1.54,10.8266,1.54,5.4435,1.54,6.8347,1.54,5.7056,1.54,6.8952,1.54,11.6935,1.54,4.0726,1.54,3.7097,1.54,4.3548,1.54,2.621,1.54,5.7661,1.54,5.6855,1.54,7.1774,1.54,6.8347,1.54,7.8831,1.54,9.2944,1.54,4.2944,1.54,4.254,1.54,9.0323,1.54,7.0363
1.5433,7.6411,1.5433,3.629,1.5433,4.7782,1.5433,7.0161,1.5433,2.3185,1.5433,9.4758,1.5433,10.5645,1.5433,5.0,1.5433,6.7944,1.5433,5.8065,1.5433,6.9153,1.5433,11.4315,1.5433,3.9113,1.5433,3.7702,1.5433,4.1734,1.5433,2.621,1.5433,5.8266,1.5433,5.8871,1.5433,7.1774,1.5433,6.754,1.5433,7.8629,1.5433,9.254,1.5433,4.5565,1.5433,4.254,1.5433,8.9718,1.5433,7.0766
1.5467,7.4597,1.5467,3.6694,1.5467,4.8992,1.5467,6.8548,1.5467,1.8952,1.5467,9.6169,1.5467,10.0202,1.5467,4.7379,1.5467,6.5524,1.5467,6.0484,1.5467,6.7137,1.5467,11.5121,1.5467,3.8911,1.5467,3.8306,1.5467,4.254,1.5467,2.5605,1.5467,5.625,1.5467,5.4839,1.5467,7.1976,1.5467,6.4516,1.5467,7.7419,1.5467,9.254,1.5467,4.6976,1.5467,4.2137,1.5467,8.8306,1.5467,6.6532
1.55,7.5806,1.55,3.871,1.55,5.0202,1.55,6.875,1.55,1.9355,1.55,9.2137,1.55,9.5363,1.55,4.6573,1.55,6.4919,1.55,5.9476,1.55,6.6734,1.55,11.5121,1.55,3.7903,1.55,3.75,1.55,4.2137,1.55,2.5403,1.55,5.7661,1.55,5.7258,1.55,7.0968,1.55,6.6532,1.55,7.7621,1.55,9.4355,1.55,5.0,1.55,4.1532,1.55,8.8105,1.55,6.7339
1.5533,7.4798,1.5533,3.7702,1.5533,5.3629,1.5533,6.8145,1.5533,1.9153,1.5533,9.5161,1.5533,8.9113,1.5533,4.6573,1.5533,6.4919,1.5533,5.8065,1.5533,6.7339,1.5533,11.2702,1.5533,3.8508,1.5533,3.8508,1.5533,4.1532,1.5533,2.4798,1.5533,5.7661,1.5533,5.5847,1.5533,7.0363,1.5533,6.6129,1.5533,7.8024,1.5533,9.1935,1.5533,4.9395,1.5533,4.0726,1.5533,8.7903,1.5533,6.6331
1.5567,7.3992,1.5567,3.7903,1.5567,5.4032,1.5567,6.8347,1.5567,2.1774,1.5567,9.2742,1.5567,8.6089,1.5567,4.6573,1.5567,6.4919,1.5567,5.7661,1.5567,6.5726,1.5567,11.25,1.5567,3.7298,1.5567,3.5685,1.5567,4.1532,1.5567,2.4798,1.5567,5.6452,1.5567,5.7863,1.5567,7.1371,1.5567,6.6331,1.5567,7.8226,1.5567,9.2137,1.5567,4.9798,1.5567,4.0121,1.5567,8.8306,1.5567,6.6532
1.56,7.5806,1.56,3.75,1.56,5.5847,1.56,6.5927,1.56,2.1371,1.56,9.5363,1.56,8.3266,1.56,4.6573,1.56,6.5323,1.56,5.7056,1.56,6.5121,1.56,11.3306,1.56,3.7298,1.56,3.7702,1.56,4.1331,1.56,2.6008,1.56,5.6855,1.56,5.625,1.56,7.0161,1.56,6.5927,1.56,7.6613,1.56,9.2742,1.56,4.7984,1.56,4.0927,1.56,8.6694,1.56,6.6129
1.5633,7.6411,1.5633,3.8911,1.5633,5.3427,1.5633,6.875,1.5633,2.3185,1.5633,9.254,1.5633,7.9435,1.5633,4.6169,1.5633,6.4919,1.5633,5.6452,1.5633,6.5323,1.5633,11.3508,1.5633,3.8105,1.5633,3.629,1.5633,4.1935,1.5633,2.4194,1.5633,5.6855,1.5633,5.5242,1.5633,7.0766,1.5633,6.4315,1.5633,7.6008,1.5633,9.2137,1.5633,4.5766,1.5633,4.0121,1.5633,8.8508,1.5633,6.7742
1.5667,7.4798,1.5667,3.8911,1.5667,5.0605,1.5667,6.7137,1.5667,2.1169,1.5667,9.4556,1.5667,7.9032,1.5667,4.6774,1.5667,6.371,1.5667,5.4839,1.5667,6.6734,1.5667,11.371,1.5667,3.7298,1.5667,3.5887,1.5667,4.1129,1.5667,2.5202,1.5667,5.746,1.5667,5.625,1.5667,6.7339,1.5667,6.6331,1.5667,7.6411,1.5667,9.375,1.5667,4.5766,1.5667,4.0323,1.5667,8.8306,1.5667,6.4113
1.57,7.4798,1.57,3.9718,1.57,4.9395,1.57,6.6734,1.57,2.0968,1.57,9.4355,1.57,7.7823,1.57,4.6371,1.57,6.371,1.57,5.4637,1.57,6.3911,1.57,11.1694,1.57,3.6492,1.57,3.4073,1.57,4.1331,1.57,2.4597,1.57,5.625,1.57,5.625,1.57,6.8952,1.57,6.6532,1.57,7.6815,1.57,9.3145,1.57,4.6371,1.57,4.254,1.57,8.5081,1.57,6.5323
1.5733,7.3992,1.5733,3.9718,1.5733,5.0,1.5733,6.6734,1.5733,2.0363,1.5733,9.3347,1.5733,7.7016,1.5733,4.496,1.5733,6.2097,1.5733,5.5847,1.5733,6.371,1.5733,11.371,1.5733,3.5282,1.5733,3.5887,1.5733,4.0121,1.5733,2.4194,1.5733,5.746,1.5733,5.6855,1.5733,6.8548,1.5733,6.371,1.5733,7.5202,1.5733,9.2137,1.5733,4.4758,1.5733,4.5968,1.5733,8.125,1.5733,6.3508
1.5767,7.3992,1.5767,3.6492,1.5767,5.0202,1.5767,6.6935,1.5767,1.996,1.5767,9.375,1.5767,7.8629,1.5767,4.4556,1.5767,6.1694,1.5767,5.5645,1.5767,6.4315,1.5767,10.9274,1.5767,3.5484,1.5767,3.5282,1.5767,4.0927,1.5767,2.4798,1.5767,5.504,1.5767,5.2621,1.5767,6.9758,1.5767,6.1492,1.5767,7.4798,1.5767,8.871,1.5767,4.5161,1.5767,5.1008,1.5767,7.3992,1.5767,6.5927
1.58,7.3589,1.58,3.629,1.58,5.0202,1.58,6.5121,1.58,2.1573,1.58,9.1129,1.58,7.8629,1.58,4.496,1.58,5.9879,1.58,5.0403,1.58,6.4919,1.58,11.3105,1.58,3.5282,1.58,3.4476,1.58,3.9919,1.58,2.4395,1.58,5.6855,1.58,5.3226,1.58,6.8952,1.58,6.2903,1.58,7.4798,1.58,8.3266,1.58,4.5161,1.58,5.121,1.58,5.8871,1.58,6.4516
1.5833,7.4798,1.5833,3.6089,1.5833,5.2016,1.5833,6.4516,1.5833,1.996,1.5833,8.75,1.5833,7.8629,1.5833,4.5161,1.5833,6.2903,1.5833,5.3427,1.5833,6.2903,1.5833,11.1492,1.5833,3.4677,1.5833,3.3468,1.5833,4.0927,1.5833,2.4395,1.5833,5.7056,1.5833,5.4839,1.5833,6.7137,1.5833,6.4315,1.5833,7.3992,1.5833,7.379,1.5833,4.4556,1.5833,5.0806,1.5833,6.2298,1.5833,6.3911
1.5867,7.5,1.5867,3.5887,1.5867,4.9798,1.5867,6.4516,1.5867,2.1573,1.5867,8.1452,1.5867,7.7218,1.5867,4.4355,1.5867,6.2702,1.5867,5.2016,1.5867,6.2097,1.5867,11.4919,1.5867,3.5685,1.5867,3.4073,1.5867,4.0323,1.5867,2.379,1.5867,5.625,1.5867,5.4234,1.5867,6.7742,1.5867,6.1895,1.5867,7.4395,1.5867,6.8548,1.5867,4.496,1.5867,4.7782,1.5867,6.7339,1.5867,6.4315
1.59,7.379,1.59,3.6089,1.59,4.9194,1.59,6.4516,1.59,2.1371,1.59,7.6815,1.59,7.7823,1.59,4.4556,1.59,6.1895,1.59,5.2823,1.59,6.129,1.59,10.9677,1.59,3.4677,1.59,3.3468,1.59,3.9516,1.59,2.4395,1.59,5.504,1.59,5.2621,1.59,6.754,1.59,6.2298,1.59,7.3387,1.59,6.8145,1.59,4.375,1.59,4.6371,1.59,6.6734,1.59,6.2903
1.5933,7.3589,1.5933,3.5081,1.5933,4.9798,1.5933,6.4516,1.5933,1.8347,1.5933,7.379,1.5933,7.6411,1.5933,4.3347,1.5933,5.9274,1.5933,5.1613,1.5933,6.2903,1.5933,11.0484,1.5933,3.5282,1.5933,3.5484,1.5933,3.9919,1.5933,2.5605,1.5933,5.4435,1.5933,5.4234,1.5933,6.7137,1.5933,6.1895,1.5933,7.2177,1.5933,7.2177,1.5933,4.254,1.5933,4.4556,1.5933,7.0161,1.5933,6.3306
1.5967,7.4194,1.5967,3.629,1.5967,4.9395,1.5967,6.2903,1.5967,1.8145,1.5967,7.3185,1.5967,7.7218,1.5967,4.4355,1.5967,6.3105,1.5967,5.121,1.5967,6.0484,1.5967,10.9677,1.5967,3.5282,1.5967,3.4073,1.5967,3.8911,1.5967,2.3387,1.5967,5.4032,1.5967,5.4234,1.5967,6.8548,1.5967,6.2097,1.5967,7.6411,1.5967,7.5,1.5967,4.3145,1.5967,4.496,1.5967,7.2782,1.5967,6.2903
1.6,7.4395,1.6,3.5282,1.6,4.8387,1.6,6.4113,1.6,1.9556,1.6,7.1573,1.6,7.7823,1.6,4.2742,1.6,5.6452,1.6,5.0403,1.6,6.0685,1.6,11.0685,1.6,3.5081,1.6,3.3871,1.6,3.9718,1.6,2.2379,1.6,5.5645,1.6,5.1815,1.6,6.6734,1.6,6.2298,1.6,7.2782,1.6,7.6613,1.6,4.2742,1.6,4.3952,1.6,7.0161,1.6,6.1694
1.6033,7.2379,1.6033,3.4677,1.6033,4.9194,1.6033,6.2097,1.6033,1.9355,1.6033,7.4597,1.6033,7.5202,1.6033,4.2742,1.6033,5.8266,1.6033,5.0,1.6033,6.1694,1.6033,10.8669,1.6033,3.3669,1.6033,3.2056,1.6033,3.9315,1.6033,2.379,1.6033,5.4839,1.6033,5.1008,1.6033,6.4919,1.6033,6.0685,1.6033,7.1169,1.6033,7.5806,1.6033,4.2742,1.6033,4.4556,1.6033,7.0766,1.6033,6.1694
1.6067,6.996,1.6067,3.5081,1.6067,4.7984,1.6067,6.3508,1.6067,1.7944,1.6067,7.2379,1.6067,7.6411,1.6067,4.254,1.6067,6.1492,1.6067,5.4234,1.6067,5.8871,1.6067,10.7258,1.6067,3.2661,1.6067,3.1855,1.6067,3.8306,1.6067,2.3589,1.6067,5.5645,1.6067,5.2823,1.6067,6.3105,1.6067,5.9274,1.6067,7.1774,1.6067,7.4597,1.6067,4.2742,1.6067,4.4355,1.6067,7.0968,1.6067,6.129
1.61,6.129,1.61,3.5685,1.61,4.8589,1.61,6.2097,1.61,1.8548,1.61,7.3992,1.61,7.5403,1.61,4.2944,1.61,6.0685,1.61,5.1613,1.61,5.9677,1.61,10.6855,1.61,3.2258,1.61,3.2258,1.61,3.8105,1.61,2.1976,1.61,5.2621,1.61,5.121,1.61,6.3508,1.61,6.129,1.61,7.1774,1.61,7.379,1.61,4.2742,1.61,4.4556,1.61,7.0968,1.61,5.8669
1.6133,5.7863,1.6133,3.5081,1.6133,4.8185,1.6133,6.1895,1.6133,1.9355,1.6133,7.4597,1.6133,7.5,1.6133,4.254,1.6133,5.9677,1.6133,5.2016,1.6133,5.9274,1.6133,10.7258,1.6133,3.1855,1.6133,3.246,1.6133,3.871,1.6133,2.1774,1.6133,5.3831,1.6133,5.2621,1.6133,6.5323,1.6133,6.1492,1.6133,6.996,1.6133,7.2782,1.6133,4.0927,1.6133,4.3548,1.6133,6.754,1.6133,6.0484
1.6167,5.8669,1.6167,3.4073,1.6167,4.5565,1.6167,6.2298,1.6167,1.7944,1.6167,7.379,1.6167,7.6411,1.6167,4.2339,1.6167,6.1694,1.6167,5.1613,1.6167,5.9677,1.6167,10.5444,1.6167,3.2863,1.6167,3.1048,1.6167,3.8508,1.6167,2.2581,1.6167,5.4032,1.6167,5.1613,1.6167,6.5323,1.6167,5.9677,1.6167,7.0968,1.6167,7.2782,1.6167,4.2339,1.6167,4.3548,1.6167,6.8952,1.6167,5.8266
1.62,6.1089,1.62,3.1452,1.62,4.7581,1.62,6.1089,1.62,1.8548,1.62,7.4395,1.62,7.5403,1.62,4.2339,1.62,5.9073,1.62,4.8589,1.62,5.8669,1.62,10.746,1.62,3.2056,1.62,3.1855,1.62,3.8508,1.62,2.0968,1.62,5.4032,1.62,5.121,1.62,6.2097,1.62,6.0081,1.62,6.7944,1.62,7.3992,1.62,4.2339,1.62,4.3952,1.62,6.7944,1.62,5.9677
1.6233,6.3105,1.6233,2.9435,1.6233,4.7782,1.6233,6.1089,1.6233,1.8145,1.6233,7.4798,1.6233,7.5,1.6233,4.1935,1.6233,5.8266,1.6233,5.121,1.6233,5.8266,1.6233,10.4234,1.6233,3.2661,1.6233,3.0444,1.6233,3.8105,1.6233,2.0363,1.6233,5.2016,1.6233,5.1613,1.6233,6.2903,1.6233,6.0081,1.6233,6.8145,1.6233,7.2984,1.6233,4.1532,1.6233,4.2742,1.6233,6.875,1.6233,5.8669
1.6267,6.1089,1.6267,3.246,1.6267,4.6573,1.6267,6.0887,1.6267,1.8347,1.6267,7.2379,1.6267,7.5,1.6267,4.2137,1.6267,5.8669,1.6267,4.7177,1.6267,5.7863,1.6267,10.3427,1.6267,3.2258,1.6267,3.1452,1.6267,3.7097,1.6267,2.2177,1.6267,5.1613,1.6267,5.2016,1.6267,6.371,1.6267,6.0282,1.6267,6.754,1.6267,7.3992,1.6267,4.1935,1.6267,4.2742,1.6267,6.8145,1.6267,5.8468
1.63,6.0484,1.63,3.125,1.63,4.7177,1.63,6.0484,1.63,1.7742,1.63,7.5806,1.63,7.4798,1.63,4.0524,1.63,5.9476,1.63,5.0605,1.63,5.8871,1.63,10.4234,1.63,3.1048,1.63,3.1048,1.63,3.7702,1.63,1.996,1.63,4.9395,1.63,5.0,1.63,6.2298,1.63,6.0282,1.63,7.0968,1.63,7.1371,1.63,4.1935,1.63,4.254,1.63,6.9556,1.63,5.7661
1.6333,6.0484,1.6333,3.3065,1.6333,4.6371,1.6333,5.8871,1.6333,1.9153,1.6333,7.4798,1.6333,7.4597,1.6333,4.2137,1.6333,5.625,1.6333,4.5968,1.6333,5.5444,1.6333,10.3427,1.6333,3.0847,1.6333,2.8831,1.6333,3.7097,1.6333,1.9153,1.6333,4.254,1.6333,5.1411,1.6333,5.9677,1.6333,5.9677,1.6333,6.9556,1.6333,7.1976,1.6333,4.1532,1.6333,4.3145,1.6333,6.5726,1.6333,5.8669
1.6367,5.9677,1.6367,3.2863,1.6367,4.7581,1.6367,5.8871,1.6367,1.9758,1.6367,7.1976,1.6367,7.4395,1.6367,4.0121,1.6367,5.4032,1.6367,5.0605,1.6367,5.8065,1.6367,10.1613,1.6367,3.0847,1.6367,3.2258,1.6367,3.7097,1.6367,1.996,1.6367,3.8911,1.6367,4.8185,1.6367,6.2298,1.6367,5.9274,1.6367,6.8347,1.6367,7.1169,1.6367,4.1331,1.6367,4.254,1.6367,6.5726,1.6367,5.6048
