x1_PD009_right,y1_PD009_right,x2_PD009_right,y2_PD009_right,x1_PD012_left,y1_PD012_left,x2_PD012_left,y2_PD012_left,x1_PD004_left,y1_PD004_left,x2_PD004_left,y2_PD004_left,x1_PD013_right,y1_PD013_right,x2_PD013_right,y2_PD013_right,x1_PD002_left,y1_PD002_left,x2_PD002_left,y2_PD002_left,x1_PD008_right,y1_PD008_right,x2_PD008_right,y2_PD008_right,x1_PD011_right,y1_PD011_right,x2_PD011_right,y2_PD011_right,x1_PD003_left,y1_PD003_left,x2_PD003_left,y2_PD003_left,x1_PD001_right,y1_PD001_right,x2_PD001_right,y2_PD001_right,x1_PD006_left,y1_PD006_left,x2_PD006_left,y2_PD006_left,x1_PD010_left,y1_PD010_left,x2_PD010_left,y2_PD010_left,x1_PD007_right,y1_PD007_right,x2_PD007_right,y2_PD007_right,x1_PD005_right,y1_PD005_right,x2_PD005_right,y2_PD005_right
2.2433,5.3831,2.2433,3.3669,2.2433,4.2339,2.2433,3.246,2.2433,-4.2742,2.2433,4.8387,2.2433,5.4839,2.2433,6.7339,2.2433,4.6976,2.2433,3.629,2.2433,3.8508,2.2433,3.871,2.2433,4.0927,2.2433,4.2944,2.2433,4.6169,2.2433,3.5484,2.2433,5.3427,2.2433,6.3105,2.2433,4.2742,2.2433,4.5766,2.2433,1.3105,2.2433,4.9597,2.2433,3.4476,2.2433,1.9556,2.2433,3.2258,2.2433,5.3629
2.2467,5.1613,2.2467,3.4476,2.2467,4.1331,2.2467,3.2661,2.2467,-4.0121,2.2467,4.3952,2.2467,5.4435,2.2467,6.6734,2.2467,4.6774,2.2467,3.7097,2.2467,3.8306,2.2467,3.7298,2.2467,4.1935,2.2467,4.3347,2.2467,4.7177,2.2467,3.5685,2.2467,5.4839,2.2467,6.3306,2.2467,4.4153,2.2467,4.6573,2.2467,1.0685,2.2467,5.0605,2.2467,3.4274,2.2467,1.996,2.2467,3.0242,2.2467,5.121
2.25,5.2823,2.25,3.5282,2.25,4.1331,2.25,3.1855,2.25,-4.0121,2.25,4.5766,2.25,5.4032,2.25,6.6331,2.25,4.8992,2.25,3.4677,2.25,3.9516,2.25,3.9516,2.25,4.254,2.25,4.4153,2.25,4.6774,2.25,3.6694,2.25,5.2823,2.25,6.25,2.25,4.0524,2.25,4.7379,2.25,1.0685,2.25,4.8992,2.25,3.4677,2.25,1.9758,2.25,3.5081,2.25,5.1815
2.2533,5.2016,2.2533,3.246,2.2533,4.0121,2.2533,3.2661,2.2533,-3.9718,2.2533,4.5968,2.2533,5.2823,2.2533,6.5121,2.2533,4.7984,2.2533,3.4274,2.2533,3.6895,2.2533,3.8306,2.2533,4.0726,2.2533,4.3145,2.2533,4.4556,2.2533,3.5484,2.2533,5.2218,2.2533,6.1694,2.2533,4.1129,2.2533,4.5161,2.2533,0.9073,2.2533,4.9798,2.2533,3.5282,2.2533,1.9153,2.2533,3.7097,2.2533,5.1815
2.2567,5.1613,2.2567,3.5887,2.2567,4.0121,2.2567,3.0847,2.2567,-4.0927,2.2567,4.5363,2.2567,5.4435,2.2567,6.4718,2.2567,4.5766,2.2567,3.4274,2.2567,3.8508,2.2567,3.7097,2.2567,4.1331,2.2567,4.4153,2.2567,4.5161,2.2567,3.5685,2.2567,5.2016,2.2567,6.1492,2.2567,4.1532,2.2567,4.7581,2.2567,1.0081,2.2567,4.8589,2.2567,3.4879,2.2567,2.0161,2.2567,3.6838,2.2567,5.0
2.26,4.9597,2.26,3.6694,2.26,4.0323,2.26,3.3871,2.26,-3.9315,2.26,4.375,2.26,5.3629,2.26,6.5323,2.26,4.6371,2.26,3.4476,2.26,3.8306,2.26,3.8306,2.26,4.0927,2.26,4.1935,2.26,4.4153,2.26,3.4879,2.26,5.1613,2.26,5.9274,2.26,4.0323,2.26,4.5363,2.26,0.8468,2.26,5.1008,2.26,3.4073,2.26,1.996,2.26,3.6579,2.26,5.2621
2.2633,5.1613,2.2633,3.4879,2.2633,4.1129,2.2633,3.0444,2.2633,-3.7903,2.2633,4.375,2.2633,5.4234,2.2633,6.4919,2.2633,4.7581,2.2633,3.5887,2.2633,3.7298,2.2633,3.9919,2.2633,4.0524,2.2633,4.0726,2.2633,4.6169,2.2633,3.5685,2.2633,5.3024,2.2633,6.371,2.2633,4.0323,2.2633,4.5968,2.2633,0.8669,2.2633,4.8185,2.2633,3.3669,2.2633,1.9556,2.2633,3.6321,2.2633,5.1008
2.2667,5.0202,2.2667,3.4879,2.2667,4.0927,2.2667,3.1452,2.2667,-4.0323,2.2667,4.3548,2.2667,5.2823,2.2667,6.6129,2.2667,4.5565,2.2667,3.7097,2.2667,3.8306,2.2667,3.871,2.2667,3.9718,2.2667,4.0726,2.2667,4.5565,2.2667,3.5282,2.2667,5.2016,2.2667,5.9476,2.2667,4.0323,2.2667,4.5363,2.2667,0.746,2.2667,5.1008,2.2667,3.3266,2.2667,1.7944,2.2667,3.6062,2.2667,4.9597
2.27,5.1008,2.27,3.5081,2.27,4.0927,2.27,3.0444,2.27,-3.871,2.27,4.3952,2.27,5.2218,2.27,6.5726,2.27,4.5363,2.27,3.3266,2.27,3.8508,2.27,3.9919,2.27,4.0323,2.27,4.1935,2.27,4.5565,2.27,3.4879,2.27,5.2621,2.27,6.2097,2.27,3.9919,2.27,4.6371,2.27,1.0685,2.27,4.9194,2.27,3.246,2.27,1.9355,2.27,3.5803,2.27,5.0
2.2733,5.0202,2.2733,3.5484,2.2733,4.2944,2.2733,3.1452,2.2733,-3.9919,2.2733,4.4758,2.2733,5.2823,2.2733,6.5927,2.2733,4.7177,2.2733,3.3871,2.2733,3.7298,2.2733,4.1532,2.2733,3.8911,2.2733,4.1129,2.2733,4.5363,2.2733,3.4879,2.2733,5.3226,2.2733,6.1694,2.2733,3.7903,2.2733,4.4355,2.2733,0.8669,2.2733,5.1008,2.2733,3.4879,2.2733,1.9556,2.2733,3.5544,2.2733,5.0202
2.2767,4.9597,2.2767,3.4274,2.2767,4.1532,2.2767,3.0847,2.2767,-3.9516,2.2767,4.2944,2.2767,5.2419,2.2767,6.5524,2.2767,4.6371,2.2767,3.2863,2.2767,3.7702,2.2767,3.9516,2.2767,3.9113,2.2767,4.1129,2.2767,4.4758,2.2767,3.5081,2.2767,5.0,2.2767,6.2903,2.2767,4.0323,2.2767,4.4556,2.2767,0.8871,2.2767,4.7379,2.2767,3.4677,2.2767,1.8548,2.2767,3.5286,2.2767,4.8992
2.28,4.7581,2.28,3.3669,2.28,4.1532,2.28,3.0645,2.28,-3.9315,2.28,4.254,2.28,5.3226,2.28,6.5524,2.28,4.1331,2.28,3.4879,2.28,3.7298,2.28,3.9919,2.28,3.9315,2.28,4.1129,2.28,4.496,2.28,3.5484,2.28,5.2419,2.28,6.0887,2.28,3.8911,2.28,4.3548,2.28,0.8266,2.28,4.7984,2.28,3.2661,2.28,1.8347,2.28,3.5027,2.28,4.8185
2.2833,4.8185,2.2833,3.3669,2.2833,4.0323,2.2833,3.1048,2.2833,-3.8306,2.2833,4.3952,2.2833,5.1815,2.2833,6.4516,2.2833,3.4879,2.2833,3.3468,2.2833,3.75,2.2833,3.9919,2.2833,3.9315,2.2833,3.9919,2.2833,4.5363,2.2833,3.4677,2.2833,5.1411,2.2833,6.0887,2.2833,3.8508,2.2833,4.4153,2.2833,0.8266,2.2833,4.8185,2.2833,3.125,2.2833,1.8548,2.2833,3.4768,2.2833,4.7984
2.2867,4.9597,2.2867,3.5484,2.2867,3.8911,2.2867,2.9435,2.2867,-3.7702,2.2867,4.1734,2.2867,5.2823,2.2867,6.5323,2.2867,1.875,2.2867,3.4476,2.2867,3.8508,2.2867,4.0726,2.2867,3.8105,2.2867,4.0121,2.2867,4.5161,2.2867,3.4476,2.2867,4.9194,2.2867,6.1895,2.2867,3.7702,2.2867,4.375,2.2867,0.7258,2.2867,4.7782,2.2867,3.0847,2.2867,1.8952,2.2867,3.4509,2.2867,4.879
2.29,5.1008,2.29,3.4476,2.29,3.871,2.29,3.0444,2.29,-3.8306,2.29,4.1734,2.29,5.1613,2.29,6.4315,2.29,1.5423,2.29,3.3669,2.29,3.6694,2.29,3.9113,2.29,3.9516,2.29,3.9919,2.29,4.5161,2.29,3.4476,2.29,5.0403,2.29,6.1895,2.29,3.9516,2.29,4.4758,2.29,0.8065,2.29,4.7177,2.29,2.9637,2.29,1.6935,2.29,3.4251,2.29,4.8185
2.2933,5.0202,2.2933,3.3266,2.2933,3.9113,2.2933,3.1653,2.2933,-3.629,2.2933,4.0323,2.2933,5.1613,2.2933,6.4919,2.2933,1.2097,2.2933,3.1452,2.2933,3.75,2.2933,3.9315,2.2933,3.6895,2.2933,4.1129,2.2933,4.3952,2.2933,3.3266,2.2933,5.1008,2.2933,6.1089,2.2933,3.8508,2.2933,4.3347,2.2933,0.6653,2.2933,4.8387,2.2933,3.0242,2.2933,1.7137,2.2933,3.3992,2.2933,4.7984
2.2967,4.879,2.2967,3.2056,2.2967,3.8306,2.2967,3.1048,2.2967,-3.4677,2.2967,4.2137,2.2967,5.3427,2.2967,6.5524,2.2967,1.7339,2.2967,3.125,2.2967,3.871,2.2967,3.9919,2.2967,3.8306,2.2967,4.0121,2.2967,4.4556,2.2967,3.3669,2.2967,5.1411,2.2967,6.129,2.2967,3.8105,2.2967,4.254,2.2967,0.4637,2.2967,4.5968,2.2967,3.0444,2.2967,1.6129,2.2967,3.3733,2.2967,4.7177
2.3,5.0403,2.3,3.3468,2.3,3.9315,2.3,2.9839,2.3,-3.4476,2.3,4.3548,2.3,5.1613,2.3,6.371,2.3,1.5121,2.3,3.4677,2.3,3.7097,2.3,3.871,2.3,3.7298,2.3,3.9315,2.3,4.4153,2.3,3.2661,2.3,5.121,2.3,6.0484,2.3,3.7702,2.3,4.3548,2.3,0.4839,2.3,4.7581,2.3,3.1048,2.3,1.6734,2.3,3.3474,2.3,4.6371
2.3033,4.8589,2.3033,3.4073,2.3033,3.8508,2.3033,2.9234,2.3033,-3.3871,2.3033,4.3952,2.3033,5.0806,2.3033,6.4516,2.3033,1.5927,2.3033,3.1452,2.3033,3.5282,2.3033,3.9718,2.3033,3.871,2.3033,3.9718,2.3033,4.5363,2.3033,3.3266,2.3033,4.9395,2.3033,5.9073,2.3033,3.7903,2.3033,4.4355,2.3033,0.6653,2.3033,4.9194,2.3033,3.125,2.3033,1.6734,2.3033,3.3216,2.3033,4.7581
2.3067,4.8185,2.3067,3.1452,2.3067,3.8911,2.3067,2.8831,2.3067,-3.5685,2.3067,4.0927,2.3067,5.121,2.3067,6.5121,2.3067,1.7339,2.3067,3.0444,2.3067,3.75,2.3067,3.7298,2.3067,3.7097,2.3067,4.0323,2.3067,4.3952,2.3067,3.3266,2.3067,5.121,2.3067,5.9073,2.3067,3.7903,2.3067,4.2742,2.3067,0.3629,2.3067,4.5363,2.3067,3.0645,2.3067,1.6532,2.3067,3.2957,2.3067,4.7177
2.31,4.8589,2.31,3.1855,2.31,3.8105,2.31,2.8427,2.31,-3.1855,2.31,4.3548,2.31,5.1008,2.31,6.3306,2.31,1.7339,2.31,2.8024,2.31,3.7097,2.31,3.7903,2.31,3.6895,2.31,3.6492,2.31,4.2944,2.31,3.3669,2.31,5.0806,2.31,5.8065,2.31,3.8911,2.31,4.1935,2.31,0.7258,2.31,4.5565,2.31,2.9637,2.31,1.5323,2.31,3.2698,2.31,4.5766
2.3133,5.0403,2.3133,3.1452,2.3133,3.8508,2.3133,2.9435,2.3133,-3.1855,2.3133,4.3548,2.3133,5.1815,2.3133,6.3911,2.3133,1.6331,2.3133,3.0444,2.3133,3.4274,2.3133,3.7903,2.3133,3.7903,2.3133,3.9516,2.3133,4.0726,2.3133,3.2661,2.3133,5.0403,2.3133,5.7661,2.3133,3.6089,2.3133,4.1935,2.3133,0.6855,2.3133,4.7177,2.3133,3.0847,2.3133,1.6935,2.3133,3.244,2.3133,4.6371
2.3167,4.7782,2.3167,3.1653,2.3167,3.871,2.3167,2.9032,2.3167,-3.2056,2.3167,4.1935,2.3167,5.1411,2.3167,6.3306,2.3167,1.5524,2.3167,3.2661,2.3167,3.5685,2.3167,3.7903,2.3167,3.6694,2.3167,3.871,2.3167,3.75,2.3167,3.3669,2.3167,4.9194,2.3167,5.6653,2.3167,3.8306,2.3167,4.0726,2.3167,0.3427,2.3167,4.6371,2.3167,2.9435,2.3167,1.4315,2.3167,3.2181,2.3167,4.5766
2.32,4.8185,2.32,3.004,2.32,3.7298,2.32,2.9637,2.32,-2.9839,2.32,4.2137,2.32,5.0202,2.32,6.2298,2.32,1.4919,2.32,3.0847,2.32,3.5887,2.32,3.7097,2.32,3.6694,2.32,3.629,2.32,3.3266,2.32,3.1653,2.32,5.0403,2.32,5.7258,2.32,3.7702,2.32,4.2339,2.32,0.4637,2.32,4.3347,2.32,2.9032,2.32,1.0484,2.32,3.1922,2.32,4.6371
2.3233,4.8185,2.3233,3.1452,2.3233,3.75,2.3233,2.7823,2.3233,-3.1048,2.3233,4.0927,2.3233,5.0,2.3233,6.2298,2.3233,1.6935,2.3233,3.2056,2.3233,3.5484,2.3233,3.5484,2.3233,3.5484,2.3233,3.9315,2.3233,3.0242,2.3233,3.2258,2.3233,4.8185,2.3233,5.7056,2.3233,4.0927,2.3233,4.2742,2.3233,0.3831,2.3233,4.5766,2.3233,2.9435,2.3233,0.746,2.3233,3.1663,2.3233,4.7177
2.3267,4.8387,2.3267,3.1653,2.3267,3.7702,2.3267,2.7823,2.3267,-2.9839,2.3267,4.3548,2.3267,5.0403,2.3267,6.1895,2.3267,1.4315,2.3267,3.1048,2.3267,3.5081,2.3267,3.6492,2.3267,3.5282,2.3267,3.9113,2.3267,2.9234,2.3267,3.2056,2.3267,4.7379,2.3267,5.7661,2.3267,4.4153,2.3267,4.1331,2.3267,0.2621,2.3267,4.6573,2.3267,2.8831,2.3267,0.4839,2.3267,3.1405,2.3267,4.6573
2.33,5.0202,2.33,3.1452,2.33,3.7097,2.33,2.6411,2.33,-2.9032,2.33,4.0524,2.33,4.8992,2.33,6.2903,2.33,1.5121,2.33,3.004,2.33,3.5282,2.33,3.871,2.33,3.3871,2.33,3.7298,2.33,3.0645,2.33,3.0847,2.33,4.879,2.33,5.7661,2.33,4.7782,2.33,4.1331,2.33,0.504,2.33,4.5363,2.33,2.9435,2.33,0.4637,2.33,3.1146,2.33,4.6573
2.3333,4.8185,2.3333,3.125,2.3333,3.8105,2.3333,2.7016,2.3333,-2.8629,2.3333,4.0524,2.3333,5.0202,2.3333,6.0685,2.3333,1.4516,2.3333,3.2863,2.3333,3.4073,2.3333,3.6492,2.3333,3.3871,2.3333,3.8306,2.3333,3.2863,2.3333,2.6815,2.3333,5.0202,2.3333,5.8669,2.3333,4.879,2.3333,3.9516,2.3333,0.4032,2.3333,4.2742,2.3333,2.8427,2.3333,0.5242,2.3333,3.0887,2.3333,4.496
2.3367,4.6573,2.3367,2.9435,2.3367,3.75,2.3367,2.7016,2.3367,-2.6815,2.3367,4.1129,2.3367,4.8992,2.3367,6.2097,2.3367,1.0484,2.3367,2.9839,2.3367,3.4476,2.3367,3.7903,2.3367,3.5282,2.3367,3.8306,2.3367,3.4274,2.3367,2.3589,2.3367,4.9798,2.3367,5.8065,2.3367,4.8589,2.3367,4.0323,2.3367,0.3024,2.3367,4.2944,2.3367,2.9032,2.3367,0.6452,2.3367,3.0628,2.3367,4.6371
2.34,4.7782,2.34,2.7016,2.34,3.7903,2.34,2.7218,2.34,-2.7419,2.34,4.0323,2.34,4.879,2.34,6.0685,2.34,1.4718,2.34,3.1653,2.34,3.4073,2.34,3.8508,2.34,3.5282,2.34,3.5685,2.34,3.4274,2.34,2.0766,2.34,4.7984,2.34,5.625,2.34,4.4758,2.34,4.1734,2.34,0.0,2.34,3.629,2.34,2.7823,2.34,0.7863,2.34,3.037,2.34,4.5565
2.3433,4.6774,2.3433,2.5806,2.3433,3.6895,2.3433,2.6613,2.3433,-2.6008,2.3433,3.9718,2.3433,4.8387,2.3433,6.2097,2.3433,1.5726,2.3433,2.8427,2.3433,3.4677,2.3433,3.7298,2.3433,3.3266,2.3433,3.75,2.3433,3.2863,2.3433,1.8952,2.3433,4.6976,2.3433,5.4839,2.3433,4.4758,2.3433,3.9113,2.3433,0.3629,2.3433,2.9032,2.3433,2.9435,2.3433,0.8669,2.3433,3.0111,2.3433,4.6169
2.3467,4.7984,2.3467,2.1371,2.3467,3.6694,2.3467,2.7218,2.3467,-2.6815,2.3467,4.0323,2.3467,4.7984,2.3467,6.0484,2.3467,1.3105,2.3467,3.004,2.3467,3.5081,2.3467,3.6492,2.3467,3.3871,2.3467,3.6089,2.3467,3.2661,2.3467,2.2177,2.3467,4.9395,2.3467,5.7258,2.3467,4.2742,2.3467,4.0726,2.3467,0.3831,2.3467,2.6008,2.3467,2.8831,2.3467,0.8468,2.3467,2.9852,2.3467,4.4758
2.35,4.7177,2.35,2.1573,2.35,3.6089,2.35,2.6411,2.35,-2.6613,2.35,4.0121,2.35,4.9194,2.35,6.0685,2.35,1.4315,2.35,3.0444,2.35,3.4476,2.35,3.6492,2.35,3.3266,2.35,3.6089,2.35,3.1653,2.35,2.2782,2.35,4.879,2.35,5.5847,2.35,4.2137,2.35,3.9919,2.35,0.3024,2.35,2.9234,2.35,2.7419,2.35,0.6452,2.35,2.9593,2.35,4.4758
2.3533,4.6976,2.3533,2.3185,2.3533,3.5282,2.3533,2.5605,2.3533,-2.8024,2.3533,3.8508,2.3533,4.8589,2.3533,6.0282,2.3533,1.5121,2.3533,3.004,2.3533,3.2661,2.3533,3.6492,2.3533,3.3871,2.3533,3.629,2.3533,3.2056,2.3533,2.4395,2.3533,4.6573,2.3533,5.5847,2.3533,4.2137,2.3533,3.9113,2.3533,0.1008,2.3533,2.7823,2.3533,2.7419,2.3533,0.6653,2.3533,2.9335,2.3533,4.496
2.3567,4.6169,2.3567,2.3387,2.3567,3.629,2.3567,2.621,2.3567,-2.8024,2.3567,3.9718,2.3567,4.7984,2.3567,5.8871,2.3567,1.4718,2.3567,2.8629,2.3567,3.4677,2.3567,3.5282,2.3567,3.2056,2.3567,3.6492,2.3567,3.125,2.3567,2.3992,2.3567,4.7379,2.3567,5.4637,2.3567,4.3347,2.3567,3.9718,2.3567,0.1613,2.3567,2.6613,2.3567,2.6815,2.3567,0.5242,2.3567,2.9076,2.3567,4.5363
2.36,4.6169,2.36,2.4597,2.36,3.4677,2.36,2.6815,2.36,-2.5403,2.36,3.8508,2.36,4.879,2.36,5.9073,2.36,1.4113,2.36,3.0645,2.36,3.3065,2.36,3.6895,2.36,3.2863,2.36,3.629,2.36,3.125,2.36,2.3589,2.36,4.8185,2.36,5.7056,2.36,4.2944,2.36,3.9718,2.36,0.0,2.36,2.7218,2.36,2.7823,2.36,0.4839,2.36,2.8817,2.36,4.4556
2.3633,4.375,2.3633,2.3589,2.3633,3.5282,2.3633,2.7016,2.3633,-2.5605,2.3633,3.9516,2.3633,4.7379,2.3633,5.746,2.3633,1.4718,2.3633,2.8427,2.3633,3.4476,2.3633,3.629,2.3633,3.1653,2.3633,3.4677,2.3633,3.1653,2.3633,2.3185,2.3633,4.9194,2.3633,5.5847,2.3633,4.2137,2.3633,3.75,2.3633,0.1411,2.3633,2.8427,2.3633,2.6815,2.3633,0.4234,2.3633,2.8558,2.3633,4.496
2.3667,4.375,2.3667,2.5403,2.3667,3.6089,2.3667,2.621,2.3667,-2.5202,2.3667,3.8508,2.3667,4.5766,2.3667,5.6653,2.3667,1.5121,2.3667,2.7621,2.3667,3.3065,2.3667,3.5887,2.3667,3.1653,2.3667,3.4476,2.3667,3.1048,2.3667,2.2984,2.3667,4.6573,2.3667,5.5847,2.3667,4.3145,2.3667,3.8508,2.3667,0.0605,2.3667,2.7218,2.3667,2.6411,2.3667,0.5242,2.3667,2.83,2.3667,4.496
2.37,4.5565,2.37,2.5202,2.37,3.4879,2.37,2.4395,2.37,-2.3992,2.37,3.5484,2.37,4.7177,2.37,5.6855,2.37,1.129,2.37,2.8226,2.37,3.3468,2.37,3.5887,2.37,3.2863,2.37,3.4677,2.37,3.0847,2.37,2.1371,2.37,4.7581,2.37,5.4435,2.37,4.3548,2.37,3.7903,2.37,0.2016,2.37,2.6008,2.37,2.5806,2.37,0.3831,2.37,2.8041,2.37,4.5565
2.3733,4.5766,2.3733,2.3992,2.3733,3.3468,2.3733,2.5202,2.3733,-2.2984,2.3733,3.7298,2.3733,4.7177,2.3733,5.625,2.3733,1.5323,2.3733,2.7016,2.3733,3.246,2.3733,3.6492,2.3733,3.1653,2.3733,3.4879,2.3733,2.9839,2.3733,2.1774,2.3733,5.0,2.3733,5.4435,2.3733,4.254,2.3733,3.8105,2.3733,0.1815,2.3733,2.7218,2.3733,2.7419,2.3733,0.3629,2.3733,2.7782,2.3733,4.5363
2.3767,4.4758,2.3767,2.3589,2.3767,3.4677,2.3767,2.4798,2.3767,-2.3387,2.3767,3.6089,2.3767,4.6976,2.3767,5.6452,2.3767,1.4113,2.3767,2.9032,2.3767,3.2661,2.3767,3.6895,2.3767,3.246,2.3767,3.3468,2.3767,3.004,2.3767,2.2177,2.3767,4.6774,2.3767,5.504,2.3767,4.2944,2.3767,3.9516,2.3767,-0.0605,2.3767,2.4798,2.3767,2.5806,2.3767,0.3629,2.3767,2.7524,2.3767,4.4556
2.38,4.3347,2.38,2.2379,2.38,3.3871,2.38,2.5403,2.38,-2.2177,2.38,3.7298,2.38,4.7782,2.38,5.5444,2.38,1.2903,2.38,3.0444,2.38,3.125,2.38,3.629,2.38,3.125,2.38,3.3468,2.38,2.9839,2.38,1.996,2.38,4.6976,2.38,5.4234,2.38,4.0726,2.38,3.6895,2.38,-0.1815,2.38,2.621,2.38,2.5202,2.38,0.3226,2.38,2.7265,2.38,4.3548
2.3833,4.3548,2.3833,2.2581,2.3833,3.3266,2.3833,2.7016,2.3833,-2.2984,2.3833,3.629,2.3833,4.5968,2.3833,5.5847,2.3833,1.1492,2.3833,2.7218,2.3833,3.1855,2.3833,3.5887,2.3833,3.1048,2.3833,3.4274,2.3833,3.0444,2.3833,2.0363,2.3833,4.6169,2.3833,5.504,2.3833,4.2339,2.3833,3.7702,2.3833,-0.121,2.3833,2.5202,2.3833,2.4798,2.3833,0.3024,2.3833,2.7006,2.3833,4.3145
2.3867,4.4355,2.3867,2.2177,2.3867,3.5484,2.3867,2.5605,2.3867,-2.2782,2.3867,3.629,2.3867,4.5565,2.3867,5.5444,2.3867,1.3105,2.3867,2.5605,2.3867,3.0847,2.3867,3.5484,2.3867,3.1452,2.3867,3.4879,2.3867,2.9637,2.3867,2.0363,2.3867,4.6573,2.3867,5.3427,2.3867,4.3145,2.3867,3.871,2.3867,-0.1411,2.3867,2.4194,2.3867,2.5806,2.3867,0.3831,2.3867,2.6747,2.3867,4.3548
2.39,4.5363,2.39,2.2984,2.39,3.246,2.39,2.4798,2.39,-2.0363,2.39,3.9919,2.39,4.5968,2.39,5.5242,2.39,1.4718,2.39,2.6815,2.39,3.125,2.39,3.3871,2.39,3.0444,2.39,3.3871,2.39,2.9435,2.39,1.996,2.39,4.6976,2.39,5.625,2.39,4.1734,2.39,3.871,2.39,-0.1008,2.39,2.4597,2.39,2.5806,2.39,0.2016,2.39,2.6489,2.39,4.375
2.3933,4.3145,2.3933,2.3589,2.3933,3.2661,2.3933,2.3992,2.3933,-2.2581,2.3933,3.871,2.3933,4.6371,2.3933,5.504,2.3933,1.4113,2.3933,2.7419,2.3933,3.125,2.3933,3.4274,2.3933,3.0444,2.3933,3.4073,2.3933,2.9839,2.3933,1.9758,2.3933,4.5363,2.3933,5.3427,2.3933,4.4153,2.3933,3.6895,2.3933,0.0,2.3933,2.3589,2.3933,2.4597,2.3933,0.3226,2.3933,2.623,2.3933,4.3548
2.3967,4.1532,2.3967,2.1573,2.3967,3.3266,2.3967,2.4798,2.3967,-2.1976,2.3967,3.4677,2.3967,4.5968,2.3967,5.3629,2.3967,0.8266,2.3967,2.5605,2.3967,3.125,2.3967,3.4677,2.3967,3.125,2.3967,3.3065,2.3967,2.8831,2.3967,1.996,2.3967,4.6573,2.3967,5.4839,2.3967,4.3145,2.3967,3.7298,2.3967,0.0,2.3967,2.379,2.3967,2.3589,2.3967,0.4234,2.3967,2.5971,2.3967,4.3347
2.4,4.2944,2.4,2.2581,2.4,3.2863,2.4,2.4395,2.4,-2.4395,2.4,3.6492,2.4,4.5968,2.4,5.3024,2.4,1.5524,2.4,2.6815,2.4,3.1452,2.4,3.3871,2.4,3.0645,2.4,3.2056,2.4,2.9637,2.4,2.0161,2.4,4.6169,2.4,5.1008,2.4,4.2339,2.4,3.7298,2.4,-0.2419,2.4,2.5,2.4,2.4798,2.4,0.2419,2.4,2.5712,2.4,4.1734
2.4033,4.2944,2.4033,2.2379,2.4033,3.2863,2.4033,2.3185,2.4033,-2.1573,2.4033,3.7903,2.4033,4.4758,2.4033,5.2823,2.4033,1.1492,2.4033,2.8427,2.4033,3.1048,2.4033,3.4879,2.4033,3.004,2.4033,3.246,2.4033,2.9234,2.4033,1.9758,2.4033,4.5968,2.4033,5.1008,2.4033,4.4153,2.4033,3.7903,2.4033,0.0,2.4033,2.3185,2.4033,2.5,2.4033,0.121,2.4033,2.5454,2.4033,4.4153
2.4067,4.375,2.4067,2.3992,2.4067,3.1452,2.4067,2.2782,2.4067,-2.1774,2.4067,3.8508,2.4067,4.3952,2.4067,5.3226,2.4067,1.2702,2.4067,2.5,2.4067,3.125,2.4067,3.6492,2.4067,2.9435,2.4067,3.2258,2.4067,2.8226,2.4067,1.9556,2.4067,4.496,2.4067,5.1613,2.4067,4.1532,2.4067,3.6492,2.4067,-0.1411,2.4067,2.1573,2.4067,2.4597,2.4067,0.1613,2.4067,2.5195,2.4067,4.0927
2.41,4.254,2.41,2.0161,2.41,3.1452,2.41,2.2782,2.41,-1.9758,2.41,3.4476,2.41,4.5565,2.41,5.504,2.41,1.1694,2.41,2.5806,2.41,3.0645,2.41,3.629,2.41,2.9637,2.41,3.3065,2.41,2.8629,2.41,1.9153,2.41,4.4556,2.41,5.2823,2.41,4.2137,2.41,3.7298,2.41,-0.1613,2.41,2.2984,2.41,2.3387,2.41,0.121,2.41,2.4936,2.41,3.8911
2.4133,4.3145,2.4133,2.2177,2.4133,3.1653,2.4133,2.4798,2.4133,-2.0565,2.4133,3.5282,2.4133,4.2944,2.4133,5.3024,2.4133,1.2097,2.4133,2.4798,2.4133,3.0847,2.4133,3.6492,2.4133,2.9637,2.4133,3.1048,2.4133,2.8024,2.4133,1.8347,2.4133,4.5161,2.4133,5.3226,2.4133,4.1734,2.4133,3.6895,2.4133,-0.1411,2.4133,2.3589,2.4133,2.4597,2.4133,0.121,2.4133,2.4677,2.4133,4.3347
2.4167,4.4153,2.4167,2.2177,2.4167,3.1048,2.4167,2.3185,2.4167,-2.0363,2.4167,3.4274,2.4167,4.254,2.4167,5.2419,2.4167,1.7339,2.4167,2.7419,2.4167,3.1452,2.4167,3.7298,2.4167,3.004,2.4167,3.1855,2.4167,2.7823,2.4167,1.9153,2.4167,4.4556,2.4167,5.1008,2.4167,4.375,2.4167,3.4476,2.4167,-0.3629,2.4167,2.2782,2.4167,2.5,2.4167,0.2419,2.4167,2.4419,2.4167,4.0726
2.42,4.1532,2.42,2.0968,2.42,3.1048,2.42,2.2984,2.42,-2.1573,2.42,3.5685,2.42,4.4153,2.42,5.3024,2.42,1.6667,2.42,2.5403,2.42,3.1048,2.42,3.7097,2.42,2.9234,2.42,3.1855,2.42,2.7823,2.42,1.7944,2.42,4.4355,2.42,5.3427,2.42,4.1734,2.42,3.3871,2.42,-0.1815,2.42,2.3589,2.42,2.4597,2.42,0.121,2.42,2.416,2.42,4.0524
