x1_PDPW112,y1_PDPW112,x2_PDPW112,y2_PDPW112,x1_PDQE107,y1_PDQE107,x2_PDQE107,y2_PDQE107,x1_PDPY101,y1_PDPY101,x2_PDPY101,y2_PDPY101,x1_PDQE108,y1_PDQE108,x2_PDQE108,y2_PDQE108,x1_PDQE115,y1_PDQE115,x2_PDQE115,y2_PDQE115,x1_PDQE112,y1_PDQE112,x2_PDQE112,y2_PDQE112,x1_PDQE113,y1_PDQE113,x2_PDQE113,y2_PDQE113,x1_PDPW107,y1_PDPW107,x2_PDPW107,y2_PDPW107,x1_PDPW106,y1_PDPW106,x2_PDPW106,y2_PDPW106,x1_PDPW111,y1_PDPW111,x2_PDPW111,y2_PDPW111,x1_PDPW110,y1_PDPW110,x2_PDPW110,y2_PDPW110,x1_PDQE104,y1_PDQE104,x2_PDQE104,y2_PDQE104,x1_PDQE105,y1_PDQE105,x2_PDQE105,y2_PDQE105,x1_PDQE102,y1_PDQE102,x2_PDQE102,y2_PDQE102,x1_PDPW102,y1_PDPW102,x2_PDPW102,y2_PDPW102
14.1533,3.9516,14.1533,4.0323,14.1533,1.9153,14.1533,3.1855,14.1533,4.1331,14.1533,4.4355,14.1533,4.7644,14.1533,3.4879,14.1533,3.5685,14.1533,4.3952,14.1533,4.4758,14.1533,4.1935,14.1533,-1.4919,14.1533,2.1774,14.1533,4.1935,14.1533,3.5887,14.1533,3.7097,14.1533,2.9839,14.1533,3.6122,14.1533,-4.4691,14.1533,3.9919,14.1533,1.7137,14.1533,4.1532,14.1533,4.3548,14.1533,-5.2457,14.1533,-5.4839,14.1533,4.2339,14.1533,4.5968,14.1533,1.5121,14.1533,3.4879
14.1567,4.0726,14.1567,3.9113,14.1567,1.9355,14.1567,3.3871,14.1567,4.1532,14.1567,4.4758,14.1567,4.74,14.1567,3.4274,14.1567,3.5685,14.1567,4.4355,14.1567,4.375,14.1567,4.2944,14.1567,-1.3911,14.1567,2.2984,14.1567,4.254,14.1567,3.5282,14.1567,3.6694,14.1567,3.004,14.1567,3.5918,14.1567,-4.5878,14.1567,3.7903,14.1567,1.7137,14.1567,4.0524,14.1567,4.5363,14.1567,-5.1355,14.1567,-5.2016,14.1567,4.2137,14.1567,4.5161,14.1567,1.4919,14.1567,3.5081
14.16,4.2339,14.16,3.9516,14.16,1.9153,14.16,3.3669,14.16,3.7298,14.16,4.1935,14.16,4.7156,14.16,3.3609,14.16,3.9113,14.16,4.1129,14.16,4.5363,14.16,4.4153,14.16,-1.4315,14.16,2.1371,14.16,4.0927,14.16,3.6089,14.16,3.5887,14.16,3.0645,14.16,3.5713,14.16,-4.7065,14.16,3.8911,14.16,1.8347,14.16,4.0121,14.16,4.6169,14.16,-5.0252,14.16,-4.9597,14.16,4.4153,14.16,4.4355,14.16,1.5121,14.16,3.4879
14.1633,4.2339,14.1633,3.8508,14.1633,2.0565,14.1633,3.4073,14.1633,3.8508,14.1633,4.3952,14.1633,4.6912,14.1633,3.2944,14.1633,3.7702,14.1633,4.1129,14.1633,4.0927,14.1633,4.1734,14.1633,-1.6935,14.1633,2.2581,14.1633,4.0726,14.1633,3.4879,14.1633,3.5887,14.1633,3.125,14.1633,3.5509,14.1633,-4.8253,14.1633,3.8911,14.1633,1.996,14.1633,3.9919,14.1633,4.5161,14.1633,-4.9149,14.1633,-5.2218,14.1633,3.8508,14.1633,4.1935,14.1633,1.5726,14.1633,3.5081
14.1667,4.2339,14.1667,3.7298,14.1667,2.2782,14.1667,3.5081,14.1667,4.0927,14.1667,4.375,14.1667,4.6668,14.1667,3.2278,14.1667,3.7903,14.1667,4.496,14.1667,4.4556,14.1667,4.0927,14.1667,-1.4113,14.1667,2.621,14.1667,4.0121,14.1667,3.5484,14.1667,3.5685,14.1667,3.0242,14.1667,3.5305,14.1667,-4.944,14.1667,3.9919,14.1667,1.7944,14.1667,3.8306,14.1667,4.3952,14.1667,-4.8047,14.1667,-5.2823,14.1667,3.5484,14.1667,3.9516,14.1667,1.4516,14.1667,3.7298
14.17,4.2339,14.17,3.6895,14.17,2.8831,14.17,3.4476,14.17,4.1532,14.17,4.254,14.17,4.6424,14.17,3.1613,14.17,3.7097,14.17,4.9395,14.17,4.0927,14.17,4.1734,14.17,-1.371,14.17,2.379,14.17,4.0121,14.17,3.3871,14.17,3.6492,14.17,2.9839,14.17,3.51,14.17,-5.0627,14.17,4.0524,14.17,1.7742,14.17,3.9113,14.17,4.3145,14.17,-4.6944,14.17,-5.4839,14.17,3.5282,14.17,4.2742,14.17,1.5323,14.17,3.629
14.1733,4.1935,14.1733,3.7097,14.1733,2.7823,14.1733,3.6089,14.1733,4.0323,14.1733,4.2742,14.1733,4.618,14.1733,3.0948,14.1733,3.75,14.1733,4.375,14.1733,3.7097,14.1733,4.0927,14.1733,-1.4113,14.1733,2.3185,14.1733,4.1129,14.1733,3.6492,14.1733,3.6089,14.1733,2.9839,14.1733,3.4896,14.1733,-5.1815,14.1733,3.9919,14.1733,1.8548,14.1733,3.9919,14.1733,4.496,14.1733,-4.5842,14.1733,-5.1815,14.1733,3.1452,14.1733,4.2944,14.1733,1.5726,14.1733,3.3669
14.1767,4.2137,14.1767,3.6895,14.1767,3.0645,14.1767,3.7298,14.1767,3.9516,14.1767,3.9919,14.1767,4.5936,14.1767,3.0282,14.1767,3.8306,14.1767,4.3145,14.1767,3.7903,14.1767,4.2944,14.1767,-1.4315,14.1767,2.1169,14.1767,4.1935,14.1767,3.5081,14.1767,3.629,14.1767,3.0242,14.1767,3.4691,14.1767,-5.625,14.1767,4.4556,14.1767,1.7339,14.1767,3.9718,14.1767,4.7984,14.1767,-4.4739,14.1767,-5.4435,14.1767,3.0645,14.1767,4.1129,14.1767,1.4315,14.1767,3.4879
14.18,4.2137,14.18,3.6492,14.18,2.7218,14.18,3.8105,14.18,3.9315,14.18,3.7702,14.18,4.5692,14.18,2.9617,14.18,3.6895,14.18,4.3548,14.18,3.75,14.18,4.2137,14.18,-1.7944,14.18,2.1774,14.18,4.0323,14.18,3.5282,14.18,3.5484,14.18,3.004,14.18,3.4487,14.18,-5.2823,14.18,4.1129,14.18,2.2379,14.18,3.7702,14.18,4.375,14.18,-4.3637,14.18,-5.3024,14.18,3.5887,14.18,4.4153,14.18,1.5121,14.18,3.7298
14.1833,4.1331,14.1833,3.629,14.1833,3.0242,14.1833,3.5685,14.1833,3.8911,14.1833,3.5081,14.1833,4.5448,14.1833,2.8952,14.1833,3.7702,14.1833,4.3548,14.1833,3.6089,14.1833,4.1734,14.1833,-1.6532,14.1833,2.4798,14.1833,4.2742,14.1833,3.3266,14.1833,3.5685,14.1833,2.9435,14.1833,3.4283,14.1833,-5.2016,14.1833,3.9919,14.1833,1.7339,14.1833,3.9315,14.1833,4.4153,14.1833,-4.2534,14.1833,-5.2016,14.1833,3.6492,14.1833,4.3145,14.1833,1.5323,14.1833,3.4879
14.1867,4.1734,14.1867,3.5685,14.1867,2.8226,14.1867,3.5484,14.1867,3.871,14.1867,3.5081,14.1867,4.5204,14.1867,2.8286,14.1867,3.6089,14.1867,4.3145,14.1867,3.9919,14.1867,4.0121,14.1867,-1.8347,14.1867,2.2782,14.1867,4.0524,14.1867,3.3669,14.1867,3.4677,14.1867,2.9435,14.1867,3.4078,14.1867,3.9315,14.1867,4.0323,14.1867,1.6935,14.1867,4.0323,14.1867,4.3145,14.1867,-4.1431,14.1867,-5.5444,14.1867,3.8508,14.1867,4.375,14.1867,1.4516,14.1867,3.4879
14.19,4.254,14.19,3.7298,14.19,2.8226,14.19,3.4879,14.19,4.0524,14.19,3.2258,14.19,4.496,14.19,2.7621,14.19,3.4476,14.19,4.0121,14.19,3.6694,14.19,3.9113,14.19,-1.7742,14.19,2.4798,14.19,4.2339,14.19,3.3468,14.19,3.5685,14.19,2.9234,14.19,3.3874,14.19,4.0323,14.19,3.5685,14.19,2.0161,14.19,3.9919,14.19,4.3548,14.19,-4.0329,14.19,-5.3831,14.19,3.8508,14.19,4.1734,14.19,1.3105,14.19,3.4677
14.1933,4.1532,14.1933,3.5685,14.1933,2.6008,14.1933,3.5282,14.1933,3.8105,14.1933,3.3468,14.1933,4.4716,14.1933,2.5605,14.1933,3.629,14.1933,4.1734,14.1933,4.1734,14.1933,4.3347,14.1933,-1.996,14.1933,2.621,14.1933,3.8105,14.1933,3.3266,14.1933,3.5081,14.1933,2.8831,14.1933,3.3669,14.1933,3.5887,14.1933,4.0121,14.1933,1.8347,14.1933,3.9315,14.1933,4.3548,14.1933,-3.9226,14.1933,-5.3226,14.1933,3.9718,14.1933,4.2137,14.1933,1.4919,14.1933,3.4879
14.1967,4.0927,14.1967,3.6089,14.1967,2.9032,14.1967,3.4879,14.1967,3.9113,14.1967,3.4073,14.1967,4.4472,14.1967,2.7419,14.1967,3.2258,14.1967,4.0927,14.1967,3.7702,14.1967,4.0323,14.1967,-2.0363,14.1967,2.6008,14.1967,3.9919,14.1967,3.3871,14.1967,3.4476,14.1967,2.8831,14.1967,3.6895,14.1967,3.2661,14.1967,4.1129,14.1967,1.9355,14.1967,4.2137,14.1967,4.5161,14.1967,-3.8124,14.1967,-5.3024,14.1967,3.6492,14.1967,4.2944,14.1967,1.3911,14.1967,3.629
14.2,4.3145,14.2,3.5081,14.2,2.6411,14.2,3.5081,14.2,3.9315,14.2,3.3871,14.2,4.4228,14.2,2.7016,14.2,3.5081,14.2,4.0927,14.2,3.8105,14.2,4.1935,14.2,-2.0363,14.2,2.5403,14.2,4.1129,14.2,3.4274,14.2,3.4677,14.2,2.8831,14.2,3.6089,14.2,3.2661,14.2,3.5685,14.2,1.996,14.2,3.8911,14.2,4.254,14.2,-3.7021,14.2,-5.1613,14.2,3.629,14.2,4.254,14.2,1.1895,14.2,3.3669
14.2033,4.1331,14.2033,3.75,14.2033,2.6613,14.2033,3.2863,14.2033,3.8508,14.2033,3.5685,14.2033,4.3983,14.2033,2.5806,14.2033,3.6694,14.2033,4.2742,14.2033,3.871,14.2033,4.2742,14.2033,-2.2782,14.2033,2.621,14.2033,3.7097,14.2033,3.2258,14.2033,3.3871,14.2033,2.9032,14.2033,3.7298,14.2033,3.2661,14.2033,3.9718,14.2033,1.996,14.2033,3.7298,14.2033,3.9919,14.2033,-3.5919,14.2033,-4.9597,14.2033,4.0726,14.2033,4.496,14.2033,1.4315,14.2033,3.2863
14.2067,4.1734,14.2067,3.629,14.2067,2.8831,14.2067,3.1048,14.2067,3.6694,14.2067,3.2863,14.2067,4.3739,14.2067,2.5806,14.2067,3.629,14.2067,3.9718,14.2067,3.7097,14.2067,4.375,14.2067,-2.0968,14.2067,2.621,14.2067,3.8508,14.2067,3.3065,14.2067,3.3266,14.2067,2.9032,14.2067,3.5282,14.2067,3.2661,14.2067,3.75,14.2067,1.8952,14.2067,4.1532,14.2067,4.2944,14.2067,-3.4816,14.2067,-5.2823,14.2067,4.1331,14.2067,3.9718,14.2067,1.4718,14.2067,3.5282
14.21,4.1331,14.21,3.6089,14.21,2.4194,14.21,3.2661,14.21,4.0524,14.21,3.3266,14.21,4.3495,14.21,2.6008,14.21,3.7298,14.21,4.1935,14.21,3.8306,14.21,4.1734,14.21,-1.7944,14.21,2.3992,14.21,3.871,14.21,3.3468,14.21,3.4073,14.21,2.9234,14.21,3.4274,14.21,3.5081,14.21,3.7097,14.21,1.9758,14.21,4.2137,14.21,4.7581,14.21,-3.3713,14.21,-5.2016,14.21,3.6089,14.21,4.1331,14.21,1.4315,14.21,3.4073
14.2133,4.1532,14.2133,3.4677,14.2133,2.3387,14.2133,2.9032,14.2133,4.0323,14.2133,3.5484,14.2133,4.3251,14.2133,2.5806,14.2133,3.7298,14.2133,4.4556,14.2133,3.5887,14.2133,4.2339,14.2133,-1.7944,14.2133,2.3185,14.2133,3.8508,14.2133,3.3065,14.2133,3.4476,14.2133,2.9234,14.2133,3.4274,14.2133,3.7903,14.2133,3.8508,14.2133,1.8145,14.2133,3.9516,14.2133,4.3145,14.2133,-3.2611,14.2133,-5.2823,14.2133,3.871,14.2133,4.0726,14.2133,1.3306,14.2133,3.3871
14.2167,4.0927,14.2167,3.5484,14.2167,2.5403,14.2167,2.9839,14.2167,3.9919,14.2167,3.3266,14.2167,4.3007,14.2167,2.5806,14.2167,3.6694,14.2167,4.375,14.2167,3.8105,14.2167,4.0927,14.2167,-1.6734,14.2167,2.3185,14.2167,3.7903,14.2167,3.1653,14.2167,3.3468,14.2167,2.8831,14.2167,3.4476,14.2167,3.7903,14.2167,3.629,14.2167,1.7944,14.2167,4.3347,14.2167,4.254,14.2167,-3.1508,14.2167,-5.5645,14.2167,3.629,14.2167,4.0323,14.2167,1.3105,14.2167,3.0847
14.22,3.9718,14.22,3.5484,14.22,2.4597,14.22,3.004,14.22,4.1331,14.22,3.3266,14.22,4.2763,14.22,2.6613,14.22,3.629,14.22,3.9718,14.22,3.8508,14.22,4.0927,14.22,-1.5927,14.22,2.4597,14.22,3.6492,14.22,3.3065,14.22,3.3468,14.22,2.8427,14.22,3.3468,14.22,3.5081,14.22,3.8911,14.22,1.8548,14.22,3.9718,14.22,4.1532,14.22,-3.0406,14.22,-5.2218,14.22,3.871,14.22,4.1129,14.22,1.2298,14.22,3.2863
14.2233,4.2339,14.2233,3.3468,14.2233,2.4395,14.2233,3.125,14.2233,4.0927,14.2233,3.4879,14.2233,4.2519,14.2233,2.621,14.2233,3.3871,14.2233,4.1331,14.2233,3.8508,14.2233,4.3952,14.2233,-1.996,14.2233,2.3589,14.2233,4.0323,14.2233,3.3468,14.2233,3.3468,14.2233,2.8024,14.2233,3.629,14.2233,3.5081,14.2233,3.6492,14.2233,1.8145,14.2233,3.8911,14.2233,4.2742,14.2233,-2.9303,14.2233,-5.1008,14.2233,3.3669,14.2233,4.0121,14.2233,1.3105,14.2233,3.2661
14.2267,4.2137,14.2267,3.4677,14.2267,2.3992,14.2267,3.2056,14.2267,3.8306,14.2267,3.4677,14.2267,4.2275,14.2267,2.5806,14.2267,3.3065,14.2267,4.1734,14.2267,3.7903,14.2267,4.0927,14.2267,-1.8347,14.2267,2.2379,14.2267,3.6895,14.2267,3.4274,14.2267,3.2863,14.2267,2.8427,14.2267,3.4073,14.2267,3.4677,14.2267,3.8508,14.2267,1.8548,14.2267,3.8508,14.2267,4.4758,14.2267,-2.8201,14.2267,-5.1411,14.2267,3.8911,14.2267,4.0726,14.2267,1.3508,14.2267,3.246
14.23,4.1331,14.23,3.5685,14.23,2.5202,14.23,3.0847,14.23,3.9113,14.23,3.2661,14.23,4.2031,14.23,2.5403,14.23,3.5887,14.23,4.3145,14.23,3.7097,14.23,4.0726,14.23,-2.2984,14.23,2.2984,14.23,3.871,14.23,3.2258,14.23,3.246,14.23,2.8024,14.23,3.3669,14.23,3.1452,14.23,4.0524,14.23,1.8548,14.23,3.8306,14.23,4.3548,14.23,-2.7098,14.23,-5.0806,14.23,3.8105,14.23,3.9315,14.23,1.371,14.23,3.3468
14.2333,3.9315,14.2333,3.4677,14.2333,2.2782,14.2333,2.9234,14.2333,3.7903,14.2333,3.4073,14.2333,4.1787,14.2333,2.6411,14.2333,3.2661,14.2333,4.3347,14.2333,3.5081,14.2333,3.9113,14.2333,-2.5403,14.2333,2.2782,14.2333,3.7298,14.2333,3.3468,14.2333,3.3065,14.2333,2.7823,14.2333,3.629,14.2333,3.3871,14.2333,3.9113,14.2333,1.7137,14.2333,3.7298,14.2333,4.4758,14.2333,-2.5995,14.2333,-5.2218,14.2333,3.5685,14.2333,4.1935,14.2333,1.25,14.2333,3.1653
14.2367,4.0927,14.2367,3.5484,14.2367,2.5,14.2367,2.8629,14.2367,3.5484,14.2367,3.246,14.2367,4.1543,14.2367,2.5202,14.2367,3.5282,14.2367,4.2339,14.2367,3.871,14.2367,4.0927,14.2367,-2.621,14.2367,2.1573,14.2367,3.629,14.2367,3.3669,14.2367,3.2661,14.2367,2.8024,14.2367,3.3871,14.2367,3.1653,14.2367,3.7903,14.2367,1.4919,14.2367,3.7097,14.2367,4.2137,14.2367,-2.4893,14.2367,-5.4234,14.2367,3.7097,14.2367,3.6895,14.2367,1.1694,14.2367,3.2863
14.24,3.9919,14.24,3.4677,14.24,2.6815,14.24,3.0444,14.24,3.5887,14.24,3.3266,14.24,4.1299,14.24,2.5,14.24,3.6492,14.24,4.1129,14.24,3.5484,14.24,4.0927,14.24,-2.5806,14.24,2.2379,14.24,3.1653,14.24,3.7298,14.24,3.246,14.24,2.7823,14.24,3.5081,14.24,3.2863,14.24,4.4758,14.24,1.875,14.24,3.4677,14.24,4.3145,14.24,-2.379,14.24,-5.3226,14.24,4.254,14.24,4.1532,14.24,1.0685,14.24,3.1653
14.2433,4.0726,14.2433,3.5887,14.2433,2.1774,14.2433,2.9234,14.2433,3.5282,14.2433,3.1452,14.2433,4.1055,14.2433,2.3185,14.2433,3.7702,14.2433,4.3347,14.2433,4.2339,14.2433,3.9315,14.2433,-2.6815,14.2433,2.5,14.2433,2.8629,14.2433,3.6895,14.2433,3.3065,14.2433,2.7016,14.2433,3.5484,14.2433,3.3468,14.2433,3.6895,14.2433,1.5927,14.2433,3.5484,14.2433,4.2742,14.2433,-1.8952,14.2433,-5.3629,14.2433,3.5887,14.2433,3.871,14.2433,1.1089,14.2433,3.1048
14.2467,4.0323,14.2467,3.5484,14.2467,2.2984,14.2467,3.0444,14.2467,3.7097,14.2467,3.2258,14.2467,4.0811,14.2467,2.3723,14.2467,3.4073,14.2467,4.3347,14.2467,3.6895,14.2467,4.0323,14.2467,-2.8629,14.2467,2.2581,14.2467,2.7823,14.2467,3.75,14.2467,3.2258,14.2467,2.7419,14.2467,3.3266,14.2467,3.125,14.2467,4.1331,14.2467,1.6734,14.2467,3.3065,14.2467,4.1129,14.2467,-1.8145,14.2467,-5.2218,14.2467,3.4677,14.2467,3.7702,14.2467,1.2702,14.2467,3.3266
14.25,4.0726,14.25,3.3266,14.25,2.6008,14.25,2.7016,14.25,3.6694,14.25,3.125,14.25,4.0567,14.25,2.4261,14.25,3.4879,14.25,4.2742,14.25,3.8911,14.25,4.0726,14.25,-3.0444,14.25,2.3992,14.25,2.8629,14.25,3.5081,14.25,3.246,14.25,2.6613,14.25,3.4476,14.25,3.2863,14.25,3.9315,14.25,1.754,14.25,3.3266,14.25,4.4758,14.25,-1.7944,14.25,-5.3831,14.25,3.4677,14.25,3.6694,14.25,1.25,14.25,3.2863
14.2533,4.0323,14.2533,3.4879,14.2533,2.3387,14.2533,2.9839,14.2533,3.7903,14.2533,3.004,14.2533,4.0323,14.2533,2.4798,14.2533,3.3468,14.2533,4.4758,14.2533,3.7903,14.2533,4.0121,14.2533,-3.0444,14.2533,2.379,14.2533,2.9435,14.2533,3.5282,14.2533,3.1653,14.2533,2.4194,14.2533,3.4879,14.2533,3.1653,14.2533,3.6694,14.2533,1.6129,14.2533,2.9234,14.2533,4.254,14.2533,-1.9355,14.2533,-5.3427,14.2533,3.6895,14.2533,3.7702,14.2533,1.3508,14.2533,3.125
14.2567,3.9919,14.2567,3.4879,14.2567,2.1573,14.2567,2.8629,14.2567,3.6895,14.2567,3.4879,14.2567,4.0079,14.2567,2.4597,14.2567,3.1452,14.2567,3.9516,14.2567,3.7298,14.2567,4.0524,14.2567,-3.1452,14.2567,2.4395,14.2567,2.9032,14.2567,3.4073,14.2567,3.1855,14.2567,2.379,14.2567,3.629,14.2567,3.1855,14.2567,3.5887,14.2567,1.1089,14.2567,3.2661,14.2567,4.1935,14.2567,-2.0161,14.2567,-5.4435,14.2567,3.4476,14.2567,3.9516,14.2567,1.1492,14.2567,3.2258
14.26,4.0524,14.26,3.5282,14.26,2.4597,14.26,2.8427,14.26,3.4879,14.26,3.0444,14.26,3.9834,14.26,2.4194,14.26,3.3266,14.26,4.2137,14.26,3.75,14.26,4.0524,14.26,-2.9839,14.26,2.3185,14.26,2.9839,14.26,3.3065,14.26,3.246,14.26,2.1573,14.26,3.4274,14.26,3.125,14.26,3.9113,14.26,0.6048,14.26,3.246,14.26,4.0524,14.26,-1.7742,14.26,-5.1815,14.26,3.5685,14.26,4.3952,14.26,1.129,14.26,2.8427
14.2633,3.9718,14.2633,3.5081,14.2633,2.2984,14.2633,2.8831,14.2633,3.5081,14.2633,3.1653,14.2633,3.959,14.2633,2.4597,14.2633,3.5282,14.2633,4.1734,14.2633,3.8105,14.2633,3.871,14.2633,-3.004,14.2633,2.8226,14.2633,2.9839,14.2633,3.3468,14.2633,3.2056,14.2633,2.1169,14.2633,3.4274,14.2633,3.1653,14.2633,4.1331,14.2633,0.2621,14.2633,3.3871,14.2633,4.0524,14.2633,-1.7944,14.2633,-5.2016,14.2633,3.4476,14.2633,3.9718,14.2633,1.2903,14.2633,3.0847
14.2667,4.1734,14.2667,3.3266,14.2667,2.2379,14.2667,2.9839,14.2667,3.7903,14.2667,3.1855,14.2667,3.9346,14.2667,2.4664,14.2667,3.629,14.2667,3.9315,14.2667,3.7903,14.2667,3.9919,14.2667,-3.1855,14.2667,2.8831,14.2667,2.9032,14.2667,3.3266,14.2667,3.1653,14.2667,2.1371,14.2667,3.2661,14.2667,3.2661,14.2667,3.4274,14.2667,-0.121,14.2667,3.0242,14.2667,4.375,14.2667,-1.5524,14.2667,-5.1411,14.2667,3.5685,14.2667,4.1129,14.2667,1.2097,14.2667,3.1048
14.27,4.254,14.27,3.5282,14.27,2.1169,14.27,2.9839,14.27,3.75,14.27,2.8831,14.27,3.9102,14.27,2.4731,14.27,3.6895,14.27,3.9315,14.27,3.3871,14.27,4.2137,14.27,-3.3669,14.27,2.9032,14.27,2.9637,14.27,3.4073,14.27,3.1653,14.27,2.1573,14.27,3.4073,14.27,3.3065,14.27,3.4879,14.27,-0.0605,14.27,3.5685,14.27,4.2944,14.27,-1.6129,14.27,-5.5242,14.27,3.4274,14.27,4.0323,14.27,1.4919,14.27,3.2056
14.2733,3.9718,14.2733,3.4274,14.2733,2.0363,14.2733,2.7823,14.2733,3.5484,14.2733,2.9032,14.2733,3.8858,14.2733,2.4798,14.2733,3.4879,14.2733,3.7903,14.2733,3.6895,14.2733,3.9113,14.2733,-3.5484,14.2733,3.0242,14.2733,2.9637,14.2733,3.0847,14.2733,3.246,14.2733,2.0766,14.2733,3.3669,14.2733,3.3065,14.2733,3.2661,14.2733,0.2016,14.2733,2.9637,14.2733,4.1331,14.2733,-1.4919,14.2733,-5.1815,14.2733,2.9637,14.2733,4.0323,14.2733,1.8952,14.2733,3.0847
14.2767,3.9315,14.2767,3.4073,14.2767,2.3185,14.2767,2.7016,14.2767,3.8105,14.2767,3.125,14.2767,3.8614,14.2767,2.2379,14.2767,3.1452,14.2767,3.9718,14.2767,3.6089,14.2767,4.1129,14.2767,-3.4879,14.2767,3.5081,14.2767,2.8226,14.2767,3.4476,14.2767,3.1048,14.2767,2.0565,14.2767,3.4274,14.2767,3.3468,14.2767,3.4677,14.2767,0.3831,14.2767,3.1048,14.2767,4.2742,14.2767,-1.6734,14.2767,-5.3831,14.2767,3.3871,14.2767,3.8306,14.2767,2.1774,14.2767,3.0444
14.28,4.0524,14.28,3.3871,14.28,2.379,14.28,2.8629,14.28,3.5887,14.28,3.1855,14.28,3.837,14.28,2.5202,14.28,3.2258,14.28,3.7903,14.28,3.6694,14.28,3.9718,14.28,-3.5081,14.28,3.6492,14.28,2.8831,14.28,3.3871,14.28,3.1855,14.28,2.2177,14.28,3.1855,14.28,3.1653,14.28,3.4073,14.28,0.5645,14.28,3.2056,14.28,4.2742,14.28,-1.3911,14.28,-5.3629,14.28,3.125,14.28,3.9919,14.28,2.5202,14.28,2.8427
14.2833,4.1331,14.2833,3.5484,14.2833,2.1169,14.2833,2.7218,14.2833,3.7298,14.2833,2.9839,14.2833,3.8126,14.2833,2.2581,14.2833,3.629,14.2833,3.6694,14.2833,3.8508,14.2833,3.9919,14.2833,-3.5282,14.2833,3.5081,14.2833,2.8427,14.2833,3.4073,14.2833,3.1452,14.2833,2.0968,14.2833,3.3266,14.2833,3.1048,14.2833,3.4476,14.2833,0.4637,14.2833,3.0847,14.2833,4.1532,14.2833,-1.5726,14.2833,-5.3629,14.2833,3.0242,14.2833,4.0927,14.2833,2.7419,14.2833,3.0645
14.2867,4.0323,14.2867,3.4476,14.2867,2.1573,14.2867,2.8024,14.2867,3.3266,14.2867,3.2258,14.2867,3.7882,14.2867,2.2984,14.2867,3.3266,14.2867,3.1653,14.2867,3.4879,14.2867,4.3347,14.2867,-3.7702,14.2867,3.5887,14.2867,2.8226,14.2867,3.3266,14.2867,3.1452,14.2867,2.0968,14.2867,3.7097,14.2867,3.0645,14.2867,3.8508,14.2867,0.4637,14.2867,3.2056,14.2867,4.1532,14.2867,-1.9355,14.2867,-5.3831,14.2867,3.5282,14.2867,3.8911,14.2867,2.6411,14.2867,3.004
14.29,3.8508,14.29,3.2863,14.29,1.8952,14.29,2.7621,14.29,3.5887,14.29,2.8831,14.29,3.7638,14.29,2.2923,14.29,3.4677,14.29,2.9637,14.29,3.6089,14.29,3.9516,14.29,-3.8306,14.29,2.7823,14.29,2.8427,14.29,3.3468,14.29,3.0847,14.29,1.996,14.29,3.3669,14.29,3.1855,14.29,3.6895,14.29,0.5444,14.29,3.2863,14.29,3.9919,14.29,-1.6331,14.29,-5.2016,14.29,3.0847,14.29,3.8508,14.29,2.5202,14.29,3.004
14.2933,3.8105,14.2933,3.4879,14.2933,2.0363,14.2933,2.6613,14.2933,3.4677,14.2933,2.8226,14.2933,3.7394,14.2933,2.2863,14.2933,3.3468,14.2933,2.6613,14.2933,3.3669,14.2933,3.8508,14.2933,-4.0121,14.2933,2.6613,14.2933,2.8629,14.2933,3.2056,14.2933,3.0645,14.2933,2.0766,14.2933,3.246,14.2933,3.1452,14.2933,3.5484,14.2933,0.7258,14.2933,3.3871,14.2933,4.3347,14.2933,-1.6532,14.2933,-5.3226,14.2933,3.3065,14.2933,3.8911,14.2933,2.0968,14.2933,2.9435
14.2967,3.3871,14.2967,3.4073,14.2967,2.0161,14.2967,2.9234,14.2967,3.4677,14.2967,3.3266,14.2967,3.715,14.2967,2.2802,14.2967,3.1855,14.2967,2.6815,14.2967,3.3871,14.2967,3.8306,14.2967,-3.9315,14.2967,2.5806,14.2967,2.7621,14.2967,3.2661,14.2967,3.125,14.2967,2.0968,14.2967,3.3669,14.2967,3.2056,14.2967,3.3669,14.2967,0.6048,14.2967,3.125,14.2967,4.4153,14.2967,-1.5121,14.2967,-5.2016,14.2967,3.4476,14.2967,3.9315,14.2967,1.8347,14.2967,3.0444
14.3,2.9032,14.3,3.4274,14.3,2.0968,14.3,2.621,14.3,3.4677,14.3,3.3871,14.3,3.6906,14.3,2.2742,14.3,3.3065,14.3,2.9839,14.3,3.7298,14.3,4.2944,14.3,-4.2137,14.3,2.7823,14.3,2.8226,14.3,3.3266,14.3,2.9032,14.3,2.0161,14.3,3.3266,14.3,3.1855,14.3,3.4476,14.3,0.3629,14.3,3.246,14.3,4.254,14.3,-1.7137,14.3,-5.3427,14.3,3.3468,14.3,3.8105,14.3,1.8548,14.3,2.9435
14.3033,2.5806,14.3033,3.5484,14.3033,1.9556,14.3033,2.4798,14.3033,3.5282,14.3033,3.1653,14.3033,3.6662,14.3033,2.2681,14.3033,3.3065,14.3033,3.0847,14.3033,3.1452,14.3033,3.9315,14.3033,-3.8306,14.3033,2.7218,14.3033,2.8226,14.3033,2.9637,14.3033,2.9637,14.3033,2.0363,14.3033,3.3669,14.3033,3.2056,14.3033,3.5282,14.3033,0.3629,14.3033,3.0444,14.3033,3.6895,14.3033,-1.875,14.3033,-5.4435,14.3033,3.4274,14.3033,3.871,14.3033,2.0766,14.3033,2.9637
