x1_PDPW112,y1_PDPW112,x2_PDPW112,y2_PDPW112,x1_PDQE107,y1_PDQE107,x2_PDQE107,y2_PDQE107,x1_PDPY101,y1_PDPY101,x2_PDPY101,y2_PDPY101,x1_PDQE108,y1_PDQE108,x2_PDQE108,y2_PDQE108,x1_PDQE115,y1_PDQE115,x2_PDQE115,y2_PDQE115,x1_PDQE112,y1_PDQE112,x2_PDQE112,y2_PDQE112,x1_PDQE113,y1_PDQE113,x2_PDQE113,y2_PDQE113,x1_PDPW107,y1_PDPW107,x2_PDPW107,y2_PDPW107,x1_PDPW106,y1_PDPW106,x2_PDPW106,y2_PDPW106,x1_PDPW111,y1_PDPW111,x2_PDPW111,y2_PDPW111,x1_PDPW110,y1_PDPW110,x2_PDPW110,y2_PDPW110,x1_PDQE104,y1_PDQE104,x2_PDQE104,y2_PDQE104,x1_PDQE105,y1_PDQE105,x2_PDQE105,y2_PDQE105,x1_PDQE102,y1_PDQE102,x2_PDQE102,y2_PDQE102,x1_PDPW102,y1_PDPW102,x2_PDPW102,y2_PDPW102
5.92,-3.5685,5.92,-4.1331,5.92,-3.2661,5.92,-3.871,5.92,-3.2056,5.92,-3.2863,5.92,-2.9234,5.92,-3.6089,5.92,-4.6371,5.92,-4.5161,5.92,-3.7097,5.92,-4.0524,5.92,-3.8306,5.92,-4.4556,5.92,-4.5161,5.92,-3.5887,5.92,-3.6895,5.92,-3.5081,5.92,-3.0242,5.92,-5.2218,5.92,-3.0242,5.92,-4.2944,5.92,-3.5887,5.92,-2.9032,5.92,-4.4556,5.92,-5.4234,5.92,-3.8306,5.92,-2.9234,5.92,-3.7097,5.92,-5.1613
5.9233,-3.7903,5.9233,-4.0927,5.9233,-3.4677,5.9233,-4.1129,5.9233,-3.3065,5.9233,-3.246,5.9233,-2.8024,5.9233,-4.1129,5.9233,-4.5363,5.9233,-4.6371,5.9233,-4.0524,5.9233,-3.8508,5.9233,-3.9718,5.9233,-4.5766,5.9233,-4.5766,5.9233,-3.6895,5.9233,-3.6694,5.9233,-3.6089,5.9233,-2.7823,5.9233,-5.3427,5.9233,-3.004,5.9233,-4.4355,5.9233,-3.4879,5.9233,-2.7419,5.9233,-4.4153,5.9233,-5.4839,5.9233,-3.9315,5.9233,-3.0242,5.9233,-3.7702,5.9233,-5.3226
5.9267,-3.7702,5.9267,-3.9919,5.9267,-3.3065,5.9267,-4.0524,5.9267,-3.1452,5.9267,-3.2258,5.9267,-2.9637,5.9267,-4.8185,5.9267,-4.5363,5.9267,-4.8589,5.9267,-3.9113,5.9267,-4.0726,5.9267,-3.9919,5.9267,-4.7782,5.9267,-4.496,5.9267,-3.629,5.9267,-3.6895,5.9267,-3.629,5.9267,-2.8629,5.9267,-5.2823,5.9267,-2.621,5.9267,-4.3145,5.9267,-3.4879,5.9267,-2.8024,5.9267,-4.3347,5.9267,-5.2823,5.9267,-3.9113,5.9267,-3.246,5.9267,-3.8306,5.9267,-5.3024
5.93,-3.8105,5.93,-4.2137,5.93,-3.2056,5.93,-4.0323,5.93,-3.2863,5.93,-3.1048,5.93,-2.8024,5.93,-4.5968,5.93,-4.6371,5.93,-4.6976,5.93,-4.0323,5.93,-4.0121,5.93,-3.8911,5.93,-4.4556,5.93,-4.4758,5.93,-3.5685,5.93,-3.6694,5.93,-3.6694,5.93,-3.004,5.93,-5.1613,5.93,-2.7621,5.93,-4.2944,5.93,-3.4677,5.93,-3.004,5.93,-4.6169,5.93,-5.3427,5.93,-4.2339,5.93,-3.3669,5.93,-3.75,5.93,-5.2218
5.9333,-3.8508,5.9333,-4.1129,5.9333,-3.2056,5.9333,-3.9315,5.9333,-3.1653,5.9333,-3.3266,5.9333,-2.8024,5.9333,-4.7984,5.9333,-4.4355,5.9333,-4.879,5.9333,-3.9315,5.9333,-4.0323,5.9333,-4.0726,5.9333,-4.5766,5.9333,-4.5161,5.9333,-3.7097,5.9333,-3.7903,5.9333,-3.6089,5.9333,-3.004,5.9333,-5.3629,5.9333,-3.1855,5.9333,-4.4153,5.9333,-3.4677,5.9333,-2.5806,5.9333,-4.3145,5.9333,-5.3427,5.9333,-3.9919,5.9333,-3.125,5.9333,-3.629,5.9333,-5.4234
5.9367,-4.0121,5.9367,-4.1935,5.9367,-3.3669,5.9367,-3.8911,5.9367,-3.3065,5.9367,-2.9435,5.9367,-2.8831,5.9367,-4.3952,5.9367,-4.5766,5.9367,-4.6976,5.9367,-4.0323,5.9367,-4.1331,5.9367,-4.0524,5.9367,-4.5968,5.9367,-4.6169,5.9367,-3.6694,5.9367,-3.6089,5.9367,-3.6492,5.9367,-2.9637,5.9367,-5.2621,5.9367,-3.1452,5.9367,-4.4153,5.9367,-3.6492,5.9367,-2.7823,5.9367,-4.375,5.9367,-5.2621,5.9367,-3.5887,5.9367,-3.5887,5.9367,-3.6694,5.9367,-5.3427
5.94,-3.9516,5.94,-4.0726,5.94,-3.4879,5.94,-3.75,5.94,-3.3669,5.94,-3.4274,5.94,-2.9637,5.94,-4.1935,5.94,-4.5363,5.94,-4.7581,5.94,-4.2137,5.94,-4.2339,5.94,-4.1129,5.94,-4.5565,5.94,-4.5766,5.94,-3.6089,5.94,-3.7097,5.94,-3.6895,5.94,-3.0847,5.94,-5.2419,5.94,-3.1653,5.94,-4.4758,5.94,-3.6492,5.94,-2.8629,5.94,-4.254,5.94,-5.3427,5.94,-4.3347,5.94,-2.9435,5.94,-3.7097,5.94,-5.2621
5.9433,-3.871,5.9433,-4.2137,5.9433,-3.5484,5.9433,-3.9113,5.9433,-3.3065,5.9433,-3.3871,5.9433,-3.0847,5.9433,-4.0323,5.9433,-4.3145,5.9433,-4.9395,5.9433,-4.0323,5.9433,-4.0323,5.9433,-4.0121,5.9433,-4.7782,5.9433,-4.6774,5.9433,-3.5282,5.9433,-3.7903,5.9433,-3.7097,5.9433,-2.9234,5.9433,-5.2016,5.9433,-3.1452,5.9433,-4.4355,5.9433,-3.4476,5.9433,-2.7621,5.9433,-4.3548,5.9433,-5.2016,5.9433,-3.8105,5.9433,-3.2863,5.9433,-3.6895,5.9433,-5.3629
5.9467,-4.0323,5.9467,-4.2339,5.9467,-3.5685,5.9467,-4.1532,5.9467,-3.3669,5.9467,-3.3468,5.9467,-2.7016,5.9467,-4.1532,5.9467,-4.3952,5.9467,-4.6976,5.9467,-4.1129,5.9467,-4.1331,5.9467,-3.8911,5.9467,-4.5766,5.9467,-4.5968,5.9467,-3.6694,5.9467,-3.7702,5.9467,-3.7702,5.9467,-2.9637,5.9467,-5.1613,5.9467,-2.9637,5.9467,-4.5363,5.9467,-3.5484,5.9467,-2.9637,5.9467,-4.6169,5.9467,-5.6452,5.9467,-4.3347,5.9467,-3.0242,5.9467,-3.9718,5.9467,-5.3831
5.95,-4.0121,5.95,-4.2944,5.95,-3.5282,5.95,-4.0323,5.95,-3.4073,5.95,-3.2661,5.95,-2.6008,5.95,-4.3347,5.95,-4.5968,5.95,-4.8589,5.95,-3.7903,5.95,-3.8306,5.95,-4.0927,5.95,-4.2339,5.95,-4.5766,5.95,-3.629,5.95,-3.7702,5.95,-3.6694,5.95,-3.125,5.95,-5.3629,5.95,-2.8629,5.95,-4.4556,5.95,-3.4476,5.95,-3.0242,5.95,-4.4758,5.95,-5.5242,5.95,-3.9718,5.95,-3.2863,5.95,-3.7702,5.95,-5.4032
5.9533,-4.2137,5.9533,-4.4355,5.9533,-3.6089,5.9533,-3.9113,5.9533,-3.2258,5.9533,-3.2056,5.9533,-3.2661,5.9533,-3.9718,5.9533,-4.6573,5.9533,-4.9798,5.9533,-4.0726,5.9533,-4.0323,5.9533,-4.2137,5.9533,-4.8387,5.9533,-4.5161,5.9533,-3.4677,5.9533,-3.8911,5.9533,-3.6492,5.9533,-3.1653,5.9533,-5.2016,5.9533,-2.8831,5.9533,-4.6371,5.9533,-3.3266,5.9533,-2.9032,5.9533,-4.496,5.9533,-5.3831,5.9533,-3.9516,5.9533,-3.2863,5.9533,-3.75,5.9533,-5.3831
5.9567,-4.3548,5.9567,-4.4355,5.9567,-3.3266,5.9567,-4.1331,5.9567,-3.4476,5.9567,-3.0242,5.9567,-2.8629,5.9567,-4.0121,5.9567,-4.6169,5.9567,-4.9597,5.9567,-4.1129,5.9567,-3.9516,5.9567,-4.0726,5.9567,-4.8992,5.9567,-4.5363,5.9567,-3.6492,5.9567,-3.7903,5.9567,-3.75,5.9567,-3.0645,5.9567,-5.2823,5.9567,-3.0242,5.9567,-4.1734,5.9567,-3.6492,5.9567,-2.9435,5.9567,-4.6774,5.9567,-5.3427,5.9567,-3.7702,5.9567,-3.0444,5.9567,-3.5282,5.9567,-5.5444
5.96,-4.4355,5.96,-4.4355,5.96,-3.5282,5.96,-3.9919,5.96,-3.3266,5.96,-3.125,5.96,-3.0847,5.96,-4.1331,5.96,-4.6169,5.96,-4.7379,5.96,-4.2339,5.96,-4.2339,5.96,-4.2742,5.96,-4.6371,5.96,-4.6169,5.96,-3.6694,5.96,-3.9113,5.96,-3.7097,5.96,-3.125,5.96,-5.2823,5.96,-2.9234,5.96,-4.3952,5.96,-3.5081,5.96,-2.9234,5.96,-4.4153,5.96,-5.504,5.96,-3.9113,5.96,-3.4677,5.96,-3.7903,5.96,-5.504
5.9633,-4.1935,5.9633,-4.3548,5.9633,-3.4879,5.9633,-3.9113,5.9633,-3.4274,5.9633,-3.2056,5.9633,-3.0242,5.9633,-4.1734,5.9633,-4.6169,5.9633,-4.8589,5.9633,-4.2137,5.9633,-4.2339,5.9633,-4.0927,5.9633,-4.5161,5.9633,-4.6371,5.9633,-3.5282,5.9633,-3.8306,5.9633,-3.75,5.9633,-3.1048,5.9633,-5.3427,5.9633,-2.9234,5.9633,-4.4556,5.9633,-3.4476,5.9633,-2.6613,5.9633,-4.6169,5.9633,-5.3831,5.9633,-3.8911,5.9633,-3.4677,5.9633,-3.9315,5.9633,-5.5645
5.9667,-4.4153,5.9667,-4.496,5.9667,-3.5484,5.9667,-3.9718,5.9667,-3.4879,5.9667,-3.3065,5.9667,-2.8024,5.9667,-4.0121,5.9667,-4.7379,5.9667,-4.8589,5.9667,-4.0323,5.9667,-3.7702,5.9667,-4.2339,5.9667,-4.6371,5.9667,-4.5363,5.9667,-3.4073,5.9667,-3.871,5.9667,-3.7298,5.9667,-3.0444,5.9667,-5.2218,5.9667,-2.7419,5.9667,-4.3952,5.9667,-3.5887,5.9667,-2.9637,5.9667,-4.4355,5.9667,-5.3024,5.9667,-3.871,5.9667,-3.2661,5.9667,-3.871,5.9667,-5.2621
5.97,-4.375,5.97,-4.4153,5.97,-3.4073,5.97,-4.2137,5.97,-3.5081,5.97,-3.0645,5.97,-2.9637,5.97,-4.1935,5.97,-4.7581,5.97,-4.7984,5.97,-4.0524,5.97,-4.0726,5.97,-4.4758,5.97,-4.5766,5.97,-4.6371,5.97,-3.7903,5.97,-3.871,5.97,-3.8105,5.97,-3.0242,5.97,-5.3427,5.97,-2.8427,5.97,-4.4758,5.97,-3.8508,5.97,-2.8427,5.97,-4.6169,5.97,-5.2016,5.97,-3.7702,5.97,-3.3065,5.97,-3.7903,5.97,-5.504
5.9733,-4.2339,5.9733,-4.496,5.9733,-3.3871,5.9733,-4.1532,5.9733,-3.2863,5.9733,-3.3468,5.9733,-3.1452,5.9733,-3.9113,5.9733,-4.6774,5.9733,-5.0202,5.9733,-4.1734,5.9733,-3.9315,5.9733,-4.0726,5.9733,-4.6371,5.9733,-4.5968,5.9733,-3.8105,5.9733,-3.8508,5.9733,-3.75,5.9733,-3.0444,5.9733,-5.2218,5.9733,-2.7823,5.9733,-4.2944,5.9733,-3.6089,5.9733,-2.7419,5.9733,-4.4153,5.9733,-5.2419,5.9733,-4.879,5.9733,-3.7903,5.9733,-3.75,5.9733,-5.5242
5.9767,-4.1935,5.9767,-4.5161,5.9767,-3.6694,5.9767,-4.254,5.9767,-3.4073,5.9767,-3.246,5.9767,-3.246,5.9767,-4.1331,5.9767,-4.7177,5.9767,-4.7581,5.9767,-4.254,5.9767,-3.8105,5.9767,-3.9315,5.9767,-4.5161,5.9767,-4.5363,5.9767,-3.3871,5.9767,-3.7903,5.9767,-3.75,5.9767,-3.0847,5.9767,-5.1613,5.9767,-2.8427,5.9767,-4.4758,5.9767,-3.5685,5.9767,-2.8831,5.9767,-4.5363,5.9767,-5.5444,5.9767,-3.8911,5.9767,-3.004,5.9767,-3.8105,5.9767,-5.2621
5.98,-4.3347,5.98,-4.6371,5.98,-3.5484,5.98,-4.2137,5.98,-3.6694,5.98,-3.6089,5.98,-3.1653,5.98,-4.3347,5.98,-4.8185,5.98,-4.9194,5.98,-4.2339,5.98,-3.9919,5.98,-4.1935,5.98,-4.6774,5.98,-4.7177,5.98,-3.7903,5.98,-3.871,5.98,-3.8306,5.98,-3.004,5.98,-5.3629,5.98,-3.1855,5.98,-4.3952,5.98,-3.75,5.98,-2.9637,5.98,-4.6573,5.98,-5.3831,5.98,-3.8306,5.98,-3.246,5.98,-3.8306,5.98,-5.4435
5.9833,-4.375,5.9833,-4.5161,5.9833,-3.5685,5.9833,-4.0927,5.9833,-3.3669,5.9833,-3.3669,5.9833,-3.0847,5.9833,-4.2339,5.9833,-4.7379,5.9833,-4.8992,5.9833,-4.2742,5.9833,-3.9919,5.9833,-4.1129,5.9833,-4.8185,5.9833,-4.7177,5.9833,-3.9315,5.9833,-3.9113,5.9833,-3.8105,5.9833,-3.1048,5.9833,-5.2419,5.9833,-2.9032,5.9833,-4.3145,5.9833,-3.3266,5.9833,-2.6815,5.9833,-4.6774,5.9833,-5.504,5.9833,-4.5968,5.9833,-3.5685,5.9833,-3.9315,5.9833,-5.5242
5.9867,-4.4758,5.9867,-4.6573,5.9867,-3.6089,5.9867,-3.9315,5.9867,-3.5484,5.9867,-3.1452,5.9867,-3.1855,5.9867,-4.2944,5.9867,-4.6573,5.9867,-5.0202,5.9867,-4.2339,5.9867,-3.9718,5.9867,-4.2137,5.9867,-4.5161,5.9867,-4.6976,5.9867,-3.75,5.9867,-3.9315,5.9867,-3.7097,5.9867,-3.0847,5.9867,-5.2218,5.9867,-3.0645,5.9867,-4.2742,5.9867,-3.6895,5.9867,-2.9839,5.9867,-4.5363,5.9867,-5.5242,5.9867,-3.6895,5.9867,-3.1048,5.9867,-3.9113,5.9867,-5.4032
5.99,-4.4758,5.99,-4.5968,5.99,-3.5887,5.99,-3.9718,5.99,-3.4274,5.99,-3.3065,5.99,-3.3669,5.99,-4.1129,5.99,-4.6371,5.99,-5.1815,5.99,-4.3347,5.99,-3.9516,5.99,-4.1532,5.99,-4.8185,5.99,-4.5968,5.99,-3.5081,5.99,-3.9315,5.99,-3.7298,5.99,-3.0645,5.99,-5.2621,5.99,-2.9435,5.99,-4.0121,5.99,-3.4677,5.99,-3.1048,5.99,-4.8185,5.99,-5.4637,5.99,-3.8911,5.99,-3.8508,5.99,-3.9113,5.99,-5.3831
5.9933,-4.496,5.9933,-4.7782,5.9933,-3.4476,5.9933,-4.0726,5.9933,-3.629,5.9933,-3.7097,5.9933,-3.2258,5.9933,-4.1532,5.9933,-4.9597,5.9933,-5.0,5.9933,-4.254,5.9933,-3.8508,5.9933,-4.2137,5.9933,-4.8992,5.9933,-4.7177,5.9933,-3.9516,5.9933,-3.871,5.9933,-3.8306,5.9933,-3.0444,5.9933,-5.4234,5.9933,-2.7419,5.9933,-4.2742,5.9933,-3.6895,5.9933,-2.7621,5.9933,-4.7379,5.9933,-5.625,5.9933,-3.9919,5.9933,-3.3266,5.9933,-4.0121,5.9933,-5.3629
5.9967,-4.375,5.9967,-4.6976,5.9967,-3.4677,5.9967,-3.9919,5.9967,-3.5282,5.9967,-3.9919,5.9967,-3.2056,5.9967,-4.0524,5.9967,-4.9395,5.9967,-5.1815,5.9967,-4.3548,5.9967,-3.871,5.9967,-4.2339,5.9967,-4.7984,5.9967,-4.5363,5.9967,-3.8306,5.9967,-3.9113,5.9967,-3.8508,5.9967,-3.1048,5.9967,-5.3831,5.9967,-3.0645,5.9967,-4.2742,5.9967,-3.5685,5.9967,-2.9839,5.9967,-4.7379,5.9967,-5.3629,5.9967,-4.0121,5.9967,-3.125,5.9967,-3.9718,5.9967,-5.5444
6.0,-4.496,6.0,-4.6976,6.0,-3.5484,6.0,-3.9315,6.0,-3.4274,6.0,-3.7702,6.0,-3.0444,6.0,-4.0927,6.0,-4.8387,6.0,-4.8387,6.0,-4.6976,6.0,-4.0927,6.0,-4.254,6.0,-4.8589,6.0,-4.7177,6.0,-3.8105,6.0,-3.9315,6.0,-3.75,6.0,-3.0847,6.0,-5.2823,6.0,-2.9637,6.0,-4.5161,6.0,-3.9315,6.0,-3.004,6.0,-4.5565,6.0,-5.2621,6.0,-3.9315,6.0,-2.8226,6.0,-3.6492,6.0,-5.4839
6.0033,-4.3952,6.0033,-4.7581,6.0033,-3.6089,6.0033,-4.1129,6.0033,-3.6895,6.0033,-3.6492,6.0033,-3.125,6.0033,-4.1734,6.0033,-4.6976,6.0033,-4.8387,6.0033,-4.5363,6.0033,-4.0927,6.0033,-4.5161,6.0033,-4.8387,6.0033,-4.5565,6.0033,-3.8911,6.0033,-3.9113,6.0033,-3.7903,6.0033,-3.004,6.0033,-5.2419,6.0033,-3.0645,6.0033,-4.3548,6.0033,-3.5685,6.0033,-2.8629,6.0033,-4.7177,6.0033,-5.5847,6.0033,-4.3952,6.0033,-3.1956,6.0033,-4.0927,6.0033,-5.3226
6.0067,-4.4556,6.0067,-4.6573,6.0067,-3.5685,6.0067,-3.9113,6.0067,-3.4879,6.0067,-3.7097,6.0067,-3.2258,6.0067,-4.3347,6.0067,-4.879,6.0067,-4.9194,6.0067,-4.8185,6.0067,-4.1532,6.0067,-4.5968,6.0067,-4.9597,6.0067,-4.5565,6.0067,-3.6895,6.0067,-3.9718,6.0067,-3.8105,6.0067,-2.9839,6.0067,-5.4435,6.0067,-3.0645,6.0067,-4.2137,6.0067,-3.2863,6.0067,-2.8831,6.0067,-4.8589,6.0067,-5.5444,6.0067,-4.0927,6.0067,-3.5685,6.0067,-3.8911,6.0067,-5.5645
6.01,-4.3952,6.01,-4.6371,6.01,-3.629,6.01,-4.0726,6.01,-3.2863,6.01,-3.6694,6.01,-3.2863,6.01,-4.2944,6.01,-5.0,6.01,-4.7984,6.01,-4.2944,6.01,-4.0726,6.01,-4.7581,6.01,-4.7984,6.01,-4.6169,6.01,-3.6895,6.01,-3.9113,6.01,-3.8306,6.01,-3.0444,6.01,-5.4435,6.01,-3.1855,6.01,-4.6774,6.01,-3.871,6.01,-3.004,6.01,-4.8589,6.01,-5.504,6.01,-4.0726,6.01,-3.629,6.01,-4.0323,6.01,-5.5847
6.0133,-4.2742,6.0133,-4.7177,6.0133,-3.6895,6.0133,-4.1129,6.0133,-3.6492,6.0133,-3.8306,6.0133,-3.1855,6.0133,-4.2944,6.0133,-4.8387,6.0133,-4.7379,6.0133,-4.5565,6.0133,-4.1532,6.0133,-5.1411,6.0133,-5.0,6.0133,-4.5161,6.0133,-3.5282,6.0133,-3.9919,6.0133,-3.8306,6.0133,-3.0847,6.0133,-5.0403,6.0133,-2.9637,6.0133,-4.3548,6.0133,-3.629,6.0133,-2.9839,6.0133,-4.375,6.0133,-5.4234,6.0133,-4.5161,6.0133,-3.2863,6.0133,-3.9113,6.0133,-5.504
6.0167,-4.5363,6.0167,-4.6573,6.0167,-3.5484,6.0167,-4.0927,6.0167,-3.3266,6.0167,-3.7298,6.0167,-3.4073,6.0167,-4.3952,6.0167,-4.8992,6.0167,-4.9395,6.0167,-4.7177,6.0167,-3.9113,6.0167,-4.8992,6.0167,-4.7177,6.0167,-4.7581,6.0167,-3.9516,6.0167,-3.9516,6.0167,-3.8911,6.0167,-3.125,6.0167,-5.5847,6.0167,-3.1048,6.0167,-4.6371,6.0167,-3.4274,6.0167,-2.9435,6.0167,-4.5766,6.0167,-5.504,6.0167,-4.1331,6.0167,-3.6492,6.0167,-3.8306,6.0167,-5.5645
6.02,-4.2339,6.02,-4.6976,6.02,-3.75,6.02,-4.254,6.02,-3.6895,6.02,-3.9718,6.02,-3.1855,6.02,-4.4355,6.02,-4.7782,6.02,-4.7782,6.02,-4.6976,6.02,-3.9718,6.02,-5.0605,6.02,-4.8589,6.02,-4.7177,6.02,-3.9113,6.02,-4.0726,6.02,-3.7903,6.02,-3.0847,6.02,-5.2218,6.02,-2.8831,6.02,-4.2137,6.02,-3.4274,6.02,-3.1653,6.02,-4.7177,6.02,-5.6855,6.02,-4.254,6.02,-3.2661,6.02,-3.871,6.02,-5.3831
6.0233,-4.254,6.0233,-4.6573,6.0233,-3.7298,6.0233,-4.1734,6.0233,-3.5081,6.0233,-3.6089,6.0233,-3.1452,6.0233,-4.2339,6.0233,-4.6573,6.0233,-5.0,6.0233,-4.4355,6.0233,-4.1935,6.0233,-4.6573,6.0233,-4.7782,6.0233,-4.496,6.0233,-3.7903,6.0233,-3.9516,6.0233,-3.8911,6.0233,-3.1452,6.0233,-5.4234,6.0233,-3.0645,6.0233,-4.4355,6.0233,-3.7298,6.0233,-2.9637,6.0233,-4.8387,6.0233,-5.7056,6.0233,-4.0524,6.0233,-3.5685,6.0233,-3.9315,6.0233,-5.3427
6.0267,-4.4556,6.0267,-4.7581,6.0267,-3.6895,6.0267,-3.9113,6.0267,-3.4879,6.0267,-3.8105,6.0267,-3.1855,6.0267,-4.1129,6.0267,-4.8589,6.0267,-4.9395,6.0267,-4.2339,6.0267,-3.8911,6.0267,-4.6573,6.0267,-4.6976,6.0267,-4.7379,6.0267,-3.7097,6.0267,-3.9718,6.0267,-3.871,6.0267,-3.0242,6.0267,-5.3226,6.0267,-3.1653,6.0267,-4.5161,6.0267,-3.5887,6.0267,-2.8831,6.0267,-4.4556,6.0267,-5.2823,6.0267,-4.3347,6.0267,-3.2661,6.0267,-3.9315,6.0267,-5.625
6.03,-4.3548,6.03,-4.7177,6.03,-3.5282,6.03,-4.0726,6.03,-3.4274,6.03,-3.6089,6.03,-3.0847,6.03,-4.1935,6.03,-5.0806,6.03,-5.0202,6.03,-4.4758,6.03,-4.1331,6.03,-4.6976,6.03,-4.8185,6.03,-4.6976,6.03,-3.9516,6.03,-4.0323,6.03,-3.9315,6.03,-2.8629,6.03,-5.2823,6.03,-3.3065,6.03,-4.3347,6.03,-3.5887,6.03,-3.0847,6.03,-4.6371,6.03,-5.7056,6.03,-3.9919,6.03,-3.3871,6.03,-3.9718,6.03,-5.7258
6.0333,-4.4355,6.0333,-4.7782,6.0333,-3.8105,6.0333,-4.1331,6.0333,-3.7903,6.0333,-3.4677,6.0333,-3.3871,6.0333,-4.4758,6.0333,-5.1613,6.0333,-4.8589,6.0333,-4.4153,6.0333,-4.0323,6.0333,-4.6169,6.0333,-4.9395,6.0333,-4.6573,6.0333,-3.9315,6.0333,-4.0726,6.0333,-4.1734,6.0333,-3.1048,6.0333,-5.3427,6.0333,-3.9919,6.0333,-4.5161,6.0333,-3.9919,6.0333,-2.8629,6.0333,-4.8589,6.0333,-5.6855,6.0333,-3.871,6.0333,-3.3266,6.0333,-4.0927,6.0333,-5.504
6.0367,-4.4758,6.0367,-4.6976,6.0367,-3.6895,6.0367,-4.0927,6.0367,-3.4073,6.0367,-3.5887,6.0367,-3.1452,6.0367,-4.2742,6.0367,-5.1411,6.0367,-4.9395,6.0367,-4.5565,6.0367,-4.0524,6.0367,-4.496,6.0367,-4.6774,6.0367,-4.6371,6.0367,-4.2137,6.0367,-3.9919,6.0367,-4.4758,6.0367,-3.0847,6.0367,-5.1613,6.0367,-4.2137,6.0367,-4.496,6.0367,-3.3871,6.0367,-3.0645,6.0367,-4.8387,6.0367,-5.5645,6.0367,-3.9315,6.0367,-3.1855,6.0367,-3.8911,6.0367,-5.6048
6.04,-4.7581,6.04,-4.7581,6.04,-3.7298,6.04,-4.3548,6.04,-3.4879,6.04,-3.5081,6.04,-3.2056,6.04,-4.1532,6.04,-5.0,6.04,-4.496,6.04,-4.5565,6.04,-4.2339,6.04,-4.7984,6.04,-4.8185,6.04,-4.8387,6.04,-3.8105,6.04,-4.0121,6.04,-4.6573,6.04,-3.1048,6.04,-5.3831,6.04,-4.5766,6.04,-4.5161,6.04,-3.6492,6.04,-3.2661,6.04,-4.8387,6.04,-5.4234,6.04,-4.0323,6.04,-3.629,6.04,-4.0927,6.04,-5.6048
6.0433,-4.7581,6.0433,-4.8185,6.0433,-3.75,6.0433,-4.375,6.0433,-3.3871,6.0433,-3.4274,6.0433,-3.1855,6.0433,-4.2339,6.0433,-5.0202,6.0433,-4.375,6.0433,-4.1935,6.0433,-4.0524,6.0433,-4.6371,6.0433,-4.9395,6.0433,-4.879,6.0433,-3.7903,6.0433,-4.0726,6.0433,-4.7782,6.0433,-3.1855,6.0433,-5.4435,6.0433,-4.5363,6.0433,-4.6573,6.0433,-3.6089,6.0433,-3.1048,6.0433,-4.6169,6.0433,-5.6048,6.0433,-3.3266,6.0433,-3.5282,6.0433,-3.9919,6.0433,-5.7258
6.0467,-4.8185,6.0467,-4.7581,6.0467,-3.7298,6.0467,-4.0121,6.0467,-3.5484,6.0467,-3.7298,6.0467,-3.4879,6.0467,-4.3145,6.0467,-5.1613,6.0467,-3.6694,6.0467,-4.7177,6.0467,-4.1734,6.0467,-5.0,6.0467,-4.8992,6.0467,-4.879,6.0467,-3.9113,6.0467,-4.0121,6.0467,-4.7984,6.0467,-3.0242,6.0467,-5.3831,6.0467,-4.7782,6.0467,-4.4355,6.0467,-3.5887,6.0467,-3.1653,6.0467,-4.9395,6.0467,-5.5444,6.0467,-4.2137,6.0467,-3.3669,6.0467,-4.1935,6.0467,-5.5444
6.05,-4.6371,6.05,-5.0403,6.05,-3.6089,6.05,-4.2944,6.05,-3.629,6.05,-3.4476,6.05,-3.2863,6.05,-4.5161,6.05,-5.1613,6.05,-3.246,6.05,-4.6976,6.05,-4.2137,6.05,-4.6976,6.05,-4.5161,6.05,-4.7379,6.05,-3.6492,6.05,-4.1935,6.05,-4.9194,6.05,-3.1048,6.05,-5.4637,6.05,-4.5565,6.05,-4.2944,6.05,-3.7298,6.05,-3.0847,6.05,-4.7782,6.05,-5.8266,6.05,-4.2742,6.05,-3.1452,6.05,-4.1129,6.05,-5.7056
6.0533,-4.6573,6.0533,-4.9798,6.0533,-3.6895,6.0533,-4.2137,6.0533,-3.629,6.0533,-3.6895,6.0533,-3.3266,6.0533,-4.1331,6.0533,-4.9194,6.0533,-3.0444,6.0533,-4.3347,6.0533,-4.0524,6.0533,-4.7379,6.0533,-4.9798,6.0533,-4.6371,6.0533,-3.9113,6.0533,-4.2742,6.0533,-4.9597,6.0533,-3.2056,6.0533,-5.3629,6.0533,-4.6774,6.0533,-4.3347,6.0533,-3.629,6.0533,-3.0242,6.0533,-5.0202,6.0533,-5.5242,6.0533,-3.5685,6.0533,-3.3669,6.0533,-4.0121,6.0533,-5.6653
6.0567,-4.7177,6.0567,-4.9395,6.0567,-3.6089,6.0567,-4.2339,6.0567,-3.9718,6.0567,-3.7702,6.0567,-3.4476,6.0567,-4.3548,6.0567,-4.7581,6.0567,-3.2056,6.0567,-4.6976,6.0567,-4.2137,6.0567,-4.8185,6.0567,-5.0806,6.0567,-4.7379,6.0567,-3.75,6.0567,-4.254,6.0567,-4.9798,6.0567,-3.0847,6.0567,-5.3427,6.0567,-4.3548,6.0567,-4.375,6.0567,-3.5685,6.0567,-3.2661,6.0567,-4.6976,6.0567,-5.6855,6.0567,-4.3548,6.0567,-3.4677,6.0567,-4.1331,6.0567,-5.6452
