x1_PD011,y1_PD011,x2_PD011,y2_PD011,x1_PD010,y1_PD010,x2_PD010,y2_PD010,x1_PD003,y1_PD003,x2_PD003,y2_PD003,x1_PD004,y1_PD004,x2_PD004,y2_PD004,x1_PD005,y1_PD005,x2_PD005,y2_PD005,x1_PD002,y1_PD002,x2_PD002,y2_PD002,x1_PD012,y1_PD012,x2_PD012,y2_PD012,x1_PD013,y1_PD013,x2_PD013,y2_PD013,x1_PD007,y1_PD007,x2_PD007,y2_PD007,x1_PD009,y1_PD009,x2_PD009,y2_PD009,x1_PD008,y1_PD008,x2_PD008,y2_PD008,x1_PD001,y1_PD001,x2_PD001,y2_PD001,x1_PD006,y1_PD006,x2_PD006,y2_PD006
2.0267,8.4879,2.0267,8.3468,2.0267,10.0,2.0267,8.6492,2.0267,10.1815,2.0267,7.9637,2.0267,10.2419,2.0267,13.4073,2.0267,9.0726,2.0267,8.2056,2.0267,10.1411,2.0267,8.5887,2.0267,8.4073,2.0267,9.0927,2.0267,8.5887,2.0267,8.8508,2.0267,8.8911,2.0267,9.2944,2.0267,9.3347,2.0267,8.2258,2.0267,10.8669,2.0267,10.625,2.0267,9.5766,2.0267,8.4879,2.0267,9.0927,2.0267,8.8306
2.03,8.4476,2.03,8.3266,2.03,9.9798,2.03,8.3266,2.03,10.0403,2.03,8.0847,2.03,10.3226,2.03,12.8427,2.03,8.75,2.03,8.3065,2.03,10.0202,2.03,8.5282,2.03,8.4677,2.03,8.9919,2.03,8.5282,2.03,8.8508,2.03,8.9113,2.03,9.3145,2.03,8.8911,2.03,8.1048,2.03,10.8871,2.03,10.5645,2.03,9.5766,2.03,8.6895,2.03,9.3145,2.03,8.9315
2.0333,8.3266,2.0333,8.3669,2.0333,9.9798,2.0333,8.2863,2.0333,10.1411,2.0333,8.3266,2.0333,10.3226,2.0333,12.1169,2.0333,9.1129,2.0333,8.2056,2.0333,10.0403,2.0333,8.3065,2.0333,8.6895,2.0333,9.0726,2.0333,8.5685,2.0333,9.0323,2.0333,8.9315,2.0333,9.3548,2.0333,9.3548,2.0333,8.1452,2.0333,10.8871,2.0333,10.7258,2.0333,9.7581,2.0333,8.5484,2.0333,9.5766,2.0333,8.7903
2.0367,8.3266,2.0367,8.2661,2.0367,9.9597,2.0367,8.2661,2.0367,10.1815,2.0367,8.5081,2.0367,10.4839,2.0367,11.2702,2.0367,8.7702,2.0367,8.2056,2.0367,10.0605,2.0367,8.4677,2.0367,8.7702,2.0367,9.1129,2.0367,8.5484,2.0367,8.8105,2.0367,8.9516,2.0367,9.375,2.0367,9.1935,2.0367,8.1048,2.0367,10.7863,2.0367,10.6653,2.0367,9.4153,2.0367,8.3669,2.0367,9.5161,2.0367,8.7298
2.04,8.3871,2.04,8.0847,2.04,10.1815,2.04,8.4073,2.04,10.0806,2.04,8.7298,2.04,10.4032,2.04,10.1008,2.04,9.0121,2.04,8.3468,2.04,10.121,2.04,8.4274,2.04,8.75,2.04,9.0726,2.04,8.629,2.04,8.7298,2.04,8.7903,2.04,9.2339,2.04,8.9919,2.04,7.8629,2.04,11.0887,2.04,10.6653,2.04,9.2742,2.04,8.246,2.04,9.4758,2.04,8.7298
2.0433,8.3065,2.0433,8.2258,2.0433,10.0,2.0433,8.5685,2.0433,10.0202,2.0433,8.8306,2.0433,9.6169,2.0433,8.9315,2.0433,8.9516,2.0433,8.1452,2.0433,10.1613,2.0433,8.2863,2.0433,8.5887,2.0433,8.9113,2.0433,8.6089,2.0433,8.7702,2.0433,8.8911,2.0433,9.254,2.0433,9.1734,2.0433,7.9435,2.0433,11.129,2.0433,10.625,2.0433,8.5484,2.0433,8.3266,2.0433,9.4153,2.0433,8.5484
2.0467,8.4073,2.0467,8.1653,2.0467,9.8589,2.0467,8.4274,2.0467,10.1613,2.0467,8.7702,2.0467,9.254,2.0467,8.629,2.0467,8.8911,2.0467,8.3065,2.0467,10.0605,2.0467,8.3669,2.0467,8.5685,2.0467,8.871,2.0467,8.4476,2.0467,8.6694,2.0467,8.8508,2.0467,9.3347,2.0467,9.1331,2.0467,8.1048,2.0467,11.1492,2.0467,10.5444,2.0467,7.9637,2.0467,8.3266,2.0467,9.3548,2.0467,8.6895
2.05,8.3266,2.05,8.3266,2.05,10.0,2.05,8.4677,2.05,10.0806,2.05,8.5887,2.05,8.9718,2.05,8.6492,2.05,8.8105,2.05,8.0847,2.05,9.9194,2.05,8.2258,2.05,8.5685,2.05,8.9516,2.05,8.4677,2.05,8.629,2.05,8.7702,2.05,9.1935,2.05,9.3347,2.05,7.8024,2.05,10.6855,2.05,10.3427,2.05,7.3387,2.05,8.5484,2.05,9.4153,2.05,8.5887
2.0533,8.2863,2.0533,8.246,2.0533,10.0202,2.0533,8.3669,2.0533,9.9395,2.0533,8.6694,2.0533,8.1653,2.0533,8.5887,2.0533,9.0524,2.0533,8.0645,2.0533,9.8992,2.0533,8.004,2.0533,8.6089,2.0533,9.0323,2.0533,8.3871,2.0533,8.6089,2.0533,8.7097,2.0533,9.2137,2.0533,9.1734,2.0533,7.8427,2.0533,10.1411,2.0533,10.3226,2.0533,7.8024,2.0533,8.5282,2.0533,9.375,2.0533,8.7903
2.0567,8.2258,2.0567,8.0645,2.0567,9.9395,2.0567,8.4476,2.0567,10.0403,2.0567,8.5887,2.0567,8.2863,2.0567,8.6089,2.0567,8.8508,2.0567,8.0847,2.0567,9.8589,2.0567,8.2056,2.0567,8.6895,2.0567,8.871,2.0567,8.4274,2.0567,8.5081,2.0567,8.6895,2.0567,9.1734,2.0567,9.1734,2.0567,7.8226,2.0567,9.5363,2.0567,9.9395,2.0567,7.9435,2.0567,8.2661,2.0567,9.3548,2.0567,8.4879
2.06,8.2863,2.06,8.2863,2.06,9.9798,2.06,8.3871,2.06,10.0605,2.06,8.4879,2.06,8.4073,2.06,8.7903,2.06,8.75,2.06,8.1452,2.06,9.6976,2.06,8.004,2.06,8.3871,2.06,9.0323,2.06,8.4274,2.06,8.4677,2.06,8.7097,2.06,9.254,2.06,9.0121,2.06,7.8226,2.06,8.8911,2.06,10.1008,2.06,8.0645,2.06,8.246,2.06,9.3145,2.06,8.4879
2.0633,8.0847,2.0633,8.2661,2.0633,9.9194,2.0633,8.3266,2.0633,10.0806,2.0633,8.5887,2.0633,8.7298,2.0633,8.7903,2.0633,9.0121,2.0633,8.125,2.0633,9.9395,2.0633,8.246,2.0633,8.3871,2.0633,8.871,2.0633,8.4476,2.0633,8.4879,2.0633,8.6694,2.0633,9.1935,2.0633,9.1532,2.0633,7.8024,2.0633,8.5282,2.0633,10.121,2.0633,7.9234,2.0633,8.3266,2.0633,9.1331,2.0633,8.5484
2.0667,8.1452,2.0667,8.1452,2.0667,9.9395,2.0667,8.3468,2.0667,10.0403,2.0667,8.4879,2.0667,8.6895,2.0667,8.75,2.0667,8.9919,2.0667,8.0847,2.0667,9.9597,2.0667,8.1855,2.0667,8.4677,2.0667,8.8105,2.0667,8.4476,2.0667,8.3266,2.0667,8.5685,2.0667,9.1734,2.0667,8.9718,2.0667,7.7419,2.0667,8.2056,2.0667,9.9194,2.0667,7.7621,2.0667,8.3065,2.0667,9.3347,2.0667,8.3266
2.07,8.2056,2.07,8.125,2.07,9.9194,2.07,8.2258,2.07,10.121,2.07,8.4677,2.07,8.7198,2.07,8.9315,2.07,8.871,2.07,8.1452,2.07,9.8992,2.07,8.3468,2.07,8.3468,2.07,8.9315,2.07,8.3266,2.07,8.1452,2.07,8.6895,2.07,9.1532,2.07,8.8508,2.07,7.7621,2.07,8.1048,2.07,9.7379,2.07,7.8831,2.07,8.1653,2.07,9.1734,2.07,8.3871
2.0733,8.2661,2.0733,8.0847,2.0733,9.9597,2.0733,8.4073,2.0733,9.9395,2.0733,8.3266,2.0733,8.75,2.0733,8.7702,2.0733,8.871,2.0733,8.004,2.0733,9.6774,2.0733,8.246,2.0733,8.3669,2.0733,8.8105,2.0733,8.3266,2.0733,8.1653,2.0733,8.629,2.0733,9.2339,2.0733,8.9718,2.0733,7.8427,2.0733,8.5484,2.0733,9.8589,2.0733,7.6815,2.0733,8.1855,2.0733,9.2742,2.0733,8.2863
2.0767,8.1048,2.0767,8.0847,2.0767,9.8992,2.0767,8.3669,2.0767,10.1008,2.0767,8.2863,2.0767,8.7702,2.0767,8.629,2.0767,8.75,2.0767,7.9435,2.0767,8.7702,2.0767,8.246,2.0767,8.4073,2.0767,8.8911,2.0767,8.3468,2.0767,8.1048,2.0767,8.5887,2.0767,9.1129,2.0767,8.8911,2.0767,7.7016,2.0767,8.5685,2.0767,9.8992,2.0767,7.7823,2.0767,8.2661,2.0767,9.0726,2.0767,8.3468
2.08,8.125,2.08,8.0444,2.08,9.7379,2.08,8.2056,2.08,9.879,2.08,8.246,2.08,9.3347,2.08,8.4879,2.08,8.8911,2.08,8.0242,2.08,7.9032,2.08,8.2661,2.08,8.3468,2.08,8.9315,2.08,8.4073,2.08,8.125,2.08,8.5685,2.08,9.1935,2.08,8.8105,2.08,7.7419,2.08,8.629,2.08,9.6976,2.08,7.7218,2.08,8.004,2.08,9.0927,2.08,8.0645
2.0833,8.1855,2.0833,8.1048,2.0833,9.7379,2.0833,8.1048,2.0833,9.8992,2.0833,8.3468,2.0833,9.375,2.0833,8.6089,2.0833,8.9113,2.0833,7.9032,2.0833,7.6613,2.0833,8.2258,2.0833,8.3669,2.0833,8.8508,2.0833,8.3468,2.0833,7.9839,2.0833,8.4476,2.0833,9.1331,2.0833,9.0524,2.0833,7.8831,2.0833,8.629,2.0833,9.6371,2.0833,7.6411,2.0833,8.1452,2.0833,9.254,2.0833,8.3669
2.0867,8.1653,2.0867,8.004,2.0867,9.8185,2.0867,8.2863,2.0867,9.8992,2.0867,8.4073,2.0867,8.8911,2.0867,8.5081,2.0867,9.0323,2.0867,7.8427,2.0867,7.3992,2.0867,8.004,2.0867,8.4274,2.0867,8.7298,2.0867,8.2863,2.0867,8.1048,2.0867,8.5887,2.0867,9.0726,2.0867,8.8105,2.0867,7.7218,2.0867,8.6694,2.0867,9.5968,2.0867,7.6815,2.0867,8.1048,2.0867,9.1734,2.0867,8.2661
2.09,8.1452,2.09,7.9637,2.09,9.879,2.09,8.1855,2.09,9.9194,2.09,8.3266,2.09,8.5484,2.09,8.629,2.09,8.8508,2.09,7.8427,2.09,7.7823,2.09,8.0444,2.09,8.3065,2.09,8.6895,2.09,8.1855,2.09,7.8831,2.09,8.4677,2.09,8.9516,2.09,8.7903,2.09,7.7218,2.09,8.5887,2.09,9.7984,2.09,7.6613,2.09,8.0645,2.09,9.0726,2.09,8.2258
2.0933,8.2056,2.0933,7.8427,2.0933,9.7177,2.0933,7.9839,2.0933,9.8992,2.0933,8.246,2.0933,8.7903,2.0933,8.7097,2.0933,8.6492,2.0933,7.9234,2.0933,8.0242,2.0933,8.0444,2.0933,8.2863,2.0933,8.5685,2.0933,8.3468,2.0933,8.0444,2.0933,8.4879,2.0933,9.0121,2.0933,8.9315,2.0933,7.9032,2.0933,8.4879,2.0933,9.6169,2.0933,7.5605,2.0933,8.125,2.0933,9.1331,2.0933,8.2863
2.0967,8.1855,2.0967,7.9234,2.0967,9.9194,2.0967,8.0242,2.0967,9.6371,2.0967,8.1653,2.0967,8.9718,2.0967,8.5484,2.0967,9.0121,2.0967,7.8024,2.0967,8.004,2.0967,8.004,2.0967,8.3065,2.0967,8.629,2.0967,8.2661,2.0967,7.9839,2.0967,8.5484,2.0967,8.9113,2.0967,8.7702,2.0967,7.8629,2.0967,8.4677,2.0967,9.7177,2.0967,7.7419,2.0967,7.7419,2.0967,9.1734,2.0967,8.1855
2.1,8.1452,2.1,7.9435,2.1,9.8589,2.1,8.0847,2.1,9.3952,2.1,8.246,2.1,8.871,2.1,8.4476,2.1,8.8508,2.1,7.8427,2.1,7.7823,2.1,7.9435,2.1,8.1855,2.1,8.0847,2.1,8.2056,2.1,7.9032,2.1,8.4879,2.1,8.871,2.1,8.9113,2.1,7.5,2.1,8.4879,2.1,9.5968,2.1,7.621,2.1,7.9839,2.1,9.1532,2.1,8.1855
2.1033,8.0847,2.1033,7.9032,2.1033,9.7782,2.1033,7.9637,2.1033,8.5685,2.1033,8.3468,2.1033,8.7903,2.1033,8.3065,2.1033,8.75,2.1033,7.8226,2.1033,7.7016,2.1033,7.8629,2.1033,8.2258,2.1033,7.7016,2.1033,8.0847,2.1033,7.9032,2.1033,8.6089,2.1033,8.9315,2.1033,8.9315,2.1033,7.621,2.1033,8.5685,2.1033,9.5565,2.1033,7.4798,2.1033,7.9839,2.1033,9.1331,2.1033,8.1653
2.1067,7.9435,2.1067,7.7621,2.1067,9.9798,2.1067,8.0645,2.1067,7.8226,2.1067,8.246,2.1067,8.7097,2.1067,8.3065,2.1067,8.75,2.1067,7.8024,2.1067,7.6613,2.1067,7.8629,2.1067,8.2258,2.1067,7.4597,2.1067,8.246,2.1067,7.8629,2.1067,8.6089,2.1067,8.8911,2.1067,8.8911,2.1067,7.7621,2.1067,8.5484,2.1067,9.5766,2.1067,7.5,2.1067,7.8427,2.1067,9.3145,2.1067,8.0242
2.11,7.8831,2.11,7.9032,2.11,9.6371,2.11,8.0242,2.11,7.5,2.11,8.2056,2.11,8.871,2.11,8.4879,2.11,8.7702,2.11,7.7218,2.11,7.5605,2.11,7.6815,2.11,8.3065,2.11,7.5605,2.11,8.246,2.11,7.9234,2.11,8.4476,2.11,8.8508,2.11,8.8911,2.11,7.5806,2.11,8.4879,2.11,9.4758,2.11,7.7016,2.11,7.9234,2.11,8.9718,2.11,8.1452
2.1133,7.9435,2.1133,7.8629,2.1133,9.4758,2.1133,7.9637,2.1133,7.3992,2.1133,8.125,2.1133,8.871,2.1133,8.2258,2.1133,8.8508,2.1133,7.7419,2.1133,7.7419,2.1133,7.8629,2.1133,8.1452,2.1133,7.6411,2.1133,8.1048,2.1133,7.6411,2.1133,8.5282,2.1133,8.9516,2.1133,8.5282,2.1133,7.6008,2.1133,8.4879,2.1133,9.3347,2.1133,7.6613,2.1133,7.8226,2.1133,9.1331,2.1133,8.0242
2.1167,8.004,2.1167,8.0645,2.1167,9.4355,2.1167,7.9435,2.1167,7.6411,2.1167,8.125,2.1167,8.8105,2.1167,8.3065,2.1167,8.5484,2.1167,7.621,2.1167,7.7621,2.1167,7.8831,2.1167,8.1048,2.1167,7.9234,2.1167,8.0242,2.1167,7.9032,2.1167,8.4677,2.1167,8.7903,2.1167,8.7097,2.1167,7.5605,2.1167,8.4677,2.1167,9.2944,2.1167,7.5605,2.1167,7.7218,2.1167,9.2137,2.1167,8.1452
2.12,7.7419,2.12,7.8629,2.12,8.8508,2.12,7.8226,2.12,7.8629,2.12,8.0444,2.12,9.3347,2.12,8.3669,2.12,8.6089,2.12,7.5806,2.12,7.7016,2.12,8.0242,2.12,8.0847,2.12,7.9032,2.12,8.1452,2.12,7.7016,2.12,8.5081,2.12,8.4677,2.12,8.6089,2.12,7.6008,2.12,8.6895,2.12,9.3145,2.12,7.6411,2.12,7.7016,2.12,9.0121,2.12,8.0847
2.1233,7.8831,2.1233,7.6613,2.1233,8.3871,2.1233,7.9032,2.1233,8.0645,2.1233,8.1048,2.1233,8.5685,2.1233,8.0242,2.1233,8.75,2.1233,7.621,2.1233,7.6411,2.1233,7.6613,2.1233,8.125,2.1233,7.9234,2.1233,8.0847,2.1233,7.621,2.1233,8.4677,2.1233,7.8831,2.1233,8.75,2.1233,7.8629,2.1233,8.4476,2.1233,9.1734,2.1233,7.4597,2.1233,7.8226,2.1233,9.0524,2.1233,8.246
2.1267,7.8427,2.1267,7.6815,2.1267,8.1653,2.1267,7.8226,2.1267,8.0847,2.1267,8.1048,2.1267,8.7903,2.1267,8.2258,2.1267,8.5685,2.1267,7.6008,2.1267,7.5403,2.1267,7.8024,2.1267,8.125,2.1267,7.8024,2.1267,8.0242,2.1267,7.7218,2.1267,8.3468,2.1267,7.1573,2.1267,8.5685,2.1267,7.5403,2.1267,8.3669,2.1267,9.1129,2.1267,7.4194,2.1267,7.7218,2.1267,8.9919,2.1267,8.1855
2.13,7.9435,2.13,7.7621,2.13,7.8427,2.13,7.9032,2.13,7.7823,2.13,8.0242,2.13,8.9516,2.13,8.3065,2.13,8.8105,2.13,7.4395,2.13,7.5605,2.13,7.8427,2.13,8.0847,2.13,7.7016,2.13,8.004,2.13,7.621,2.13,8.3065,2.13,6.7339,2.13,8.6492,2.13,7.7419,2.13,8.4476,2.13,9.1129,2.13,7.3387,2.13,7.8226,2.13,9.1331,2.13,7.9637
2.1333,7.7621,2.1333,7.6815,2.1333,8.1653,2.1333,7.9032,2.1333,7.8427,2.1333,8.004,2.1333,8.5282,2.1333,8.3669,2.1333,8.5887,2.1333,7.5403,2.1333,7.5605,2.1333,7.7621,2.1333,8.1452,2.1333,7.4194,2.1333,7.9839,2.1333,7.621,2.1333,8.3266,2.1333,6.6734,2.1333,8.5282,2.1333,7.5202,2.1333,8.4073,2.1333,8.9315,2.1333,7.2782,2.1333,7.6411,2.1333,9.1331,2.1333,8.1452
2.1367,7.7823,2.1367,7.9032,2.1367,8.1452,2.1367,7.8427,2.1367,7.9234,2.1367,8.0444,2.1367,8.6492,2.1367,8.1452,2.1367,8.629,2.1367,7.621,2.1367,7.5,2.1367,7.7016,2.1367,8.0444,2.1367,7.6008,2.1367,7.8427,2.1367,7.5403,2.1367,8.2661,2.1367,6.8347,2.1367,8.8306,2.1367,7.2177,2.1367,8.3065,2.1367,8.8508,2.1367,7.379,2.1367,7.6613,2.1367,9.1129,2.1367,8.004
2.14,7.8427,2.14,7.6815,2.14,8.1452,2.14,7.7823,2.14,7.7621,2.14,8.0242,2.14,8.7702,2.14,8.2056,2.14,8.4274,2.14,7.6815,2.14,7.5806,2.14,7.8427,2.14,8.0444,2.14,7.4597,2.14,7.7621,2.14,7.4597,2.14,8.2661,2.14,7.0161,2.14,8.4476,2.14,7.379,2.14,8.3266,2.14,8.9315,2.14,7.3185,2.14,7.6008,2.14,9.0121,2.14,8.0242
2.1433,7.6411,2.1433,7.7621,2.1433,8.2056,2.1433,7.7419,2.1433,7.8226,2.1433,7.9435,2.1433,8.4879,2.1433,8.0645,2.1433,7.9435,2.1433,7.4597,2.1433,7.5806,2.1433,7.5605,2.1433,7.9435,2.1433,7.4798,2.1433,7.9234,2.1433,7.5,2.1433,8.2863,2.1433,7.1976,2.1433,8.629,2.1433,7.4798,2.1433,8.3669,2.1433,8.7702,2.1433,7.2379,2.1433,7.7218,2.1433,8.9919,2.1433,8.2863
2.1467,7.7218,2.1467,7.7218,2.1467,8.3468,2.1467,7.7218,2.1467,7.7016,2.1467,7.9435,2.1467,9.1935,2.1467,8.246,2.1467,7.4798,2.1467,7.2782,2.1467,7.4597,2.1467,7.621,2.1467,7.9234,2.1467,7.5,2.1467,7.8226,2.1467,7.5605,2.1467,8.2258,2.1467,7.2177,2.1467,8.4476,2.1467,7.2379,2.1467,8.2863,2.1467,8.7097,2.1467,7.4194,2.1467,7.8024,2.1467,8.9919,2.1467,7.9637
2.15,7.8024,2.15,7.7621,2.15,8.2863,2.15,7.6008,2.15,7.5,2.15,7.8831,2.15,9.6976,2.15,8.0847,2.15,6.6129,2.15,7.3589,2.15,7.5806,2.15,7.3992,2.15,7.8831,2.15,7.4798,2.15,7.9032,2.15,7.4395,2.15,8.1653,2.15,7.0968,2.15,8.3871,2.15,7.3992,2.15,8.2258,2.15,8.6089,2.15,7.3185,2.15,7.7621,2.15,9.0524,2.15,7.9234
2.1533,7.8226,2.1533,7.6411,2.1533,8.246,2.1533,7.6411,2.1533,7.6008,2.1533,7.9637,2.1533,8.8911,2.1533,8.3065,2.1533,6.25,2.1533,7.4597,2.1533,7.4395,2.1533,7.6613,2.1533,7.8831,2.1533,7.4194,2.1533,7.8629,2.1533,7.3185,2.1533,8.1452,2.1533,7.0968,2.1533,8.3871,2.1533,7.1976,2.1533,8.3669,2.1533,8.3871,2.1533,7.2984,2.1533,7.6411,2.1533,9.0323,2.1533,7.9839
2.1567,7.6613,2.1567,7.6008,2.1567,8.1452,2.1567,7.6008,2.1567,7.5,2.1567,7.9637,2.1567,8.7702,2.1567,8.1653,2.1567,6.5323,2.1567,7.4597,2.1567,7.3589,2.1567,7.6411,2.1567,7.8831,2.1567,7.379,2.1567,7.5806,2.1567,7.1774,2.1567,7.9435,2.1567,6.9556,2.1567,8.3468,2.1567,7.4395,2.1567,8.2661,2.1567,8.4879,2.1567,7.1169,2.1567,7.6815,2.1567,8.9718,2.1567,7.9839
2.16,7.6411,2.16,7.5403,2.16,8.125,2.16,7.6613,2.16,7.5605,2.16,7.8427,2.16,8.7903,2.16,8.3468,2.16,6.7339,2.16,7.3387,2.16,7.4798,2.16,7.3992,2.16,7.9839,2.16,7.3992,2.16,7.8629,2.16,7.2177,2.16,7.5403,2.16,7.0161,2.16,8.4274,2.16,7.1976,2.16,8.1048,2.16,8.4677,2.16,7.2782,2.16,7.5,2.16,8.9919,2.16,7.9234
2.1633,7.6815,2.1633,7.5202,2.1633,8.0242,2.1633,7.621,2.1633,7.4395,2.1633,7.8629,2.1633,8.8306,2.1633,8.2056,2.1633,7.1169,2.1633,7.3387,2.1633,7.4194,2.1633,7.5202,2.1633,7.9032,2.1633,7.3589,2.1633,7.4194,2.1633,7.1976,2.1633,6.9556,2.1633,6.9355,2.1633,8.2863,2.1633,7.4194,2.1633,8.1653,2.1633,8.3468,2.1633,6.996,2.1633,7.5202,2.1633,8.8508,2.1633,7.7621
2.1667,7.5605,2.1667,7.621,2.1667,8.2863,2.1667,7.5202,2.1667,7.4194,2.1667,7.8427,2.1667,8.9315,2.1667,8.125,2.1667,7.0161,2.1667,7.3185,2.1667,7.2581,2.1667,7.5,2.1667,7.7621,2.1667,7.3185,2.1667,7.5806,2.1667,7.2581,2.1667,6.4919,2.1667,6.9153,2.1667,8.3468,2.1667,7.2984,2.1667,8.1653,2.1667,8.3468,2.1667,7.1976,2.1667,7.5,2.1667,8.7097,2.1667,7.8629
2.17,7.621,2.17,7.6613,2.17,8.1452,2.17,7.3992,2.17,7.4194,2.17,7.7419,2.17,8.7702,2.17,8.0847,2.17,7.2177,2.17,7.3992,2.17,7.5605,2.17,7.3387,2.17,7.9637,2.17,7.3589,2.17,7.5605,2.17,7.2581,2.17,6.1895,2.17,6.754,2.17,8.4274,2.17,7.3992,2.17,8.125,2.17,8.2056,2.17,7.1169,2.17,7.4798,2.17,8.75,2.17,7.9234
2.1733,7.6008,2.1733,7.6613,2.1733,8.2056,2.1733,7.6008,2.1733,7.4798,2.1733,7.7419,2.1733,8.8306,2.1733,8.0242,2.1733,6.875,2.1733,7.4194,2.1733,7.2581,2.1733,7.2984,2.1733,7.8024,2.1733,7.3589,2.1733,7.6613,2.1733,7.3185,2.1733,6.4718,2.1733,6.7742,2.1733,8.2863,2.1733,7.2984,2.1733,8.1855,2.1733,8.1855,2.1733,6.9556,2.1733,7.5,2.1733,8.9113,2.1733,7.5403
2.1767,7.3992,2.1767,7.4597,2.1767,8.0847,2.1767,7.5,2.1767,7.4798,2.1767,7.7823,2.1767,9.496,2.1767,8.1855,2.1767,6.7137,2.1767,7.2984,2.1767,7.5,2.1767,7.6008,2.1767,7.7419,2.1767,7.1774,2.1767,7.4395,2.1767,7.2177,2.1767,6.6532,2.1767,6.7339,2.1767,8.4476,2.1767,7.2581,2.1767,8.1855,2.1767,8.1048,2.1767,7.1371,2.1767,7.6815,2.1767,8.75,2.1767,7.7823
2.18,7.4597,2.18,7.5,2.18,8.2661,2.18,7.6008,2.18,7.3992,2.18,7.7218,2.18,8.9113,2.18,8.125,2.18,6.9758,2.18,7.2581,2.18,7.2177,2.18,7.7218,2.18,7.7621,2.18,7.2177,2.18,7.5806,2.18,7.1774,2.18,6.9556,2.18,6.6935,2.18,8.4879,2.18,7.1371,2.18,8.2863,2.18,8.004,2.18,7.0565,2.18,7.3992,2.18,8.8105,2.18,7.6613
2.1833,7.5403,2.1833,7.5,2.1833,7.9234,2.1833,7.3185,2.1833,7.4395,2.1833,7.8427,2.1833,9.1129,2.1833,7.9839,2.1833,6.875,2.1833,7.1573,2.1833,7.2782,2.1833,7.6008,2.1833,7.7419,2.1833,7.1371,2.1833,7.5605,2.1833,7.1573,2.1833,7.0565,2.1833,6.7742,2.1833,8.3065,2.1833,7.0968,2.1833,8.125,2.1833,7.9234,2.1833,7.0565,2.1833,7.3589,2.1833,8.6089,2.1833,7.7218
2.1867,7.3992,2.1867,7.4395,2.1867,7.8226,2.1867,7.3185,2.1867,7.3387,2.1867,7.6815,2.1867,9.0524,2.1867,8.0847,2.1867,6.7137,2.1867,7.0766,2.1867,7.2984,2.1867,7.5202,2.1867,7.8427,2.1867,7.1976,2.1867,7.5605,2.1867,7.0565,2.1867,6.8952,2.1867,6.6331,2.1867,8.4677,2.1867,7.1573,2.1867,8.0444,2.1867,8.0847,2.1867,6.875,2.1867,7.4798,2.1867,8.6895,2.1867,7.7016
2.19,7.4798,2.19,7.5605,2.19,7.9234,2.19,7.5202,2.19,7.379,2.19,7.3387,2.19,9.0726,2.19,8.1855,2.19,6.7742,2.19,7.1774,2.19,7.3589,2.19,7.3387,2.19,7.7419,2.19,7.1573,2.19,7.2984,2.19,6.9556,2.19,6.875,2.19,6.7339,2.19,8.3669,2.19,6.9758,2.19,8.0645,2.19,7.8831,2.19,6.8548,2.19,7.2984,2.19,8.6492,2.19,7.7621
2.1933,7.4597,2.1933,7.4194,2.1933,7.9637,2.1933,7.4597,2.1933,7.2984,2.1933,7.5806,2.1933,8.8306,2.1933,8.125,2.1933,6.5524,2.1933,7.2379,2.1933,7.2379,2.1933,7.4395,2.1933,7.7621,2.1933,7.1573,2.1933,7.3589,2.1933,7.0766,2.1933,6.6532,2.1933,6.5927,2.1933,8.1653,2.1933,7.1169,2.1933,8.0444,2.1933,7.9234,2.1933,6.9355,2.1933,7.379,2.1933,8.7903,2.1933,7.4798
2.1967,7.3992,2.1967,7.379,2.1967,7.8831,2.1967,7.2782,2.1967,7.3185,2.1967,7.6613,2.1967,8.6694,2.1967,8.0242,2.1967,6.7339,2.1967,6.8952,2.1967,7.1573,2.1967,7.2984,2.1967,7.6613,2.1967,6.996,2.1967,7.3589,2.1967,6.9556,2.1967,6.7742,2.1967,6.6734,2.1967,8.2661,2.1967,7.2581,2.1967,8.0645,2.1967,8.0242,2.1967,6.8548,2.1967,7.3185,2.1967,8.6089,2.1967,7.7621
2.2,7.5,2.2,7.5202,2.2,7.9839,2.2,7.3589,2.2,7.3589,2.2,7.6008,2.2,8.6089,2.2,8.0444,2.2,6.7944,2.2,6.4315,2.2,6.996,2.2,7.0968,2.2,7.5806,2.2,6.9758,2.2,7.3992,2.2,7.1371,2.2,6.8548,2.2,6.6129,2.2,8.2056,2.2,7.0363,2.2,7.8427,2.2,7.7419,2.2,6.7137,2.2,7.5,2.2,8.5484,2.2,7.5202
2.2033,7.3185,2.2033,7.2177,2.2033,7.7823,2.2033,7.0766,2.2033,7.2581,2.2033,7.6613,2.2033,8.9516,2.2033,8.0242,2.2033,6.7137,2.2033,5.8266,2.2033,7.0363,2.2033,7.3185,2.2033,7.6411,2.2033,7.0363,2.2033,7.3185,2.2033,7.0161,2.2033,6.754,2.2033,6.5323,2.2033,8.2863,2.2033,7.0766,2.2033,7.8831,2.2033,7.9234,2.2033,7.0161,2.2033,7.5403,2.2033,8.5484,2.2033,7.4798
