x1_PDPW112,y1_PDPW112,x2_PDPW112,y2_PDPW112,x1_PDQE102,y1_PDQE102,x2_PDQE102,y2_PDQE102,x1_PD112,y1_PD112,x2_PD112,y2_PD112,x1_PDPW104,y1_PDPW104,x2_PDPW104,y2_PDPW104,x1_PDPW106,y1_PDPW106,x2_PDPW106,y2_PDPW106,x1_PD106,y1_PD106,x2_PD106,y2_PD106,x1_PDQE103,y1_PDQE103,x2_PDQE103,y2_PDQE103,x1_PDQE107,y1_PDQE107,x2_PDQE107,y2_PDQE107,x1_PDPW107,y1_PDPW107,x2_PDPW107,y2_PDPW107,x1_PD111,y1_PD111,x2_PD111,y2_PD111,x1_PDQE105,y1_PDQE105,x2_PDQE105,y2_PDQE105,x1_PDPW110,y1_PDPW110,x2_PDPW110,y2_PDPW110,x1_PDPW109,y1_PDPW109,x2_PDPW109,y2_PDPW109,x1_PDPY101,y1_PDPY101,x2_PDPY101,y2_PDPY101,x1_PD122,y1_PD122,x2_PD122,y2_PD122,x1_PDQE112,y1_PDQE112,x2_PDQE112,y2_PDQE112,x1_PD120,y1_PD120,x2_PD120,y2_PD120,x1_PDQE104,y1_PDQE104,x2_PDQE104,y2_PDQE104,x1_PD108,y1_PD108,x2_PD108,y2_PD108,x1_PD104,y1_PD104,x2_PD104,y2_PD104,x1_PD109,y1_PD109,x2_PD109,y2_PD109,x1_PD126,y1_PD126,x2_PD126,y2_PD126,x1_PDQE114,y1_PDQE114,x2_PDQE114,y2_PDQE114,x1_PDQE113,y1_PDQE113,x2_PDQE113,y2_PDQE113,x1_PD121,y1_PD121,x2_PD121,y2_PD121,x1_PDPW113,y1_PDPW113,x2_PDPW113,y2_PDPW113,x1_PDQE108,y1_PDQE108,x2_PDQE108,y2_PDQE108,x1_PD107,y1_PD107,x2_PD107,y2_PD107,x1_PDQE115,y1_PDQE115,x2_PDQE115,y2_PDQE115,x1_PDPW111,y1_PDPW111,x2_PDPW111,y2_PDPW111,x1_PD119,y1_PD119,x2_PD119,y2_PD119
1.6833,8.5484,1.6833,9.9798,1.6833,8.4476,1.6833,8.5484,1.6833,7.5,1.6833,7.1976,1.6833,8.0242,1.6833,8.2258,1.6833,7.5202,1.6833,6.4919,1.6833,8.3468,1.6833,7.0766,1.6833,9.496,1.6833,7.4395,1.6833,11.7339,1.6833,8.2258,1.6833,9.7379,1.6833,6.9153,1.6833,7.3992,1.6833,7.2177,1.6833,7.1774,1.6833,9.8992,1.6833,10.9073,1.6833,13.0242,1.6833,10.8871,1.6833,8.9718,1.6833,10.3831,1.6833,7.621,1.6833,8.1855,1.6833,6.6734,1.6833,8.246,1.6833,8.5282,1.6833,7.6613,1.6833,,1.6833,9.7984,1.6833,9.6169,1.6833,7.8427,1.6833,7.6815,1.6833,7.4798,1.6833,7.0565,1.6833,8.4879,1.6833,7.7218,1.6833,7.6411,1.6833,6.3508,1.6833,8.1048,1.6833,7.9839,1.6833,10.1613,1.6833,7.8427,1.6833,7.7621,1.6833,7.0565,1.6833,9.8589,1.6833,7.1573,1.6833,10.746,1.6833,10.1008,1.6833,7.2782,1.6833,6.5927,1.6833,8.3669,1.6833,7.5605,1.6833,11.1694,1.6833,8.2863,1.6833,8.5081,1.6833,8.004
1.6867,8.5484,1.6867,9.7177,1.6867,9.0524,1.6867,8.6492,1.6867,7.2984,1.6867,7.1573,1.6867,8.004,1.6867,7.2984,1.6867,7.3992,1.6867,6.4315,1.6867,8.4879,1.6867,7.3992,1.6867,8.9315,1.6867,7.5605,1.6867,11.9556,1.6867,8.2056,1.6867,9.5968,1.6867,7.0968,1.6867,,1.6867,7.5806,1.6867,7.1573,1.6867,9.6371,1.6867,10.6048,1.6867,12.5,1.6867,10.7661,1.6867,8.7903,1.6867,10.3831,1.6867,7.5202,1.6867,8.1452,1.6867,7.3185,1.6867,8.1452,1.6867,8.3669,1.6867,7.8226,1.6867,7.7016,1.6867,9.9395,1.6867,9.3548,1.6867,7.7218,1.6867,7.7218,1.6867,7.3589,1.6867,7.1169,1.6867,8.4274,1.6867,7.5403,1.6867,7.4194,1.6867,6.3508,1.6867,8.1048,1.6867,7.6815,1.6867,10.0806,1.6867,8.1048,1.6867,7.8427,1.6867,7.0363,1.6867,10.4435,1.6867,7.7218,1.6867,11.0685,1.6867,10.3226,1.6867,7.2581,1.6867,6.2903,1.6867,7.9435,1.6867,6.6734,1.6867,11.1895,1.6867,7.4194,1.6867,8.4879,1.6867,7.9637
1.69,8.4879,1.69,8.7097,1.69,9.0927,1.69,8.5685,1.69,7.5202,1.69,7.2177,1.69,7.7823,1.69,6.2903,1.69,7.3589,1.69,6.5524,1.69,8.125,1.69,7.5202,1.69,8.6089,1.69,7.5605,1.69,11.9556,1.69,8.246,1.69,9.6774,1.69,6.9758,1.69,,1.69,7.4395,1.69,7.379,1.69,9.6371,1.69,10.5444,1.69,12.5605,1.69,10.7056,1.69,9.1935,1.69,10.4032,1.69,7.5403,1.69,8.1855,1.69,6.371,1.69,7.8024,1.69,8.3468,1.69,7.7016,1.69,7.5605,1.69,9.9194,1.69,9.3548,1.69,7.8024,1.69,7.7419,1.69,7.3185,1.69,7.1169,1.69,8.629,1.69,7.8427,1.69,7.4798,1.69,6.25,1.69,8.0444,1.69,7.9839,1.69,10.1613,1.69,7.8629,1.69,7.9637,1.69,7.0968,1.69,10.3226,1.69,6.9153,1.69,10.9073,1.69,10.3226,1.69,7.2379,1.69,6.25,1.69,8.0242,1.69,7.2379,1.69,11.1895,1.69,6.7742,1.69,8.4879,1.69,7.9839
1.6933,8.629,1.6933,7.7419,1.6933,9.0726,1.6933,8.8306,1.6933,7.379,1.6933,7.0968,1.6933,7.8831,1.6933,5.5847,1.6933,7.3992,1.6933,6.3306,1.6933,8.3065,1.6933,7.4194,1.6933,8.4677,1.6933,7.5202,1.6933,11.7742,1.6933,8.1048,1.6933,9.7379,1.6933,7.0766,1.6933,,1.6933,7.4395,1.6933,7.1774,1.6933,9.9395,1.6933,10.625,1.6933,12.0363,1.6933,10.625,1.6933,8.7097,1.6933,10.2823,1.6933,7.4597,1.6933,8.4274,1.6933,,1.6933,7.7218,1.6933,8.7097,1.6933,7.4597,1.6933,7.4395,1.6933,9.7581,1.6933,9.6169,1.6933,7.7621,1.6933,7.7621,1.6933,7.1573,1.6933,7.0161,1.6933,8.3669,1.6933,7.5806,1.6933,7.5202,1.6933,6.4718,1.6933,7.9839,1.6933,7.8226,1.6933,9.9597,1.6933,8.2056,1.6933,7.8226,1.6933,6.9556,1.6933,9.9395,1.6933,7.1371,1.6933,10.8669,1.6933,10.4234,1.6933,7.2379,1.6933,6.1895,1.6933,8.004,1.6933,7.7016,1.6933,10.9677,1.6933,6.1089,1.6933,8.3669,1.6933,7.9637
1.6967,8.5484,1.6967,6.8952,1.6967,9.1532,1.6967,,1.6967,7.6008,1.6967,7.0968,1.6967,,1.6967,5.0806,1.6967,7.3387,1.6967,6.4718,1.6967,8.2056,1.6967,7.5,1.6967,8.6694,1.6967,7.7621,1.6967,11.4919,1.6967,7.9839,1.6967,9.7177,1.6967,7.0565,1.6967,8.3468,1.6967,7.3589,1.6967,7.4597,1.6967,9.6371,1.6967,10.6855,1.6967,11.0282,1.6967,10.7863,1.6967,8.4677,1.6967,10.2419,1.6967,7.4597,1.6967,8.1653,1.6967,,1.6967,8.125,1.6967,8.8508,1.6967,7.6411,1.6967,7.4194,1.6967,9.8387,1.6967,9.5565,1.6967,7.5806,1.6967,7.5605,1.6967,7.2177,1.6967,6.9758,1.6967,8.7298,1.6967,7.7016,1.6967,7.5,1.6967,6.4315,1.6967,8.004,1.6967,7.7823,1.6967,10.1613,1.6967,7.9234,1.6967,7.7218,1.6967,7.1169,1.6967,9.879,1.6967,6.6935,1.6967,10.8871,1.6967,10.0806,1.6967,7.2379,1.6967,6.5726,1.6967,8.0444,1.6967,7.2782,1.6967,11.3105,1.6967,5.2419,1.6967,8.5685,1.6967,7.8831
1.7,8.5282,1.7,6.0484,1.7,8.7903,1.7,8.125,1.7,7.4597,1.7,7.0766,1.7,7.9637,1.7,4.1935,1.7,7.2581,1.7,6.3105,1.7,8.2863,1.7,7.5403,1.7,9.0726,1.7,7.7218,1.7,11.6331,1.7,7.9839,1.7,9.5363,1.7,7.0565,1.7,7.621,1.7,7.2984,1.7,7.2782,1.7,9.6573,1.7,10.8468,1.7,9.6976,1.7,10.6452,1.7,8.7702,1.7,10.2419,1.7,7.6815,1.7,8.1452,1.7,,1.7,8.1653,1.7,8.8105,1.7,7.7823,1.7,,1.7,9.7379,1.7,9.2944,1.7,7.7621,1.7,7.5806,1.7,7.2782,1.7,6.9556,1.7,8.6089,1.7,7.7823,1.7,7.379,1.7,6.4516,1.7,8.125,1.7,7.7621,1.7,9.879,1.7,7.7419,1.7,7.7823,1.7,6.996,1.7,9.9395,1.7,7.1573,1.7,10.6048,1.7,10.3427,1.7,7.1573,1.7,6.4919,1.7,7.8226,1.7,7.3185,1.7,11.1694,1.7,4.6371,1.7,8.4677,1.7,7.9234
1.7033,8.7298,1.7033,5.6855,1.7033,9.0121,1.7033,8.9516,1.7033,7.5,1.7033,6.9355,1.7033,7.8831,1.7033,4.5565,1.7033,7.1976,1.7033,6.3306,1.7033,8.3065,1.7033,7.3185,1.7033,9.2339,1.7033,7.7621,1.7033,11.4718,1.7033,8.0444,1.7033,9.5766,1.7033,7.1774,1.7033,,1.7033,,1.7033,7.621,1.7033,9.3952,1.7033,10.7863,1.7033,9.1129,1.7033,10.9677,1.7033,8.7702,1.7033,10.2218,1.7033,7.6613,1.7033,8.0444,1.7033,,1.7033,8.1452,1.7033,8.7903,1.7033,7.5806,1.7033,,1.7033,9.7379,1.7033,9.2137,1.7033,7.7621,1.7033,7.7016,1.7033,7.2984,1.7033,6.9153,1.7033,8.5685,1.7033,7.0968,1.7033,7.5,1.7033,6.2702,1.7033,8.0444,1.7033,7.7016,1.7033,9.2137,1.7033,7.8226,1.7033,7.7016,1.7033,6.6935,1.7033,9.9597,1.7033,7.1573,1.7033,10.746,1.7033,10.1815,1.7033,7.0363,1.7033,6.3911,1.7033,7.7621,1.7033,7.0161,1.7033,11.0685,1.7033,4.2742,1.7033,8.3065,1.7033,7.9637
1.7067,8.6694,1.7067,5.2621,1.7067,9.0524,1.7067,8.5081,1.7067,7.3589,1.7067,7.1774,1.7067,8.1653,1.7067,4.8589,1.7067,7.2379,1.7067,6.2903,1.7067,8.1653,1.7067,7.5403,1.7067,9.496,1.7067,7.621,1.7067,10.9677,1.7067,7.8427,1.7067,9.7177,1.7067,6.8548,1.7067,,1.7067,6.7339,1.7067,6.9355,1.7067,9.1532,1.7067,10.8871,1.7067,8.3266,1.7067,10.7056,1.7067,8.4677,1.7067,10.4234,1.7067,7.7218,1.7067,7.8831,1.7067,,1.7067,8.4274,1.7067,8.7298,1.7067,7.5403,1.7067,,1.7067,9.9597,1.7067,9.375,1.7067,7.621,1.7067,7.4194,1.7067,7.2177,1.7067,6.996,1.7067,8.6492,1.7067,7.4798,1.7067,7.2984,1.7067,6.3105,1.7067,8.2258,1.7067,7.8226,1.7067,8.4274,1.7067,7.8831,1.7067,7.8629,1.7067,6.5726,1.7067,9.7581,1.7067,7.2581,1.7067,10.5847,1.7067,10.2016,1.7067,7.0968,1.7067,6.2702,1.7067,7.7218,1.7067,7.2581,1.7067,10.8669,1.7067,3.8306,1.7067,8.4879,1.7067,7.7621
1.71,8.5887,1.71,4.9597,1.71,8.8306,1.71,8.5887,1.71,7.3992,1.71,6.8952,1.71,,1.71,5.2419,1.71,7.2581,1.71,6.1492,1.71,8.1048,1.71,7.1573,1.71,9.1935,1.71,7.379,1.71,9.8992,1.71,7.7621,1.71,9.5968,1.71,6.8145,1.71,,1.71,7.0968,1.71,7.1774,1.71,8.6694,1.71,10.9476,1.71,7.9839,1.71,10.8468,1.71,8.6492,1.71,10.0605,1.71,7.621,1.71,7.8831,1.71,,1.71,8.3468,1.71,8.6694,1.71,7.5605,1.71,,1.71,9.7581,1.71,9.2944,1.71,7.6613,1.71,7.5202,1.71,7.1573,1.71,6.9556,1.71,8.6694,1.71,7.621,1.71,7.3589,1.71,6.4718,1.71,7.9637,1.71,7.8024,1.71,7.1976,1.71,7.9435,1.71,7.8831,1.71,6.7742,1.71,9.879,1.71,6.6129,1.71,10.4234,1.71,10.2218,1.71,7.1169,1.71,6.2298,1.71,7.7823,1.71,7.0161,1.71,11.2903,1.71,3.7097,1.71,8.4274,1.71,7.8629
1.7133,8.5282,1.7133,4.7177,1.7133,8.4677,1.7133,8.2258,1.7133,7.379,1.7133,6.996,1.7133,7.9839,1.7133,5.3226,1.7133,7.1976,1.7133,6.1492,1.7133,7.9234,1.7133,7.2782,1.7133,9.254,1.7133,7.8427,1.7133,8.7097,1.7133,7.7621,1.7133,9.5161,1.7133,6.9556,1.7133,6.6532,1.7133,6.5524,1.7133,7.1573,1.7133,8.0242,1.7133,10.8065,1.7133,8.0645,1.7133,10.8266,1.7133,8.8508,1.7133,10.504,1.7133,7.8024,1.7133,8.8306,1.7133,,1.7133,8.3871,1.7133,8.6694,1.7133,7.7218,1.7133,,1.7133,9.6371,1.7133,9.3145,1.7133,7.4798,1.7133,7.5,1.7133,7.3387,1.7133,6.8548,1.7133,8.4274,1.7133,7.4395,1.7133,7.3387,1.7133,6.2298,1.7133,7.8629,1.7133,7.7218,1.7133,6.7742,1.7133,7.9234,1.7133,7.5403,1.7133,6.875,1.7133,10.1008,1.7133,7.0766,1.7133,10.5645,1.7133,10.3427,1.7133,7.1169,1.7133,6.0685,1.7133,8.0645,1.7133,7.0766,1.7133,10.9879,1.7133,3.7903,1.7133,8.3871,1.7133,7.9839
1.7167,8.5484,1.7167,4.3548,1.7167,9.0524,1.7167,8.2056,1.7167,7.2984,1.7167,6.875,1.7167,7.8226,1.7167,4.9798,1.7167,7.1774,1.7167,6.2903,1.7167,7.9839,1.7167,7.379,1.7167,9.254,1.7167,7.379,1.7167,7.9637,1.7167,7.9637,1.7167,9.4355,1.7167,6.754,1.7167,7.1371,1.7167,,1.7167,7.1573,1.7167,7.2379,1.7167,11.0484,1.7167,7.5403,1.7167,11.0081,1.7167,8.9315,1.7167,10.4032,1.7167,7.5605,1.7167,8.6694,1.7167,,1.7167,8.3266,1.7167,8.9113,1.7167,7.5202,1.7167,,1.7167,9.8387,1.7167,9.3347,1.7167,7.6411,1.7167,7.1976,1.7167,7.1573,1.7167,6.9153,1.7167,8.4677,1.7167,7.621,1.7167,7.5202,1.7167,6.25,1.7167,7.9637,1.7167,7.6815,1.7167,7.2177,1.7167,7.8226,1.7167,7.8427,1.7167,6.7137,1.7167,9.7782,1.7167,6.8548,1.7167,10.6048,1.7167,10.1411,1.7167,7.2379,1.7167,6.2298,1.7167,7.6411,1.7167,7.0363,1.7167,11.2298,1.7167,3.871,1.7167,8.3468,1.7167,7.7419
1.72,8.5081,1.72,4.2339,1.72,8.8105,1.72,8.3266,1.72,7.3185,1.72,6.7742,1.72,7.9637,1.72,4.9395,1.72,7.0565,1.72,6.129,1.72,7.8226,1.72,7.1976,1.72,9.0121,1.72,6.996,1.72,7.3589,1.72,7.8427,1.72,9.4355,1.72,6.8347,1.72,7.1169,1.72,,1.72,7.0565,1.72,7.1169,1.72,10.8266,1.72,7.8226,1.72,11.0484,1.72,8.7298,1.72,9.7177,1.72,7.7016,1.72,8.2258,1.72,,1.72,8.2863,1.72,8.5685,1.72,7.5,1.72,,1.72,9.8589,1.72,9.4355,1.72,7.5403,1.72,7.4798,1.72,7.0766,1.72,6.7944,1.72,8.4073,1.72,7.7218,1.72,7.3992,1.72,6.0484,1.72,7.9839,1.72,7.5,1.72,7.6613,1.72,7.9435,1.72,7.8427,1.72,6.5927,1.72,8.9113,1.72,6.6734,1.72,10.746,1.72,10.2218,1.72,7.0565,1.72,6.1694,1.72,7.7621,1.72,6.8952,1.72,11.1492,1.72,3.6492,1.72,8.2863,1.72,7.7218
1.7233,8.5282,1.7233,4.0323,1.7233,8.3468,1.7233,8.2258,1.7233,7.4597,1.7233,7.0161,1.7233,8.246,1.7233,4.6371,1.7233,7.0565,1.7233,6.1089,1.7233,8.125,1.7233,7.2782,1.7233,9.1532,1.7233,7.379,1.7233,7.4395,1.7233,7.6411,1.7233,9.6169,1.7233,6.7137,1.7233,7.3589,1.7233,7.3589,1.7233,7.1371,1.7233,6.6129,1.7233,10.7863,1.7233,8.0847,1.7233,10.8266,1.7233,8.6492,1.7233,9.2944,1.7233,7.5605,1.7233,8.4476,1.7233,,1.7233,8.3669,1.7233,8.5081,1.7233,7.6613,1.7233,7.2379,1.7233,9.7379,1.7233,9.5161,1.7233,7.4597,1.7233,7.4395,1.7233,7.0565,1.7233,6.7944,1.7233,8.5887,1.7233,7.4798,1.7233,7.3589,1.7233,6.2097,1.7233,7.8427,1.7233,7.621,1.7233,8.3871,1.7233,7.5605,1.7233,7.6815,1.7233,6.6532,1.7233,7.9839,1.7233,6.5121,1.7233,10.8468,1.7233,10.121,1.7233,7.0363,1.7233,6.0887,1.7233,7.7621,1.7233,6.9355,1.7233,10.9879,1.7233,3.7702,1.7233,8.246,1.7233,7.7218
1.7267,8.5685,1.7267,4.3548,1.7267,8.6694,1.7267,8.2661,1.7267,7.1169,1.7267,6.996,1.7267,7.7621,1.7267,4.9798,1.7267,7.0565,1.7267,6.0685,1.7267,8.1048,1.7267,6.8952,1.7267,8.9315,1.7267,7.4798,1.7267,7.3992,1.7267,7.5403,1.7267,9.5565,1.7267,6.6935,1.7267,6.7137,1.7267,6.6734,1.7267,7.1976,1.7267,6.3911,1.7267,10.9677,1.7267,7.9234,1.7267,11.1492,1.7267,8.2661,1.7267,8.4677,1.7267,7.2581,1.7267,8.629,1.7267,,1.7267,8.2056,1.7267,8.3669,1.7267,7.6613,1.7267,7.3387,1.7267,9.5565,1.7267,9.2339,1.7267,7.3589,1.7267,7.4194,1.7267,7.1573,1.7267,6.9153,1.7267,8.5081,1.7267,7.621,1.7267,7.2379,1.7267,6.1694,1.7267,7.7419,1.7267,7.5202,1.7267,8.4879,1.7267,7.621,1.7267,7.7419,1.7267,6.6331,1.7267,7.3992,1.7267,6.5927,1.7267,10.8266,1.7267,10.0605,1.7267,6.8548,1.7267,6.3306,1.7267,7.7621,1.7267,6.996,1.7267,11.1492,1.7267,3.7903,1.7267,8.3468,1.7267,7.6411
1.73,8.5685,1.73,4.1734,1.73,8.7298,1.73,8.0444,1.73,7.2379,1.73,6.7339,1.73,7.9839,1.73,4.8992,1.73,7.0161,1.73,6.1089,1.73,7.8831,1.73,6.9153,1.73,8.629,1.73,7.3992,1.73,7.5403,1.73,7.7621,1.73,9.3952,1.73,6.7944,1.73,6.4718,1.73,6.7339,1.73,7.0363,1.73,6.0484,1.73,10.8065,1.73,8.246,1.73,10.9879,1.73,8.871,1.73,7.7218,1.73,7.4395,1.73,7.9435,1.73,,1.73,8.2661,1.73,8.4677,1.73,7.3992,1.73,7.4597,1.73,9.6774,1.73,9.2944,1.73,7.3992,1.73,7.3387,1.73,7.0363,1.73,6.8145,1.73,8.3871,1.73,7.4597,1.73,7.2782,1.73,6.1895,1.73,7.8024,1.73,7.4194,1.73,8.1452,1.73,7.8629,1.73,7.621,1.73,6.8347,1.73,7.2581,1.73,6.5927,1.73,10.6653,1.73,9.9597,1.73,6.8347,1.73,6.4315,1.73,7.3992,1.73,6.9153,1.73,11.129,1.73,3.6694,1.73,8.246,1.73,7.6613
1.7333,8.3871,1.7333,4.0323,1.7333,8.6089,1.7333,7.9839,1.7333,7.2581,1.7333,6.6935,1.7333,7.7621,1.7333,4.8185,1.7333,6.996,1.7333,6.0887,1.7333,7.9032,1.7333,6.754,1.7333,8.8911,1.7333,7.0161,1.7333,7.379,1.7333,7.6613,1.7333,9.496,1.7333,6.6532,1.7333,7.0968,1.7333,,1.7333,6.8548,1.7333,6.3911,1.7333,10.9677,1.7333,8.4274,1.7333,10.8468,1.7333,8.7702,1.7333,7.5202,1.7333,7.5806,1.7333,7.9637,1.7333,,1.7333,8.1855,1.7333,8.3669,1.7333,7.6411,1.7333,7.4395,1.7333,9.7782,1.7333,9.1331,1.7333,7.3185,1.7333,7.2984,1.7333,6.9556,1.7333,6.754,1.7333,8.4677,1.7333,7.3185,1.7333,7.3992,1.7333,6.1895,1.7333,7.7419,1.7333,7.1371,1.7333,7.8024,1.7333,7.7218,1.7333,7.7016,1.7333,6.6532,1.7333,7.3185,1.7333,6.7742,1.7333,11.0484,1.7333,10.0,1.7333,6.996,1.7333,6.1694,1.7333,7.5,1.7333,7.2379,1.7333,11.2097,1.7333,3.5887,1.7333,8.2056,1.7333,7.6613
1.7367,8.5484,1.7367,3.9516,1.7367,8.5484,1.7367,8.1653,1.7367,7.3185,1.7367,6.8952,1.7367,7.5403,1.7367,4.6371,1.7367,6.996,1.7367,6.0282,1.7367,8.0847,1.7367,7.0565,1.7367,9.0323,1.7367,7.0363,1.7367,7.7016,1.7367,7.5403,1.7367,9.5363,1.7367,6.7742,1.7367,6.9355,1.7367,,1.7367,6.875,1.7367,6.1895,1.7367,10.5444,1.7367,8.4073,1.7367,10.7863,1.7367,8.2661,1.7367,7.3387,1.7367,7.4395,1.7367,8.125,1.7367,,1.7367,8.1048,1.7367,8.5081,1.7367,7.6815,1.7367,,1.7367,9.9798,1.7367,9.1935,1.7367,7.4395,1.7367,7.2379,1.7367,6.9758,1.7367,6.7742,1.7367,8.3669,1.7367,7.379,1.7367,7.3387,1.7367,6.2298,1.7367,7.6008,1.7367,7.4395,1.7367,7.5605,1.7367,7.5202,1.7367,7.621,1.7367,6.6129,1.7367,7.6411,1.7367,6.6734,1.7367,10.6855,1.7367,9.9395,1.7367,6.7339,1.7367,6.25,1.7367,7.2177,1.7367,6.8145,1.7367,11.0887,1.7367,3.5081,1.7367,8.2661,1.7367,7.6411
1.74,8.4073,1.74,4.0726,1.74,8.125,1.74,8.246,1.74,7.2782,1.74,6.8548,1.74,7.4597,1.74,4.9194,1.74,6.9153,1.74,5.8669,1.74,7.8629,1.74,6.754,1.74,8.9919,1.74,7.0766,1.74,7.8226,1.74,7.2984,1.74,9.3548,1.74,6.5927,1.74,6.6532,1.74,6.6532,1.74,6.5524,1.74,6.4718,1.74,10.7258,1.74,8.3266,1.74,10.9879,1.74,8.6089,1.74,7.4597,1.74,7.5,1.74,7.8427,1.74,,1.74,8.1048,1.74,8.4274,1.74,7.5202,1.74,,1.74,9.7379,1.74,9.1734,1.74,7.2782,1.74,7.1371,1.74,6.8952,1.74,6.7137,1.74,8.3266,1.74,7.3992,1.74,7.0161,1.74,5.9274,1.74,7.7823,1.74,7.2984,1.74,7.5403,1.74,7.379,1.74,7.6411,1.74,6.9153,1.74,7.0363,1.74,6.9153,1.74,10.7661,1.74,9.9798,1.74,7.1371,1.74,6.1089,1.74,7.2581,1.74,6.8548,1.74,11.2097,1.74,3.5484,1.74,8.2056,1.74,7.6815
1.7433,8.4073,1.7433,4.1532,1.7433,8.3871,1.7433,8.1653,1.7433,7.3185,1.7433,6.7339,1.7433,7.6411,1.7433,4.4556,1.7433,6.9556,1.7433,5.8669,1.7433,7.7823,1.7433,6.875,1.7433,9.2137,1.7433,6.7742,1.7433,7.6815,1.7433,7.5403,1.7433,9.4355,1.7433,6.4718,1.7433,6.8145,1.7433,6.6129,1.7433,6.7339,1.7433,6.4315,1.7433,10.6855,1.7433,8.4274,1.7433,10.8871,1.7433,8.246,1.7433,7.9435,1.7433,7.4194,1.7433,7.8831,1.7433,,1.7433,8.0444,1.7433,8.3266,1.7433,7.5605,1.7433,,1.7433,9.8185,1.7433,9.1129,1.7433,7.2581,1.7433,7.379,1.7433,6.8952,1.7433,6.6331,1.7433,8.2863,1.7433,7.2984,1.7433,7.1976,1.7433,5.9274,1.7433,7.6411,1.7433,7.379,1.7433,7.7621,1.7433,7.4597,1.7433,7.6411,1.7433,6.3105,1.7433,7.0363,1.7433,6.9153,1.7433,10.4839,1.7433,9.7984,1.7433,6.754,1.7433,6.129,1.7433,7.2984,1.7433,7.0968,1.7433,11.2097,1.7433,3.8306,1.7433,8.2863,1.7433,7.6613
1.7467,8.4879,1.7467,4.1734,1.7467,8.5685,1.7467,8.1048,1.7467,7.0968,1.7467,6.6331,1.7467,7.8629,1.7467,4.6169,1.7467,6.9556,1.7467,5.8266,1.7467,7.621,1.7467,6.7742,1.7467,8.7097,1.7467,7.2984,1.7467,7.5806,1.7467,7.4597,1.7467,9.5565,1.7467,6.4919,1.7467,6.5323,1.7467,7.0363,1.7467,6.7339,1.7467,6.1895,1.7467,10.6653,1.7467,8.4677,1.7467,10.7258,1.7467,8.2258,1.7467,8.1048,1.7467,7.2581,1.7467,7.7016,1.7467,,1.7467,8.004,1.7467,8.2863,1.7467,7.2984,1.7467,,1.7467,9.7984,1.7467,9.0524,1.7467,7.2177,1.7467,7.2782,1.7467,6.875,1.7467,6.5121,1.7467,8.3468,1.7467,7.2177,1.7467,7.1169,1.7467,6.1089,1.7467,7.3185,1.7467,7.2177,1.7467,7.6008,1.7467,7.1976,1.7467,7.5806,1.7467,6.5524,1.7467,7.0363,1.7467,6.4919,1.7467,10.3629,1.7467,10.0806,1.7467,6.9153,1.7467,5.9677,1.7467,7.3992,1.7467,6.7339,1.7467,11.2097,1.7467,3.6492,1.7467,8.2258,1.7467,7.5403
1.75,8.4073,1.75,3.9516,1.75,8.5282,1.75,8.3871,1.75,7.0565,1.75,6.6532,1.75,7.621,1.75,4.6774,1.75,6.8145,1.75,5.7863,1.75,7.7823,1.75,6.754,1.75,8.9113,1.75,6.7944,1.75,7.379,1.75,7.379,1.75,9.3952,1.75,6.5524,1.75,6.6129,1.75,6.7944,1.75,6.8548,1.75,6.3911,1.75,10.7258,1.75,8.4073,1.75,10.1411,1.75,8.3065,1.75,8.1452,1.75,7.3185,1.75,7.5605,1.75,,1.75,7.8629,1.75,8.1855,1.75,7.1976,1.75,,1.75,9.6976,1.75,9.0726,1.75,7.1573,1.75,7.3185,1.75,6.7944,1.75,6.4516,1.75,8.3468,1.75,7.5403,1.75,7.1976,1.75,6.1492,1.75,7.6815,1.75,7.1573,1.75,7.5202,1.75,7.3589,1.75,7.5,1.75,6.3508,1.75,7.2581,1.75,6.6129,1.75,10.4839,1.75,9.6573,1.75,6.875,1.75,6.0887,1.75,7.1976,1.75,7.1371,1.75,11.3105,1.75,3.629,1.75,8.2056,1.75,7.6008
1.7533,8.4274,1.7533,4.0121,1.7533,8.3065,1.7533,7.8427,1.7533,7.0968,1.7533,6.6935,1.7533,7.3387,1.7533,4.6371,1.7533,6.8952,1.7533,5.8468,1.7533,7.7621,1.7533,6.8548,1.7533,9.0121,1.7533,6.8548,1.7533,7.4395,1.7533,7.5806,1.7533,9.0927,1.7533,6.5323,1.7533,6.5323,1.7533,6.6734,1.7533,6.7137,1.7533,6.0081,1.7533,10.6855,1.7533,8.4073,1.7533,8.75,1.7533,8.3266,1.7533,8.1452,1.7533,7.2177,1.7533,7.4597,1.7533,,1.7533,8.0847,1.7533,8.0444,1.7533,7.4194,1.7533,,1.7533,9.5968,1.7533,9.0927,1.7533,7.1371,1.7533,7.3185,1.7533,7.0161,1.7533,6.4113,1.7533,8.5282,1.7533,7.3185,1.7533,6.9153,1.7533,5.8871,1.7533,7.5403,1.7533,6.9153,1.7533,7.5605,1.7533,7.8024,1.7533,7.4597,1.7533,6.371,1.7533,7.4395,1.7533,6.6935,1.7533,10.5645,1.7533,9.7581,1.7533,7.0565,1.7533,5.8468,1.7533,6.9556,1.7533,6.9153,1.7533,11.3306,1.7533,3.5685,1.7533,8.0242,1.7533,7.5202
