x,y
9.9833,9.9798
10.0,10.0
10.0167,9.9798
10.0333,9.9597
10.05,9.9597
10.0667,9.9395
10.0833,9.9194
10.1,9.8992
10.1167,9.879
10.1333,9.8589
10.15,9.8589
10.1667,9.8387
10.1833,9.8185
10.2,9.7984
10.2167,9.7782
10.2333,9.7581
10.25,9.7581
10.2667,9.7379
10.2833,9.7177
10.3,9.6976
10.3167,9.6774
10.3333,9.6573
10.35,9.6573
10.3667,9.6371
10.3833,9.6169
10.4,9.5968
10.4167,9.5766
10.4333,9.5565
10.45,9.5565
10.4667,9.5363
10.4833,9.5161
10.5,9.496
10.5167,9.4758
10.5333,9.4556
10.55,9.4556
10.5667,9.4355
10.5833,9.4153
10.6,9.3952
10.6167,9.375
10.6333,9.3548
10.65,9.3548
10.6667,9.3347
10.6833,9.3145
10.7,9.2944
10.7167,9.2742
10.7333,9.254
10.75,9.254
10.7667,9.2339
10.7833,9.2137
10.8,9.1935
10.8167,9.1734
10.8333,9.1532
10.85,9.1532
10.8667,9.1331
10.8833,9.1129
10.9,9.0927
10.9167,9.0726
10.9333,9.0726
10.95,9.0524
10.9667,9.0323
10.9833,9.0121
11.0,8.9919
11.0167,8.9718
11.0333,8.9718
11.05,8.9516
11.0667,8.9315
11.0833,8.9113
11.1,8.8911
11.1167,8.871
11.1333,8.871
11.15,8.8508
11.1667,8.8306
11.1833,8.8105
11.2,8.7903
11.2167,8.7702
11.2333,8.7702
11.25,8.75
11.2667,8.7298
11.2833,8.7097
11.3,8.6895
11.3167,8.6694
11.3333,8.6694
11.35,8.6492
11.3667,8.629
11.3833,8.6089
11.4,8.5887
11.4167,8.5685
11.4333,8.5685
11.45,8.5484
11.4667,8.5282
11.4833,8.5081
11.5,8.4879
11.5167,8.4677
11.5333,8.4677
11.55,8.4476
11.5667,8.4274
11.5833,8.4073
11.6,8.3871
11.6167,8.3669
11.6333,8.3669
11.65,8.3468
11.6667,8.3266
11.6833,8.3065
11.7,8.2863
11.7167,8.2863
11.7333,8.2661
11.75,8.246
11.7667,8.2258
11.7833,8.2056
11.8,8.1855
11.8167,8.1855
11.8333,8.1653
11.85,8.1452
11.8667,8.125
11.8833,8.1048
11.9,8.0847
11.9167,8.0847
11.9333,8.0645
11.95,8.0444
11.9667,8.0242
11.9833,8.004
12.0,7.9839
12.0167,7.9839
12.0333,7.9637
12.05,7.9435
12.0667,7.9234
12.0833,7.9032
12.1,7.8831
12.1167,7.8831
12.1333,7.8629
12.15,7.8427
12.1667,7.8226
12.1833,7.8024
12.2,7.7823
12.2167,7.7823
12.2333,7.7621
12.25,7.7419
12.2667,7.7218
12.2833,7.7016
12.3,7.7016
12.3167,7.6815
12.3333,7.6613
12.35,7.6411
12.3667,7.621
12.3833,7.6008
12.4,7.6008
12.4167,7.5806
12.4333,7.5605
12.45,7.5403
12.4667,7.5202
12.4833,7.5
12.5,7.5
12.5167,7.4798
12.5333,7.4597
12.55,7.4395
12.5667,7.4194
12.5833,7.3992
12.6,7.3992
12.6167,7.379
12.6333,7.3589
12.65,7.3387
12.6667,7.3185
12.6833,7.2984
12.7,7.2984
12.7167,7.2782
12.7333,7.2581
12.75,7.2379
12.7667,7.2177
12.7833,7.2177
12.8,7.1976
12.8167,7.1774
12.8333,7.1573
12.85,7.1371
12.8667,7.1169
12.8833,7.1169
12.9,7.0968
12.9167,7.0766
12.9333,7.0565
12.95,7.0363
12.9667,7.0161
12.9833,7.0161
13.0,6.996
13.0167,6.9758
13.0333,6.9556
13.05,6.9355
13.0667,6.9153
13.0833,6.9153
13.1,6.8952
13.1167,6.875
13.1333,6.8548
13.15,6.8347
13.1667,6.8145
13.1833,6.8145
13.2,6.7944
13.2167,6.7742
13.2333,6.754
13.25,6.7339
13.2667,6.7339
13.2833,6.7137
13.3,6.6935
13.3167,6.6734
13.3333,6.6532
13.35,6.6331
13.3667,6.6331
13.3833,6.6129
13.4,6.5927
13.4167,6.5726
13.4333,6.5524
13.45,6.5323
13.4667,6.5323
13.4833,6.5121
13.5,6.4919
13.5167,6.4718
13.5333,6.4516
13.55,6.4315
13.5667,6.4315
13.5833,6.4113
13.6,6.3911
13.6167,6.371
13.6333,6.3508
13.65,6.3306
13.6667,6.3306
13.6833,6.3105
13.7,6.2903
13.7167,6.2702
13.7333,6.25
13.75,6.25
13.7667,6.2298
13.7833,6.2097
13.8,6.1895
13.8167,6.1694
13.8333,6.1492
13.85,6.1492
13.8667,6.129
13.8833,6.1089
13.9,6.0887
13.9167,6.0685
13.9333,6.0484
13.95,6.0484
13.9667,6.0282
13.9833,6.0081
14.0,5.9879
14.0167,5.9677
14.0333,5.9476
14.05,5.9476
14.0667,5.9274
14.0833,5.9073
14.1,5.8871
14.1167,5.8669
14.1333,5.8669
14.15,5.8468
14.1667,5.8266
14.1833,5.8065
14.2,5.7863
14.2167,5.7661
14.2333,5.7661
14.25,5.746
14.2667,5.7258
14.2833,5.7056
14.3,5.6855
14.3167,5.6653
14.3333,5.6653
14.35,5.6452
14.3667,5.625
14.3833,5.6048
14.4,5.5847
14.4167,5.5645
14.4333,5.5645
14.45,5.5444
14.4667,5.5242
14.4833,5.504
14.5,5.4839
14.5167,5.4637
14.5333,5.4637
14.55,5.4435
14.5667,5.4234
14.5833,5.4032
14.6,5.3831
14.6167,5.3831
14.6333,5.3629
14.65,5.3427
14.6667,5.3226
14.6833,5.3024
14.7,5.2823
14.7167,5.2823
14.7333,5.2621
14.75,5.2419
14.7667,5.2218
14.7833,5.2016
14.8,5.1815
14.8167,5.1815
14.8333,5.1613
14.85,5.1411
14.8667,5.121
14.8833,5.1008
14.9,5.0806
14.9167,5.0806
14.9333,5.0605
14.95,5.0403
14.9667,5.0202
14.9833,5.0
15.0,5.0
15.0167,4.9798
15.0333,4.9597
15.05,4.9395
15.0667,4.9194
15.0833,4.8992
15.1,4.8992
15.1167,4.879
15.1333,4.8589
15.15,4.8387
15.1667,4.8185
15.1833,4.7984
15.2,4.7984
15.2167,4.7782
15.2333,4.7581
15.25,4.7379
15.2667,4.7177
15.2833,4.6976
15.3,4.6976
15.3167,4.6774
15.3333,4.6573
15.35,4.6371
15.3667,4.6169
15.3833,4.6169
15.4,4.5968
15.4167,4.5766
15.4333,4.5565
15.45,4.5363
15.4667,4.5161
15.4833,4.5161
15.5,4.496
15.5167,4.4758
15.5333,4.4556
15.55,4.4355
15.5667,4.4153
15.5833,4.4153
15.6,4.3952
15.6167,4.375
15.6333,4.3548
15.65,4.3347
15.6667,4.3145
15.6833,4.3145
15.7,4.2944
15.7167,4.2742
15.7333,4.254
15.75,4.2339
15.7667,4.2339
15.7833,4.2137
15.8,4.1935
15.8167,4.1734
15.8333,4.1532
15.85,4.1331
15.8667,4.1331
15.8833,4.1129
15.9,4.0927
15.9167,4.0726
15.9333,4.0524
15.95,4.0323
15.9667,4.0323
15.9833,4.0121
16.0,3.9919
16.0167,3.9718
16.0333,3.9516
16.05,3.9315
16.0667,3.9315
16.0833,3.9113
16.1,3.8911
16.1167,3.871
16.1333,3.8508
16.15,3.8508
16.1667,3.8306
16.1833,3.8105
16.2,3.7903
16.2167,3.7702
16.2333,3.75
16.25,3.75
16.2667,3.7298
16.2833,3.7097
16.3,3.6895
16.3167,3.6694
16.3333,3.6492
16.35,3.6492
16.3667,3.629
16.3833,3.6089
16.4,3.5887
16.4167,3.5685
16.4333,3.5685
16.45,3.5484
16.4667,3.5282
16.4833,3.5081
16.5,3.4879
16.5167,3.4677
16.5333,3.4677
16.55,3.4476
16.5667,3.4274
16.5833,3.4073
16.6,3.3871
16.6167,3.3669
16.6333,3.3669
16.65,3.3468
16.6667,3.3266
16.6833,3.3065
16.7,3.2863
16.7167,3.2661
16.7333,3.2661
16.75,3.246
16.7667,3.2258
16.7833,3.2056
16.8,3.1855
16.8167,3.1855
16.8333,3.1653
16.85,3.1452
16.8667,3.125
16.8833,3.1048
16.9,3.0847
16.9167,3.0847
16.9333,3.0645
16.95,3.0444
16.9667,3.0242
16.9833,3.004
17.0,2.9839
17.0167,2.9839
17.0333,2.9637
17.05,2.9435
17.0667,2.9234
17.0833,2.9032
17.1,2.9032
17.1167,2.8831
17.1333,2.8629
17.15,2.8427
17.1667,2.8226
17.1833,2.8024
17.2,2.8024
17.2167,2.7823
17.2333,2.7621
17.25,2.7419
17.2667,2.7218
17.2833,2.7016
17.3,2.7016
17.3167,2.6815
17.3333,2.6613
17.35,2.6411
17.3667,2.621
17.3833,2.6008
17.4,2.6008
17.4167,2.5806
17.4333,2.5605
17.45,2.5403
17.4667,2.5202
17.4833,2.5202
17.5,2.5
17.5167,2.4798
17.5333,2.4597
17.55,2.4395
17.5667,2.4194
17.5833,2.4194
17.6,2.3992
17.6167,2.379
17.6333,2.3589
17.65,2.3387
17.6667,2.3185
17.6833,2.3185
17.7,2.2984
17.7167,2.2782
17.7333,2.2581
17.75,2.2379
17.7667,2.2379
17.7833,2.2177
17.8,2.1976
17.8167,2.1774
17.8333,2.1573
17.85,2.1371
17.8667,2.1371
17.8833,2.1169
17.9,2.0968
17.9167,2.0766
17.9333,2.0565
17.95,2.0363
17.9667,2.0363
17.9833,2.0161
18.0,1.996
18.0167,1.9758
18.0333,1.9556
18.05,1.9355
18.0667,1.9355
18.0833,1.9153
18.1,1.8952
18.1167,1.875
18.1333,1.8548
18.15,1.8548
18.1667,1.8347
18.1833,1.8145
18.2,1.7944
18.2167,1.7742
18.2333,1.754
18.25,1.754
18.2667,1.7339
18.2833,1.7137
18.3,1.6935
18.3167,1.6734
18.3333,1.6532
18.35,1.6532
18.3667,1.6331
18.3833,1.6129
18.4,1.5927
18.4167,1.5726
18.4333,1.5726
18.45,1.5524
18.4667,1.5323
18.4833,1.5121
18.5,1.4919
18.5167,1.4718
18.5333,1.4718
18.55,1.4516
18.5667,1.4315
18.5833,1.4113
18.6,1.3911
18.6167,1.371
18.6333,1.371
18.65,1.3508
18.6667,1.3306
18.6833,1.3105
18.7,1.2903
18.7167,1.2702
18.7333,1.2702
18.75,1.25
18.7667,1.2298
18.7833,1.2097
18.8,1.1895
18.8167,1.1895
18.8333,1.1694
18.85,1.1492
18.8667,1.129
18.8833,1.1089
18.9,1.0887
18.9167,1.0887
18.9333,1.0685
18.95,1.0484
18.9667,1.0282
18.9833,1.0081
19.0,0.9879
19.0167,0.9879
19.0333,0.9677
19.05,0.9476
19.0667,0.9274
19.0833,0.9073
19.1,0.9073
19.1167,0.8871
19.1333,0.8669
19.15,0.8468
19.1667,0.8266
19.1833,0.8065
19.2,0.8065
19.2167,0.7863
19.2333,0.7661
19.25,0.746
19.2667,0.7258
19.2833,0.7056
19.3,0.7056
19.3167,0.6855
19.3333,0.6653
19.35,0.6452
19.3667,0.625
19.3833,0.625
19.4,0.6048
19.4167,0.5847
19.4333,0.5645
19.45,0.5444
19.4667,0.5242
19.4833,0.5242
19.5,0.504
19.5167,0.4839
19.5333,0.4637
19.55,0.4435
19.5667,0.4234
19.5833,0.4234
19.6,0.4032
19.6167,0.3831
19.6333,0.3629
19.65,0.3427
19.6667,0.3226
19.6833,0.3226
19.7,0.3024
19.7167,0.2823
19.7333,0.2621
19.75,0.2419
19.7667,0.2419
19.7833,0.2218
19.8,0.2016
19.8167,0.1815
19.8333,0.1613
19.85,0.1411
19.8667,0.1411
19.8833,0.121
19.9,0.1008
19.9167,0.0806
19.9333,0.0605
19.95,0.0403
19.9667,0.0403
19.9833,0.0202
20.0,0.0
20.0167,-0.0202
20.0333,-0.0403
20.05,-0.0403
20.0667,-0.0605
20.0833,-0.0806
20.1,-0.1008
20.1167,-0.121
20.1333,-0.1411
20.15,-0.1411
20.1667,-0.1613
20.1833,-0.1815
20.2,-0.2016
20.2167,-0.2218
20.2333,-0.2419
20.25,-0.2419
20.2667,-0.2621
20.2833,-0.2823
20.3,-0.3024
20.3167,-0.3226
20.3333,-0.3226
20.35,-0.3427
20.3667,-0.3629
20.3833,-0.3831
20.4,-0.4032
20.4167,-0.4234
20.4333,-0.4234
20.45,-0.4435
20.4667,-0.4637
20.4833,-0.4839
20.5,-0.504
20.5167,-0.5242
20.5333,-0.5242
20.55,-0.5444
20.5667,-0.5645
20.5833,-0.5847
20.6,-0.6048
20.6167,-0.625
20.6333,-0.625
20.65,-0.6452
20.6667,-0.6653
20.6833,-0.6855
20.7,-0.7056
20.7167,-0.7056
20.7333,-0.7258
20.75,-0.746
20.7667,-0.7661
20.7833,-0.7863
20.8,-0.8065
20.8167,-0.8065
20.8333,-0.8266
20.85,-0.8468
20.8667,-0.8669
20.8833,-0.8871
20.9,-0.9073
20.9167,-0.9073
20.9333,-0.9274
20.95,-0.9476
20.9667,-0.9677
20.9833,-0.9879
21.0,-0.9879
21.0167,-1.0081
21.0333,-1.0282
21.05,-1.0484
21.0667,-1.0685
21.0833,-1.0887
21.1,-1.0887
21.1167,-1.1089
21.1333,-1.129
21.15,-1.1492
21.1667,-1.1694
21.1833,-1.1895
21.2,-1.1895
21.2167,-1.2097
21.2333,-1.2298
21.25,-1.25
21.2667,-1.2702
21.2833,-1.2702
21.3,-1.2903
21.3167,-1.3105
21.3333,-1.3306
21.35,-1.3508
21.3667,-1.371
21.3833,-1.371
21.4,-1.3911
21.4167,-1.4113
21.4333,-1.4315
21.45,-1.4516
21.4667,-1.4718
21.4833,-1.4718
21.5,-1.4919
21.5167,-1.5121
21.5333,-1.5323
21.55,-1.5524
21.5667,-1.5726
21.5833,-1.5726
21.6,-1.5927
21.6167,-1.6129
21.6333,-1.6331
21.65,-1.6532
21.6667,-1.6532
21.6833,-1.6734
21.7,-1.6935
21.7167,-1.7137
21.7333,-1.7339
21.75,-1.754
21.7667,-1.754
21.7833,-1.7742
21.8,-1.7944
21.8167,-1.8145
21.8333,-1.8347
21.85,-1.8548
21.8667,-1.8548
21.8833,-1.875
21.9,-1.8952
21.9167,-1.9153
21.9333,-1.9355
21.95,-1.9355
21.9667,-1.9556
21.9833,-1.9758
22.0,-1.996
22.0167,-2.0161
22.0333,-2.0363
22.05,-2.0363
22.0667,-2.0565
22.0833,-2.0766
22.1,-2.0968
22.1167,-2.1169
22.1333,-2.1371
22.15,-2.1371
22.1667,-2.1573
22.1833,-2.1774
22.2,-2.1976
22.2167,-2.2177
22.2333,-2.2379
22.25,-2.2379
22.2667,-2.2581
22.2833,-2.2782
22.3,-2.2984
22.3167,-2.3185
22.3333,-2.3185
22.35,-2.3387
22.3667,-2.3589
22.3833,-2.379
22.4,-2.3992
22.4167,-2.4194
22.4333,-2.4194
22.45,-2.4395
22.4667,-2.4597
22.4833,-2.4798
22.5,-2.5
22.5167,-2.5202
22.5333,-2.5202
22.55,-2.5403
22.5667,-2.5605
22.5833,-2.5806
22.6,-2.6008
22.6167,-2.6008
22.6333,-2.621
22.65,-2.6411
22.6667,-2.6613
22.6833,-2.6815
22.7,-2.7016
22.7167,-2.7016
22.7333,-2.7218
22.75,-2.7419
22.7667,-2.7621
22.7833,-2.7823
22.8,-2.8024
22.8167,-2.8024
22.8333,-2.8226
22.85,-2.8427
22.8667,-2.8629
22.8833,-2.8831
22.9,-2.9032
22.9167,-2.9032
22.9333,-2.9234
22.95,-2.9435
22.9667,-2.9637
22.9833,-2.9839
23.0,-2.9839
23.0167,-3.004
23.0333,-3.0242
23.05,-3.0444
23.0667,-3.0645
23.0833,-3.0847
23.1,-3.0847
23.1167,-3.1048
23.1333,-3.125
23.15,-3.1452
23.1667,-3.1653
23.1833,-3.1855
23.2,-3.1855
23.2167,-3.2056
23.2333,-3.2258
23.25,-3.246
23.2667,-3.2661
23.2833,-3.2661
23.3,-3.2863
23.3167,-3.3065
23.3333,-3.3266
23.35,-3.3468
23.3667,-3.3669
23.3833,-3.3669
23.4,-3.3871
23.4167,-3.4073
23.4333,-3.4274
23.45,-3.4476
23.4667,-3.4677
23.4833,-3.4677
23.5,-3.4879
23.5167,-3.5081
23.5333,-3.5282
23.55,-3.5484
23.5667,-3.5685
23.5833,-3.5685
23.6,-3.5887
23.6167,-3.6089
23.6333,-3.629
23.65,-3.6492
23.6667,-3.6492
23.6833,-3.6694
23.7,-3.6895
23.7167,-3.7097
23.7333,-3.7298
23.75,-3.75
23.7667,-3.75
23.7833,-3.7702
23.8,-3.7903
23.8167,-3.8105
23.8333,-3.8306
23.85,-3.8508
23.8667,-3.8508
23.8833,-3.871
23.9,-3.8911
23.9167,-3.9113
23.9333,-3.9315
23.95,-3.9315
